AGE,EDUCATION,REVOKED,CLM_AMT,CAR_AGE,driverExperience,licenceType
44,Masters,No,97,15,25,Full
48,High School,No,93,10,28,Full
46,High School,No,99,1,24,Full
36,Bachelor,No,60847,9,14,Full
45,PhD,No,109,14,25,Full
42,High School,No,105,1,26,Full
40,High School,No,104,1,18,Full
52,Bachelor,No,102,5,30,Full
44,Bachelor,No,5125,9,28,Full
52,Masters,No,100,13,34,Full
31,Bachelor,No,124,1,15,Full
57,High School,No,118,1,41,Full
39,High School,No,6799,1,23,Full
51,High School,No,4613,5,31,Full
41,Bachelor,No,105,11,21,Full
37,High School,Yes,96,7,21,Full
29,High School,No,3069,1,12,Full
42,High School,No,98,9,26,Full
49,Bachelor,No,103,15,33,Full
58,Bachelor,No,4373,1,37,Full
42,Bachelor,Yes,97,10,24,Full
37,Bachelor,No,91,13,21,Full
52,High School,No,108,9,36,Full
50,Masters,No,26244,1,29,Full
34,Bachelor,No,7680,10,16,Full
53,Masters,No,109,13,37,Full
37,High School,No,116,1,21,Full
40,High School,No,100,1,21,Full
46,Bachelor,No,110,11,25,Full
39,High School,No,116,1,17,Full
51,High School,No,107,1,33,Full
50,Masters,No,102,7,32,Full
46,High School,No,6471,1,27,Full
56,PhD,No,103,23,38,Full
49,Masters,No,830,16,28,Full
46,High School,No,111,8,29,Full
60,PhD,No,100,16,40,Full
36,PhD,No,95,20,16,Full
40,Bachelor,No,109,7,19,Full
40,PhD,No,4907,13,22,Full
35,High School,No,5165,5,15,Full
38,High School,No,105,1,22,Full
36,High School,No,119,1,14,Full
37,High School,No,6872,1,21,Full
53,PhD,No,4950,15,36,Full
31,Bachelor,No,104,11,12,Full
46,Bachelor,No,3542,10,25,Full
46,High School,No,113,4,26,Full
34,Bachelor,No,92,15,17,Full
48,High School,No,101,8,28,Full
33,High School,No,106,7,17,Full
57,PhD,No,105,7,40,Full
43,High School,No,112,10,22,Full
58,High School,No,6425,1,41,Full
30,High School,No,103,10,11,Full
47,High School,No,122,5,31,Full
59,Bachelor,No,117,1,42,Full
46,High School,No,108,8,24,Full
47,Bachelor,No,113,13,31,Full
39,Masters,No,107,19,23,Full
59,Bachelor,No,106,10,41,Full
42,Bachelor,No,1896,13,24,Full
53,Masters,No,103,13,34,Full
57,High School,No,3009,1,41,Full
39,Bachelor,No,104,6,21,Full
56,High School,No,676,1,35,Full
46,High School,No,88,10,25,Full
45,Bachelor,No,100,10,25,Full
33,Bachelor,No,101,10,17,Full
29,High School,No,980,1,12,Full
56,Bachelor,No,98,10,40,Full
40,High School,No,3421,7,23,Full
35,High School,No,112,6,16,Full
34,Masters,No,99,16,12,Full
39,High School,No,117,1,17,Full
41,Masters,Yes,1639,17,23,Full
59,PhD,No,106,15,39,Full
43,Masters,No,116,10,25,Full
64,PhD,No,99,10,43,Full
48,Bachelor,No,755,7,31,Full
49,PhD,No,104,12,28,Full
54,Bachelor,No,95,8,35,Full
44,Bachelor,No,102,8,27,Full
36,Bachelor,No,101,6,15,Full
43,Bachelor,No,113,10,24,Full
47,High School,No,1550,1,25,Full
37,Bachelor,No,120,5,16,Full
50,High School,Yes,6050,7,31,Full
52,Bachelor,No,117,12,30,Full
44,PhD,No,98,13,23,Full
55,PhD,No,97,18,35,Full
52,High School,No,1213,10,30,Full
46,PhD,No,6052,6,26,Full
30,High School,No,5428,1,12,Full
21,High School,No,2851,1,-1,Ls
59,Masters,No,98,9,39,Full
34,High School,No,116,7,17,Full
43,Bachelor,No,95,6,26,Full
59,High School,No,115,1,38,Full
24,Bachelor,No,106,9,3,P2
42,Bachelor,No,104,15,23,Full
62,High School,Yes,101,7,44,Full
53,Masters,No,2389,11,32,Full
45,High School,No,100,1,27,Full
43,Masters,No,102,21,25,Full
52,Masters,No,111,13,33,Full
45,Masters,Yes,2982,11,23,Full
44,High School,Yes,106,1,24,Full
52,Bachelor,No,101,10,36,Full
31,Bachelor,Yes,2772,8,14,Full
51,Bachelor,No,105,7,32,Full
46,Masters,No,102,11,24,Full
28,High School,No,102,3,11,Full
45,High School,No,3930,1,25,Full
42,PhD,No,5013,13,22,Full
45,Bachelor,No,99,10,26,Full
65,Masters,No,102,9,46,Full
41,Bachelor,No,7513,9,25,Full
31,High School,Yes,6519,1,13,Full
53,PhD,No,100,11,37,Full
55,High School,No,6835,9,36,Full
51,Bachelor,No,100,14,35,Full
42,Bachelor,No,1962,14,21,Full
55,PhD,No,109,17,34,Full
43,PhD,No,102,16,22,Full
42,Bachelor,No,980,7,25,Full
46,High School,No,105,1,26,Full
28,High School,No,95,9,8,Full
42,Bachelor,No,101,8,20,Full
40,Masters,No,106,12,24,Full
51,High School,No,5863,6,30,Full
24,Masters,No,111,16,6,Full
54,Masters,No,95,9,32,Full
63,Bachelor,Yes,2797,7,44,Full
45,High School,No,119,1,25,Full
40,High School,No,94,9,24,Full
46,Bachelor,No,104,1,24,Full
28,Bachelor,No,1494,5,9,Full
46,High School,No,99,1,24,Full
65,Masters,No,100,18,43,Full
51,Bachelor,No,101,11,31,Full
51,Masters,No,101,17,30,Full
42,High School,No,98,4,20,Full
38,High School,No,105,9,22,Full
49,Masters,No,97,13,30,Full
51,High School,No,107,1,33,Full
51,Bachelor,No,101,12,35,Full
43,Masters,No,98,20,27,Full
47,Masters,No,110,16,31,Full
47,Masters,No,107,1,27,Full
50,High School,No,107,1,32,Full
55,Masters,No,107,17,34,Full
59,Masters,No,97,9,41,Full
67,PhD,No,107,14,45,Full
45,High School,No,94,6,24,Full
61,Bachelor,No,113,10,45,Full
44,High School,No,103,1,23,Full
32,High School,No,108,4,10,Full
67,Bachelor,No,101,13,51,Full
52,Bachelor,No,96,10,34,Full
54,PhD,Yes,102,14,35,Full
39,High School,No,5162,1,23,Full
47,Masters,No,97,14,29,Full
50,PhD,No,102,7,30,Full
47,High School,No,105,10,29,Full
57,High School,No,4904,1,38,Full
38,Bachelor,No,96,10,22,Full
39,High School,No,5543,1,18,Full
42,High School,Yes,120,1,24,Full
54,Bachelor,No,97,10,37,Full
44,Bachelor,Yes,107,11,28,Full
41,High School,No,105,1,25,Full
56,High School,No,100,1,39,Full
38,High School,No,89,10,22,Full
46,PhD,Yes,2901,19,26,Full
52,Bachelor,No,103,9,32,Full
46,High School,No,114,7,27,Full
37,High School,No,88,9,16,Full
33,High School,No,101,7,11,Full
49,Masters,No,101,9,30,Full
49,Masters,No,100,1,31,Full
30,Bachelor,No,99,2,12,Full
48,High School,No,107,1,28,Full
41,High School,No,3225,1,25,Full
47,High School,Yes,1305,5,26,Full
38,Bachelor,No,99,9,17,Full
60,Masters,Yes,16208,10,43,Full
48,High School,No,98,1,27,Full
61,Masters,No,4435,1,41,Full
45,Bachelor,No,5812,1,26,Full
51,High School,No,3561,1,32,Full
47,High School,No,2344,1,28,Full
33,High School,No,99,1,12,Full
47,High School,No,4430,1,26,Full
47,Bachelor,No,96,11,30,Full
47,Masters,No,7028,18,28,Full
41,PhD,No,97,16,22,Full
38,PhD,No,114,16,20,Full
42,Bachelor,No,102,12,26,Full
52,High School,No,100,1,31,Full
45,Masters,Yes,111,10,29,Full
52,PhD,No,98,17,35,Full
47,Bachelor,No,4155,8,28,Full
32,High School,No,100,1,14,Full
53,High School,No,101,11,31,Full
51,Masters,No,104,15,35,Full
54,Bachelor,No,103,10,37,Full
35,High School,No,744,1,17,Full
57,High School,No,103,1,38,Full
48,PhD,No,101,13,31,Full
51,High School,No,5548,5,30,Full
59,High School,No,103,6,37,Full
44,High School,No,115,8,22,Full
47,Bachelor,No,93,9,29,Full
35,High School,No,96,11,19,Full
47,High School,No,104,1,27,Full
33,High School,Yes,96,1,17,Full
41,High School,No,107,1,21,Full
44,Bachelor,Yes,5575,10,22,Full
52,Bachelor,Yes,5568,5,30,Full
34,Masters,No,94,21,12,Full
38,Bachelor,No,108,7,21,Full
42,High School,No,100,8,24,Full
48,Bachelor,No,107,11,30,Full
34,High School,No,100,9,12,Full
51,High School,No,1618,4,29,Full
50,High School,No,3214,4,32,Full
42,High School,No,114,1,23,Full
58,Masters,No,1781,18,42,Full
50,Masters,No,104,23,30,Full
30,Masters,No,107,16,11,Full
48,Bachelor,No,107,8,26,Full
38,Bachelor,Yes,709,11,21,Full
32,Bachelor,No,98,13,15,Full
45,High School,No,3556,1,24,Full
44,Bachelor,No,114,11,23,Full
50,Bachelor,No,110,10,31,Full
41,Bachelor,No,100,10,19,Full
57,Masters,No,107,8,36,Full
38,Bachelor,No,84,9,18,Full
54,PhD,No,97,12,37,Full
37,High School,No,1808,11,16,Full
57,Bachelor,No,106,7,36,Full
44,PhD,No,5349,18,23,Full
45,High School,No,106,8,29,Full
32,High School,Yes,4376,9,15,Full
49,Masters,Yes,102,11,29,Full
50,Bachelor,No,92,9,29,Full
44,PhD,No,105,17,28,Full
45,Bachelor,No,109,3,26,Full
41,Bachelor,No,108,12,19,Full
60,PhD,No,118,12,40,Full
46,Masters,No,93,15,30,Full
48,High School,No,1710,12,27,Full
60,Bachelor,No,4566,7,44,Full
43,High School,No,106,7,27,Full
52,Masters,No,101,15,32,Full
40,High School,No,112,1,19,Full
52,Bachelor,No,101,7,34,Full
52,Bachelor,No,104,1,30,Full
44,High School,No,98,3,27,Full
36,High School,Yes,96,1,18,Full
44,High School,No,865,3,23,Full
41,Masters,No,101,1,24,Full
43,High School,No,1942,1,23,Full
45,High School,No,111,1,28,Full
49,Masters,No,102,11,27,Full
50,Masters,No,98,15,29,Full
32,High School,No,97,9,12,Full
42,Bachelor,No,97,8,26,Full
31,High School,No,107,7,9,Full
39,Bachelor,No,109,11,20,Full
53,Bachelor,No,110,14,35,Full
38,Bachelor,No,96,14,20,Full
50,High School,No,112,1,30,Full
46,Bachelor,No,8000,10,29,Full
50,Bachelor,No,100,8,33,Full
32,Bachelor,No,95,1,13,Full
51,High School,No,95,5,35,Full
50,High School,No,117,1,33,Full
33,Bachelor,No,4538,7,16,Full
54,High School,Yes,102,1,33,Full
47,High School,No,107,1,31,Full
49,Bachelor,No,93,13,30,Full
42,Masters,No,24591,10,25,Full
35,PhD,No,3649,6,13,Full
48,Masters,No,103,20,28,Full
41,Bachelor,Yes,92,6,25,Full
55,Bachelor,No,94,9,38,Full
45,Masters,No,100,15,26,Full
43,Bachelor,No,3896,13,25,Full
53,Bachelor,No,100,12,33,Full
36,Bachelor,No,91,12,15,Full
40,Masters,No,97,14,20,Full
39,Masters,No,99,14,19,Full
37,High School,No,105,8,17,Full
40,Bachelor,No,99,9,22,Full
39,Bachelor,No,104,10,21,Full
49,High School,No,114,1,31,Full
52,High School,No,95,1,34,Full
30,High School,No,104,1,8,Full
36,High School,No,125,1,14,Full
46,PhD,No,99,8,27,Full
44,High School,No,5800,1,27,Full
45,Bachelor,No,97,15,27,Full
45,Masters,Yes,95,9,27,Full
54,High School,Yes,4046,5,35,Full
53,High School,No,105,1,37,Full
43,High School,Yes,106,1,24,Full
56,High School,No,102,6,40,Full
26,High School,No,101,9,4,P2
39,Bachelor,No,111,7,17,Full
53,PhD,No,117,4,33,Full
50,High School,No,111,6,31,Full
35,Masters,No,5913,17,15,Full
56,High School,No,5089,1,40,Full
37,High School,No,93,9,18,Full
53,High School,No,6931,1,37,Full
38,Bachelor,Yes,105,8,22,Full
44,High School,No,98,1,24,Full
51,Bachelor,No,99,1,35,Full
49,Masters,No,97,19,32,Full
41,Bachelor,No,92,16,23,Full
54,Bachelor,No,108,2,32,Full
49,High School,No,107,7,30,Full
55,High School,No,85,8,35,Full
49,High School,No,5871,1,31,Full
56,High School,No,104,8,36,Full
55,High School,Yes,110,1,38,Full
48,Masters,No,107,7,27,Full
38,High School,No,114,7,20,Full
39,Bachelor,No,52063,11,20,Full
50,Bachelor,No,98,11,29,Full
36,Bachelor,Yes,7893,8,20,Full
36,Bachelor,No,90,12,15,Full
41,Bachelor,No,95,12,25,Full
38,Masters,Yes,103,16,20,Full
38,High School,No,5803,1,18,Full
47,Masters,No,3779,1,25,Full
50,Masters,No,1361,12,28,Full
50,Masters,No,99,17,31,Full
35,High School,No,16652,1,19,Full
35,High School,No,1050,1,17,Full
57,Bachelor,No,104,7,39,Full
50,High School,No,27521,1,33,Full
43,Bachelor,No,5019,1,22,Full
39,Bachelor,No,99,12,20,Full
42,High School,No,95,7,23,Full
45,High School,No,102,1,25,Full
43,Masters,No,100,17,23,Full
36,High School,No,112,3,18,Full
53,High School,No,8446,9,36,Full
38,High School,No,1804,6,20,Full
53,High School,No,113,5,33,Full
53,High School,No,8441,5,37,Full
40,High School,No,107,6,23,Full
53,High School,No,2986,1,31,Full
45,Masters,No,5791,17,24,Full
32,High School,No,100,1,13,Full
40,PhD,Yes,99,17,24,Full
39,High School,No,107,1,23,Full
45,Bachelor,No,6022,11,24,Full
43,Bachelor,No,2747,8,24,Full
35,Bachelor,No,113,1,14,Full
52,Bachelor,No,90,9,34,Full
34,Bachelor,No,108,8,17,Full
36,Bachelor,No,105,11,14,Full
39,Masters,No,95,14,23,Full
28,High School,No,9059,6,7,Full
55,High School,No,110,1,34,Full
50,Bachelor,No,98,14,32,Full
46,Bachelor,No,110,7,27,Full
36,High School,No,116,3,18,Full
54,PhD,No,3591,16,32,Full
40,Bachelor,No,102,1,24,Full
47,Bachelor,Yes,13720,1,30,Full
39,PhD,No,100,25,22,Full
39,Bachelor,No,103,9,20,Full
47,Masters,Yes,2667,14,29,Full
62,Bachelor,No,106,17,42,Full
51,Bachelor,No,91,7,34,Full
45,Bachelor,No,110,12,25,Full
62,High School,No,95,9,44,Full
40,Masters,No,115,11,22,Full
50,High School,No,118,5,30,Full
45,High School,No,114,6,26,Full
41,High School,No,2219,1,21,Full
27,High School,No,20264,1,11,Full
40,High School,No,95,7,20,Full
56,High School,No,5487,2,36,Full
42,Bachelor,No,96,13,23,Full
64,Masters,No,106,17,48,Full
50,High School,No,93,6,32,Full
52,High School,No,1745,1,36,Full
50,High School,No,115,3,30,Full
32,High School,No,105,1,11,Full
46,High School,No,6639,9,28,Full
58,Masters,No,91,16,36,Full
36,High School,Yes,5984,1,17,Full
38,Bachelor,No,102,7,20,Full
46,Masters,No,116,12,27,Full
43,High School,No,97,1,23,Full
33,High School,No,116,5,17,Full
44,High School,No,109,1,28,Full
38,High School,Yes,106,6,22,Full
45,High School,No,118,1,24,Full
36,High School,No,110,6,20,Full
42,PhD,No,114,11,26,Full
39,Bachelor,No,5505,6,22,Full
48,High School,No,103,8,28,Full
57,Bachelor,No,1907,8,41,Full
31,High School,No,4259,5,10,Full
18,High School,No,3274,7,2,P1
38,High School,No,2288,8,19,Full
43,Bachelor,No,95,7,23,Full
53,High School,No,116,3,34,Full
53,High School,No,89,8,37,Full
56,Masters,No,107,17,34,Full
46,High School,No,103,1,26,Full
23,Bachelor,No,4018,1,3,P2
20,Bachelor,Yes,17367,10,0,Ls
53,Bachelor,No,106,6,35,Full
39,High School,No,115,1,22,Full
52,High School,No,97,9,35,Full
39,High School,No,121,9,23,Full
33,High School,No,116,1,16,Full
32,Bachelor,No,4746,8,12,Full
45,High School,No,101,8,27,Full
38,High School,Yes,4656,1,21,Full
58,High School,No,111,1,36,Full
35,High School,No,4326,1,18,Full
38,High School,No,93,8,16,Full
55,Bachelor,No,103,14,37,Full
51,Bachelor,No,100,8,32,Full
41,Bachelor,No,6346,7,25,Full
53,PhD,No,108,16,33,Full
45,High School,No,113,1,24,Full
38,High School,Yes,98,1,20,Full
29,High School,No,98,1,10,Full
47,PhD,No,113,20,26,Full
41,Masters,No,2908,18,25,Full
43,Bachelor,No,104,5,21,Full
44,Bachelor,No,117,10,25,Full
44,Bachelor,No,6389,8,28,Full
31,High School,No,3615,1,14,Full
54,High School,Yes,99,1,36,Full
34,High School,No,110,1,18,Full
46,PhD,No,103,17,28,Full
34,High School,No,5301,1,16,Full
53,High School,No,3595,1,32,Full
36,High School,No,3116,6,17,Full
48,High School,No,3611,9,28,Full
40,High School,No,5558,7,18,Full
51,PhD,No,101,10,32,Full
35,High School,No,100,7,14,Full
50,High School,No,107,4,31,Full
22,High School,No,5238,8,2,P1
61,Masters,No,101,19,40,Full
57,Bachelor,No,113,1,37,Full
34,High School,No,97,1,15,Full
37,High School,No,101,1,19,Full
44,Masters,No,104,17,27,Full
44,High School,No,122,1,24,Full
47,Masters,Yes,92,12,30,Full
39,Masters,No,100,14,17,Full
40,Bachelor,No,106,1,22,Full
60,Masters,No,1828,13,40,Full
44,High School,No,109,6,28,Full
36,High School,No,94,11,20,Full
51,High School,No,100,13,29,Full
50,PhD,No,104,11,31,Full
49,Bachelor,No,107,10,32,Full
48,High School,Yes,4635,4,32,Full
37,Bachelor,No,1929,10,18,Full
39,Bachelor,No,101,10,20,Full
47,PhD,Yes,98,12,28,Full
38,Bachelor,No,92,14,17,Full
39,High School,No,108,1,21,Full
48,Masters,No,102,16,31,Full
41,High School,No,106,1,21,Full
39,Bachelor,No,3312,14,20,Full
53,PhD,No,100,19,33,Full
44,Bachelor,No,94,7,28,Full
35,High School,No,6573,1,13,Full
35,Bachelor,No,96,19,13,Full
47,Masters,No,104,22,29,Full
40,High School,Yes,102,8,19,Full
39,Bachelor,No,4348,11,19,Full
39,High School,No,3931,1,20,Full
63,Bachelor,No,88,8,45,Full
45,Bachelor,No,97,16,26,Full
31,High School,No,105,6,13,Full
51,High School,No,109,6,31,Full
53,Bachelor,No,115,1,33,Full
52,Masters,Yes,94,14,36,Full
46,Masters,Yes,97,11,25,Full
49,Bachelor,No,96,14,32,Full
61,Masters,No,95,16,39,Full
57,Masters,No,98,9,36,Full
45,Masters,No,101,12,23,Full
25,High School,No,3397,1,6,Full
47,High School,Yes,7481,5,28,Full
38,Bachelor,No,98,9,22,Full
49,PhD,No,107,15,28,Full
55,High School,No,3667,1,37,Full
50,High School,No,110,5,28,Full
41,Masters,Yes,8615,18,20,Full
47,High School,No,107,1,29,Full
47,High School,No,98,1,27,Full
40,High School,No,8195,9,18,Full
48,PhD,No,1973,14,28,Full
53,PhD,No,105,8,34,Full
37,Bachelor,No,93,9,20,Full
47,High School,No,97,7,28,Full
44,High School,No,115,1,23,Full
19,High School,No,3808,1,1,P1
68,Masters,No,104,13,51,Full
56,Bachelor,No,103,15,39,Full
45,Bachelor,No,114,1,29,Full
50,High School,Yes,92,11,30,Full
49,Bachelor,No,98,8,32,Full
28,High School,Yes,105,3,7,Full
45,Bachelor,No,100,9,26,Full
32,High School,No,101,7,14,Full
37,High School,No,95,1,17,Full
38,High School,No,109,1,17,Full
52,Bachelor,No,97,11,33,Full
39,PhD,No,4090,18,21,Full
56,Bachelor,No,101,14,37,Full
56,Bachelor,Yes,111,1,37,Full
51,PhD,No,103,9,31,Full
59,Bachelor,No,109,1,41,Full
31,Masters,No,97,18,12,Full
43,Bachelor,No,5152,6,26,Full
54,Bachelor,No,1381,7,33,Full
34,Bachelor,No,110,11,13,Full
51,Bachelor,No,109,8,31,Full
30,High School,No,106,12,14,Full
48,Masters,Yes,2097,20,31,Full
51,Masters,No,113,12,33,Full
39,High School,No,103,1,18,Full
40,High School,No,98,6,23,Full
59,High School,No,96,9,40,Full
41,High School,Yes,10958,8,25,Full
57,High School,No,2007,1,35,Full
37,Masters,No,2487,12,15,Full
52,High School,No,99,5,32,Full
50,High School,No,103,1,28,Full
48,Bachelor,No,91,11,26,Full
49,High School,No,4802,7,28,Full
41,High School,No,113,1,19,Full
52,High School,Yes,100,7,36,Full
47,Bachelor,No,12024,12,26,Full
55,Masters,No,108,11,38,Full
50,Masters,No,95,21,34,Full
61,Masters,No,101,20,43,Full
50,High School,No,6539,13,29,Full
39,Bachelor,No,105,1,20,Full
55,PhD,No,108,20,36,Full
53,High School,No,5212,1,35,Full
49,High School,No,1869,1,30,Full
55,Bachelor,No,96,11,33,Full
51,Bachelor,No,91,17,29,Full
48,High School,No,102,1,28,Full
51,Bachelor,Yes,731,7,32,Full
58,Masters,No,3872,18,36,Full
39,Bachelor,No,102,9,20,Full
57,Masters,Yes,7058,15,36,Full
49,PhD,No,95,14,32,Full
40,High School,No,107,6,24,Full
37,Masters,No,106,10,18,Full
44,High School,No,4042,1,27,Full
39,High School,No,5441,8,21,Full
51,Masters,No,98,11,30,Full
41,High School,No,102,1,21,Full
40,Bachelor,No,6415,13,22,Full
33,Bachelor,No,93,9,11,Full
35,Bachelor,No,100,6,15,Full
55,High School,No,115,1,38,Full
56,Bachelor,No,3510,10,38,Full
35,Bachelor,No,8351,12,18,Full
32,Masters,No,4090,14,10,Full
45,Bachelor,No,1221,11,25,Full
54,Bachelor,No,109,5,35,Full
31,High School,No,115,1,14,Full
33,High School,No,3419,6,17,Full
48,Bachelor,No,98,8,29,Full
54,Bachelor,No,3548,17,35,Full
49,High School,Yes,3352,6,33,Full
52,PhD,No,96,17,34,Full
42,High School,No,3350,1,26,Full
31,High School,No,31532,1,10,Full
46,High School,No,115,6,27,Full
42,High School,Yes,108,7,24,Full
30,High School,No,92,9,12,Full
48,High School,No,103,8,28,Full
45,Bachelor,Yes,3393,11,23,Full
32,High School,No,1791,1,16,Full
26,Masters,No,8097,5,4,P2
53,PhD,No,2827,15,34,Full
49,Masters,No,97,13,32,Full
56,Bachelor,No,98,12,36,Full
53,Masters,No,99,16,32,Full
46,Bachelor,No,96,11,25,Full
37,Bachelor,No,2763,11,20,Full
47,Bachelor,No,101,6,29,Full
64,Masters,No,6162,15,45,Full
33,High School,No,115,1,12,Full
27,High School,No,3677,7,6,Full
42,High School,No,107,4,23,Full
44,High School,No,100,1,22,Full
41,Masters,Yes,7531,21,19,Full
39,High School,No,100,8,23,Full
38,Bachelor,No,113,9,19,Full
52,Masters,No,111,1,33,Full
51,High School,No,4892,6,29,Full
25,Bachelor,Yes,7563,7,3,P2
53,High School,No,102,1,37,Full
35,Masters,No,93,16,19,Full
37,High School,No,2188,8,18,Full
56,PhD,No,4435,17,37,Full
37,Masters,Yes,102,17,17,Full
38,Bachelor,No,102,14,21,Full
51,High School,No,102,8,29,Full
55,High School,No,4041,8,33,Full
35,Bachelor,Yes,95,11,15,Full
50,Masters,No,103,11,30,Full
55,High School,No,107,8,37,Full
48,High School,No,7008,10,29,Full
51,Masters,No,90,15,31,Full
50,Bachelor,No,113,11,28,Full
53,Masters,No,96,15,31,Full
52,PhD,No,109,15,30,Full
46,Masters,No,101,11,27,Full
43,Bachelor,No,111,5,23,Full
57,High School,No,111,1,39,Full
45,High School,No,98,9,26,Full
45,High School,No,4804,1,28,Full
48,PhD,No,103,14,30,Full
35,Bachelor,No,3491,9,19,Full
52,High School,No,104,1,30,Full
47,PhD,No,113,20,30,Full
49,High School,No,108,1,27,Full
47,Masters,Yes,103,15,26,Full
60,High School,No,3749,5,39,Full
46,High School,No,4876,1,24,Full
55,Bachelor,No,3134,11,35,Full
40,Masters,Yes,107,20,18,Full
42,High School,No,122,6,23,Full
41,Bachelor,No,97,9,22,Full
53,High School,Yes,3674,9,36,Full
45,High School,No,105,1,23,Full
44,Bachelor,No,93,8,22,Full
39,High School,No,99,6,23,Full
48,High School,No,103,1,29,Full
58,High School,No,3172,1,37,Full
51,PhD,No,108,18,35,Full
39,High School,Yes,100,6,23,Full
64,Masters,No,109,1,46,Full
44,Bachelor,Yes,110,14,22,Full
40,High School,No,103,1,23,Full
39,Bachelor,No,110,8,22,Full
52,High School,No,15019,8,35,Full
58,PhD,No,102,7,37,Full
48,Masters,No,97,14,28,Full
46,Bachelor,No,113,4,29,Full
44,High School,No,99,1,25,Full
48,Masters,Yes,96,12,29,Full
47,High School,Yes,6059,1,30,Full
47,High School,No,97,1,28,Full
43,Bachelor,Yes,90,9,25,Full
38,High School,Yes,1519,1,18,Full
69,Masters,No,102,19,48,Full
41,Bachelor,No,104,14,21,Full
27,Bachelor,Yes,5270,8,5,Full
49,Bachelor,Yes,1911,9,33,Full
47,Bachelor,No,108,5,31,Full
38,Bachelor,No,103,13,17,Full
49,High School,No,112,8,29,Full
46,High School,No,7692,1,29,Full
52,High School,No,95,6,30,Full
50,High School,No,107,1,33,Full
48,High School,No,4638,9,30,Full
33,Bachelor,No,110,9,11,Full
55,Bachelor,No,104,7,34,Full
54,High School,No,106,1,33,Full
56,PhD,No,100,13,36,Full
47,Masters,No,106,19,26,Full
53,High School,No,106,1,34,Full
33,High School,No,1756,7,11,Full
42,Bachelor,No,3128,7,23,Full
49,Bachelor,No,108,10,33,Full
31,High School,No,114,1,10,Full
55,Bachelor,No,113,1,35,Full
47,Bachelor,No,5761,14,31,Full
61,High School,No,5386,1,43,Full
48,Masters,Yes,107,15,26,Full
30,High School,No,2051,8,8,Full
61,PhD,No,6612,19,40,Full
38,PhD,No,98,15,16,Full
47,Bachelor,No,119,1,31,Full
32,Bachelor,No,110,7,14,Full
43,High School,No,5724,1,23,Full
43,High School,No,109,1,25,Full
45,High School,Yes,3347,1,29,Full
50,Masters,No,101,15,29,Full
40,Bachelor,No,109,11,20,Full
53,Bachelor,No,98,13,37,Full
48,PhD,Yes,101,6,29,Full
55,High School,No,97,1,34,Full
51,Masters,No,98,16,34,Full
56,Bachelor,Yes,108,13,38,Full
53,High School,Yes,97,5,35,Full
37,High School,No,104,7,16,Full
61,Masters,Yes,9945,12,44,Full
36,Bachelor,No,117,12,15,Full
37,High School,No,5381,1,19,Full
42,High School,No,6076,2,24,Full
28,Bachelor,No,6914,12,7,Full
41,Bachelor,No,92,11,22,Full
45,High School,No,2559,10,24,Full
52,Masters,No,105,18,32,Full
51,Bachelor,No,2707,9,30,Full
38,Bachelor,No,116,7,16,Full
35,High School,No,110,4,17,Full
44,High School,No,101,1,25,Full
52,High School,No,105,6,31,Full
54,Masters,No,96,12,36,Full
37,Masters,No,105,20,16,Full
61,PhD,No,4037,14,41,Full
54,Masters,No,100,21,32,Full
42,Masters,No,1620,8,23,Full
51,High School,No,105,1,33,Full
39,High School,No,5216,5,20,Full
49,Masters,No,107,20,28,Full
49,Bachelor,No,104,5,28,Full
35,High School,Yes,107,7,13,Full
46,Masters,No,102,10,29,Full
35,High School,Yes,4174,4,17,Full
53,Bachelor,Yes,100,7,37,Full
51,High School,No,3737,1,31,Full
53,High School,No,5139,8,31,Full
57,High School,No,101,4,36,Full
54,PhD,No,101,10,36,Full
54,Bachelor,No,3351,7,33,Full
36,High School,No,4440,6,18,Full
48,Bachelor,No,107,11,32,Full
48,Bachelor,No,106,1,29,Full
52,Masters,No,103,15,32,Full
64,High School,No,4420,3,48,Full
46,PhD,Yes,116,12,26,Full
32,Bachelor,No,105,7,14,Full
36,High School,No,2829,5,16,Full
66,PhD,No,104,17,47,Full
40,Bachelor,No,91,9,23,Full
53,High School,No,114,7,33,Full
46,Bachelor,No,103,7,29,Full
53,High School,No,104,1,34,Full
44,Masters,No,94,14,28,Full
59,PhD,No,101,17,38,Full
33,High School,No,100,5,13,Full
46,Bachelor,No,97,9,24,Full
29,Bachelor,No,91,8,9,Full
45,Masters,No,98,9,25,Full
55,Bachelor,No,110,3,33,Full
43,Bachelor,No,116,1,23,Full
31,PhD,No,100,11,9,Full
46,High School,Yes,110,12,29,Full
42,High School,No,3693,1,23,Full
44,High School,No,2778,9,27,Full
47,Bachelor,No,108,6,25,Full
42,Masters,No,104,14,20,Full
48,Masters,No,105,15,30,Full
46,High School,No,109,1,24,Full
31,Masters,No,113,15,13,Full
36,Bachelor,Yes,3698,12,20,Full
53,Masters,No,107,1,37,Full
35,High School,Yes,3442,1,13,Full
49,Bachelor,No,107,1,29,Full
58,Bachelor,No,100,5,40,Full
47,High School,No,95,10,30,Full
38,High School,No,4487,9,19,Full
33,High School,No,4575,1,15,Full
25,Bachelor,No,8199,5,7,Full
45,Masters,No,7108,15,28,Full
60,PhD,No,102,15,42,Full
59,Bachelor,No,99,13,38,Full
48,High School,No,105,1,31,Full
44,High School,No,112,5,23,Full
