driverAge,educationLevel,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
45,Masters,5791,0,17,24,Full
32,High School,100,0,1,13,Full
40,PhD,99,1,17,24,Full
39,High School,107,0,1,23,Full
45,Bachelor,6022,0,11,24,Full
43,Bachelor,2747,0,8,24,Full
35,Bachelor,113,0,1,14,Full
52,Bachelor,90,0,9,34,Full
34,Bachelor,108,0,8,17,Full
36,Bachelor,105,0,11,14,Full
39,Masters,95,0,14,23,Full
28,High School,9059,0,6,7,Full
55,High School,110,0,1,34,Full
50,Bachelor,98,0,14,32,Full
46,Bachelor,110,0,7,27,Full
36,High School,116,0,3,18,Full
54,PhD,3591,0,16,32,Full
40,Bachelor,102,0,1,24,Full
47,Bachelor,13720,1,1,30,Full
39,PhD,100,0,25,22,Full
39,Bachelor,103,0,9,20,Full
47,Masters,2667,1,14,29,Full
62,Bachelor,106,0,17,42,Full
51,Bachelor,91,0,7,34,Full
45,Bachelor,110,0,12,25,Full
62,High School,95,0,9,44,Full
40,Masters,115,0,11,22,Full
50,High School,118,0,5,30,Full
45,High School,114,0,6,26,Full
41,High School,2219,0,1,21,Full
27,High School,20264,0,1,11,Full
40,High School,95,0,7,20,Full
56,High School,5487,0,2,36,Full
42,Bachelor,96,0,13,23,Full
64,Masters,106,0,17,48,Full
50,High School,93,0,6,32,Full
52,High School,1745,0,1,36,Full
50,High School,115,0,3,30,Full
32,High School,105,0,1,11,Full
46,High School,6639,0,9,28,Full
58,Masters,96,0,16,36,Full
36,High School,5984,1,1,17,Full
38,Bachelor,102,0,7,20,Full
46,Masters,116,0,12,27,Full
43,High School,97,0,1,23,Full
33,High School,116,0,5,17,Full
44,High School,109,0,1,28,Full
38,High School,106,1,6,22,Full
45,High School,118,0,1,24,Full
36,High School,110,0,6,20,Full
42,PhD,114,0,11,26,Full
39,Bachelor,5505,0,6,22,Full
48,High School,103,0,8,28,Full
57,Bachelor,1907,0,8,41,Full
31,High School,4259,0,5,10,Full
18,High School,3274,0,7,2,P1
38,High School,2288,0,8,19,Full
43,Bachelor,95,0,7,23,Full
53,High School,116,0,3,34,Full
53,High School,89,0,8,37,Full
56,Masters,107,0,17,34,Full
46,High School,103,0,1,26,Full
23,Bachelor,4018,0,1,3,P2
20,Bachelor,17367,1,10,0,Ls
53,Bachelor,106,0,6,35,Full
39,High School,115,0,1,22,Full
52,High School,97,0,9,35,Full
39,High School,121,0,9,23,Full
33,High School,116,0,1,16,Full
32,Bachelor,4746,0,8,12,Full
45,High School,101,0,8,27,Full
38,High School,4656,1,1,21,Full
58,High School,111,0,1,36,Full
35,High School,4326,0,1,18,Full
38,High School,93,0,8,16,Full
55,Bachelor,103,0,14,37,Full
51,Bachelor,100,0,8,32,Full
41,Bachelor,6346,0,7,25,Full
53,PhD,105,0,16,33,Full
45,High School,113,0,1,24,Full
38,High School,98,1,1,20,Full
29,High School,98,0,1,10,Full
47,PhD,113,0,20,26,Full
41,Masters,2908,0,18,25,Full
43,Bachelor,104,0,5,21,Full
44,Bachelor,117,0,10,25,Full
44,Bachelor,6389,0,8,28,Full
31,High School,3615,0,1,14,Full
54,High School,99,1,1,36,Full
34,High School,110,0,1,18,Full
46,PhD,103,0,17,28,Full
34,High School,5301,0,1,16,Full
53,High School,3595,0,1,32,Full
36,High School,3116,0,6,17,Full
48,High School,3611,0,9,28,Full
40,High School,5558,0,7,18,Full
51,PhD,101,0,10,32,Full
35,High School,100,0,7,14,Full
50,High School,107,0,4,31,Full
22,High School,5238,0,8,2,P1
61,Masters,101,0,19,40,Full
57,Bachelor,113,0,1,37,Full
34,High School,97,0,1,15,Full
37,High School,101,0,1,19,Full
44,Masters,104,0,17,27,Full
44,High School,122,0,1,24,Full
47,Masters,92,1,12,30,Full
39,Masters,100,0,14,17,Full
40,Bachelor,106,0,1,22,Full
60,Masters,1828,0,13,40,Full
44,High School,109,0,6,28,Full
36,High School,94,0,11,20,Full
51,High School,100,0,13,29,Full
50,PhD,104,0,11,31,Full
49,Bachelor,107,0,10,32,Full
48,High School,4635,1,4,32,Full
37,Bachelor,1929,0,10,18,Full
39,Bachelor,101,0,10,20,Full
47,PhD,98,1,12,28,Full
38,Bachelor,92,0,14,17,Full
39,High School,108,0,1,21,Full
48,Masters,102,0,16,31,Full
41,High School,106,0,1,21,Full
39,Bachelor,3312,0,14,20,Full
53,PhD,100,0,19,33,Full
44,Bachelor,94,0,7,28,Full
35,High School,6573,0,1,13,Full
35,Bachelor,96,0,19,13,Full
47,Masters,104,0,22,29,Full
40,High School,102,1,8,19,Full
39,Bachelor,4348,0,11,19,Full
39,High School,3931,0,1,20,Full
63,Bachelor,88,0,8,45,Full
45,Bachelor,97,0,16,26,Full
31,High School,105,0,6,13,Full
51,High School,109,0,6,31,Full
53,Bachelor,115,0,1,33,Full
52,Masters,94,1,14,36,Full
46,Masters,97,1,11,25,Full
49,Bachelor,96,0,14,32,Full
61,Masters,95,0,16,39,Full
57,Masters,100,0,9,36,Full
45,Masters,101,0,12,23,Full
25,High School,3397,0,1,6,Full
47,High School,7481,1,5,28,Full
38,Bachelor,98,0,9,22,Full
49,PhD,107,0,15,28,Full
55,High School,3667,0,1,37,Full
50,High School,110,0,5,28,Full
41,Masters,8615,1,18,20,Full
47,High School,107,0,1,29,Full
47,High School,98,0,1,27,Full
40,High School,8195,0,9,18,Full
48,PhD,1973,0,14,28,Full
53,PhD,105,0,8,34,Full
37,Bachelor,93,0,9,20,Full
47,High School,97,0,7,28,Full
44,High School,115,0,1,23,Full
19,High School,3808,0,1,1,P1
68,Masters,104,0,13,51,Full
56,Bachelor,103,0,15,39,Full
45,Bachelor,114,0,1,29,Full
50,High School,92,1,11,30,Full
49,Bachelor,98,0,8,32,Full
28,High School,105,1,3,7,Full
45,Bachelor,100,0,9,26,Full
32,High School,101,0,7,14,Full
37,High School,95,0,1,17,Full
38,High School,109,0,1,17,Full
52,Bachelor,97,0,11,33,Full
39,PhD,4090,0,18,21,Full
56,Bachelor,101,0,14,37,Full
56,Bachelor,111,1,1,37,Full
51,PhD,103,0,9,31,Full
59,Bachelor,109,0,1,41,Full
31,Masters,97,0,18,12,Full
43,Bachelor,5152,0,6,26,Full
54,Bachelor,1381,0,7,33,Full
34,Bachelor,110,0,11,13,Full
51,Bachelor,109,0,8,31,Full
30,High School,106,0,12,14,Full
48,Masters,2097,1,20,31,Full
51,Masters,113,0,12,33,Full
39,High School,103,0,1,18,Full
40,High School,98,0,6,23,Full
59,High School,96,0,9,40,Full
41,High School,10958,1,8,25,Full
57,High School,2007,0,1,35,Full
37,Masters,2487,0,12,15,Full
52,High School,99,0,5,32,Full
50,High School,103,0,1,28,Full
48,Bachelor,91,0,11,26,Full
49,High School,4802,0,7,28,Full
41,High School,113,0,1,19,Full
52,High School,100,1,7,36,Full
47,Bachelor,12024,0,12,26,Full
55,Masters,108,0,11,38,Full
50,Masters,95,0,21,34,Full
61,Masters,101,0,20,43,Full
50,High School,6539,0,13,29,Full
39,Bachelor,105,0,1,20,Full
55,PhD,108,0,20,36,Full
53,High School,5212,0,1,35,Full
49,High School,1869,0,1,30,Full
55,Bachelor,96,0,11,33,Full
51,Bachelor,91,0,17,29,Full
48,High School,102,0,1,28,Full
51,Bachelor,731,1,7,32,Full
58,Masters,3872,0,18,36,Full
39,Bachelor,102,0,9,20,Full
57,Masters,7058,1,15,36,Full
49,PhD,95,0,14,32,Full
40,High School,107,0,6,24,Full
37,Masters,106,0,10,18,Full
44,High School,4042,0,1,27,Full
39,High School,5441,0,8,21,Full
51,Masters,98,0,11,30,Full
41,High School,102,0,1,21,Full
40,Bachelor,6415,0,13,22,Full
33,Bachelor,93,0,9,11,Full
35,Bachelor,100,0,6,15,Full
55,High School,115,0,1,38,Full
56,Bachelor,3510,0,10,38,Full
35,Bachelor,8351,0,12,18,Full
32,Masters,4090,0,14,10,Full
45,Bachelor,1221,0,11,25,Full
54,Bachelor,109,0,5,35,Full
31,High School,115,0,1,14,Full
33,High School,3419,0,6,17,Full
48,Bachelor,98,0,8,29,Full
54,Bachelor,3548,0,17,35,Full
49,High School,3352,1,6,33,Full
52,PhD,96,0,17,34,Full
42,High School,3350,0,1,26,Full
31,High School,31532,0,1,10,Full
46,High School,115,0,6,27,Full
42,High School,108,1,7,24,Full
30,High School,92,0,9,12,Full
48,High School,103,0,8,28,Full
45,Bachelor,3393,1,11,23,Full
32,High School,1791,0,1,16,Full
26,Masters,8097,0,5,4,P2
53,PhD,2827,0,15,34,Full
49,Masters,97,0,13,32,Full
56,Bachelor,98,0,12,36,Full
53,Masters,99,0,16,32,Full
46,Bachelor,96,0,11,25,Full
37,Bachelor,2763,0,11,20,Full
47,Bachelor,101,0,6,29,Full
64,Masters,6162,0,15,45,Full
33,High School,115,0,1,12,Full
27,High School,3677,0,7,6,Full
42,High School,107,0,4,23,Full
44,High School,100,0,1,22,Full
41,Masters,7531,1,21,19,Full
39,High School,100,0,8,23,Full
38,Bachelor,113,0,9,19,Full
52,Masters,111,0,1,33,Full
51,High School,4892,0,6,29,Full
25,Bachelor,7563,1,7,3,P2
53,High School,102,0,1,37,Full
35,Masters,93,0,16,19,Full
37,High School,2188,0,8,18,Full
56,PhD,4435,0,17,37,Full
37,Masters,102,1,17,17,Full
38,Bachelor,102,0,14,21,Full
51,High School,102,0,8,29,Full
55,High School,4041,0,8,33,Full
35,Bachelor,95,1,11,15,Full
50,Masters,103,0,11,30,Full
55,High School,107,0,8,37,Full
48,High School,7008,0,10,29,Full
51,Masters,90,0,15,31,Full
50,Bachelor,113,0,11,28,Full
53,Masters,96,0,15,31,Full
52,PhD,109,0,15,30,Full
46,Masters,101,0,11,27,Full
43,Bachelor,111,0,5,23,Full
57,High School,111,0,1,39,Full
45,High School,98,0,9,26,Full
45,High School,4804,0,1,28,Full
48,PhD,103,0,14,30,Full
35,Bachelor,3491,0,9,19,Full
52,High School,104,0,1,30,Full
47,PhD,113,0,20,30,Full
49,High School,108,0,1,27,Full
47,Masters,103,1,15,26,Full
60,High School,3749,0,5,39,Full
46,High School,4876,0,1,24,Full
55,Bachelor,3134,0,11,35,Full
40,Masters,107,1,20,18,Full
42,High School,122,0,6,23,Full
41,Bachelor,97,0,9,22,Full
53,High School,3674,1,9,36,Full
45,High School,105,0,1,23,Full
44,Bachelor,93,0,8,22,Full
39,High School,99,0,6,23,Full
48,High School,103,0,1,29,Full
58,High School,3172,0,1,37,Full
51,PhD,108,0,18,35,Full
39,High School,100,1,6,23,Full
64,Masters,109,0,1,46,Full
44,Bachelor,110,1,14,22,Full
40,High School,103,0,1,23,Full
39,Bachelor,110,0,8,22,Full
52,High School,15019,0,8,35,Full
58,PhD,102,0,7,37,Full
48,Masters,97,0,14,28,Full
46,Bachelor,113,0,4,29,Full
44,High School,99,0,1,25,Full
48,Masters,96,1,12,29,Full
47,High School,6059,1,1,30,Full
47,High School,97,0,1,28,Full
43,Bachelor,90,1,9,25,Full
38,High School,1519,1,1,18,Full
69,Masters,102,0,19,48,Full
41,Bachelor,104,0,14,21,Full
27,Bachelor,5270,1,8,5,Full
49,Bachelor,1911,1,9,33,Full
47,Bachelor,108,0,5,31,Full
38,Bachelor,103,0,13,17,Full
49,High School,112,0,8,29,Full
46,High School,7692,0,1,29,Full
52,High School,95,0,6,30,Full
50,High School,107,0,1,33,Full
48,High School,4638,0,9,30,Full
33,Bachelor,110,0,9,11,Full
55,Bachelor,104,0,7,34,Full
54,High School,106,0,1,33,Full
56,PhD,98,0,13,36,Full
47,Masters,106,0,19,26,Full
53,High School,106,0,1,34,Full
33,High School,1756,0,7,11,Full
42,Bachelor,3128,0,7,23,Full
49,Bachelor,108,0,10,33,Full
31,High School,114,0,1,10,Full
55,Bachelor,113,0,1,35,Full
47,Bachelor,5761,0,14,31,Full
61,High School,5386,0,1,43,Full
48,Masters,107,1,15,26,Full
30,High School,2051,0,8,8,Full
61,PhD,6612,0,19,40,Full
38,PhD,98,0,15,16,Full
47,Bachelor,119,0,1,31,Full
32,Bachelor,110,0,7,14,Full
43,High School,5724,0,1,23,Full
43,High School,109,0,1,25,Full
45,High School,3347,1,1,29,Full
50,Masters,101,0,15,29,Full
40,Bachelor,109,0,11,20,Full
53,Bachelor,98,0,13,37,Full
48,PhD,101,1,6,29,Full
55,High School,97,0,1,34,Full
51,Masters,98,0,16,34,Full
56,Bachelor,108,1,13,38,Full
53,High School,97,1,5,35,Full
37,High School,104,0,7,16,Full
61,Masters,9945,1,12,44,Full
36,Bachelor,117,0,12,15,Full
37,High School,5381,0,1,19,Full
42,High School,6076,0,2,24,Full
28,Bachelor,6914,0,12,7,Full
41,Bachelor,92,0,11,22,Full
45,High School,2559,0,10,24,Full
52,Masters,105,0,18,32,Full
51,Bachelor,2707,0,9,30,Full
38,Bachelor,116,0,7,16,Full
35,High School,110,0,4,17,Full
44,High School,101,0,1,25,Full
52,High School,105,0,6,31,Full
54,Masters,96,0,12,36,Full
37,Masters,105,0,20,16,Full
61,PhD,4037,0,14,41,Full
54,Masters,100,0,21,32,Full
42,Masters,1620,0,8,23,Full
51,High School,105,0,1,33,Full
39,High School,5216,0,5,20,Full
49,Masters,107,0,20,28,Full
49,Bachelor,104,0,5,28,Full
35,High School,107,1,7,13,Full
46,Masters,102,0,10,29,Full
35,High School,4174,1,4,17,Full
53,Bachelor,100,1,7,37,Full
51,High School,3737,0,1,31,Full
53,High School,5139,0,8,31,Full
57,High School,101,0,4,36,Full
54,PhD,101,0,10,36,Full
54,Bachelor,3351,0,7,33,Full
36,High School,4440,0,6,18,Full
48,Bachelor,107,0,11,32,Full
48,Bachelor,106,0,1,29,Full
52,Masters,103,0,15,32,Full
64,High School,4420,0,3,48,Full
46,PhD,116,1,12,26,Full
32,Bachelor,105,0,7,14,Full
36,High School,2829,0,5,16,Full
66,PhD,104,0,17,47,Full
40,Bachelor,91,0,9,23,Full
53,High School,114,0,7,33,Full
46,Bachelor,103,0,7,29,Full
53,High School,104,0,1,34,Full
44,Masters,94,0,14,28,Full
59,PhD,101,0,17,38,Full
33,High School,100,0,5,13,Full
46,Bachelor,97,0,9,24,Full
29,Bachelor,91,0,8,9,Full
45,Masters,98,0,9,25,Full
55,Bachelor,110,0,3,33,Full
43,Bachelor,116,0,1,23,Full
31,PhD,100,0,11,9,Full
46,High School,110,1,12,29,Full
42,High School,3693,0,1,23,Full
44,High School,2778,0,9,27,Full
47,Bachelor,108,0,6,25,Full
42,Masters,104,0,14,20,Full
48,Masters,105,0,15,30,Full
46,High School,109,0,1,24,Full
31,Masters,113,0,15,13,Full
36,Bachelor,3698,1,12,20,Full
53,Masters,107,0,1,37,Full
35,High School,3442,1,1,13,Full
49,Bachelor,107,0,1,29,Full
58,Bachelor,100,0,5,40,Full
47,High School,95,0,10,30,Full
38,High School,4487,0,9,19,Full
33,High School,4575,0,1,15,Full
25,Bachelor,8199,0,5,7,Full
45,Masters,7108,0,15,28,Full
60,PhD,102,0,15,42,Full
59,Bachelor,99,0,13,38,Full
48,High School,105,0,1,31,Full
44,High School,112,0,5,23,Full
55,Masters,101,0,20,33,Full
46,Masters,99,0,13,29,Full
40,High School,109,0,6,23,Full
52,Masters,106,0,23,30,Full
54,Masters,110,0,13,37,Full
54,High School,95,0,1,32,Full
41,Bachelor,102,0,5,23,Full
46,Masters,112,0,12,28,Full
56,Bachelor,109,0,11,37,Full
44,Masters,107,0,12,22,Full
36,High School,97,1,11,20,Full
54,Bachelor,2379,0,8,33,Full
56,Masters,105,0,12,37,Full
50,Masters,98,0,15,28,Full
47,Masters,100,0,20,26,Full
40,High School,4274,0,1,23,Full
53,High School,94,0,6,33,Full
48,Bachelor,96,0,8,29,Full
45,Bachelor,106,0,8,25,Full
48,High School,92,0,1,28,Full
41,High School,115,0,1,20,Full
34,High School,106,0,1,13,Full
44,High School,2953,0,7,26,Full
43,High School,126,0,6,26,Full
44,Bachelor,91,0,8,28,Full
40,High School,105,0,6,19,Full
48,Masters,114,0,22,32,Full
36,High School,98,1,1,20,Full
40,Bachelor,113,0,1,24,Full
46,High School,99,0,1,30,Full
39,High School,5499,0,6,19,Full
39,Bachelor,118,0,4,19,Full
44,High School,102,0,1,24,Full
48,Masters,111,0,13,31,Full
61,High School,113,0,7,42,Full
44,Masters,112,0,12,23,Full
61,High School,102,0,3,43,Full
52,High School,90,0,9,30,Full
49,Bachelor,104,0,11,27,Full
56,PhD,97,1,14,36,Full
44,Bachelor,5626,0,7,27,Full
50,High School,2217,0,9,33,Full
62,PhD,101,0,19,41,Full
39,Bachelor,10209,1,9,21,Full
48,PhD,103,0,20,32,Full
56,PhD,99,0,21,39,Full
61,Masters,2000,0,15,39,Full
42,PhD,98,0,10,23,Full
47,Bachelor,98,0,10,28,Full
47,Masters,96,0,15,28,Full
55,High School,93,0,11,33,Full
44,High School,3585,0,1,27,Full
50,Bachelor,104,0,6,33,Full
44,Bachelor,107,0,1,23,Full
38,High School,2703,0,1,21,Full
42,Bachelor,94,0,10,25,Full
57,Masters,98,0,10,38,Full
39,Masters,95,0,11,17,Full
42,High School,104,0,7,21,Full
40,Bachelor,5800,0,18,22,Full
19,High School,3854,0,5,1,P1
49,High School,4873,0,5,32,Full
48,High School,108,1,1,29,Full
38,Bachelor,109,0,11,17,Full
39,Bachelor,110,0,12,21,Full
46,Masters,105,0,12,27,Full
36,High School,104,0,1,19,Full
40,High School,122,0,6,18,Full
33,High School,94,1,5,16,Full
41,High School,103,0,1,21,Full
52,High School,99,0,1,35,Full
21,High School,106,0,1,2,P1
39,High School,95,0,1,22,Full
39,PhD,103,1,13,23,Full
29,High School,4790,1,1,9,Full
44,High School,1327,0,6,27,Full
41,High School,116,0,5,24,Full
49,Masters,1315,1,7,29,Full
46,Masters,109,0,10,24,Full
28,High School,108,0,1,12,Full
43,High School,97,0,6,22,Full
57,High School,2365,0,1,37,Full
46,Bachelor,104,0,10,27,Full
50,High School,5922,0,5,31,Full
40,Masters,2149,1,10,24,Full
33,High School,3527,0,8,16,Full
53,High School,110,0,1,33,Full
35,High School,104,0,1,17,Full
54,Masters,101,0,13,38,Full
48,High School,89,0,9,28,Full
48,Bachelor,3620,0,8,28,Full
45,High School,116,0,1,29,Full
39,Bachelor,5563,0,8,21,Full
37,Masters,108,0,11,18,Full
32,High School,108,1,6,11,Full
50,High School,101,0,1,29,Full
52,Bachelor,99,0,12,33,Full
50,PhD,99,0,15,33,Full
41,High School,4212,0,5,20,Full
36,High School,100,0,9,15,Full
35,Bachelor,96,0,16,18,Full
53,Masters,6405,0,1,32,Full
37,High School,97,0,7,18,Full
54,PhD,3736,0,21,36,Full
56,Bachelor,111,0,7,40,Full
46,Bachelor,105,0,9,26,Full
53,Bachelor,98,0,16,36,Full
50,Bachelor,109,0,7,31,Full
51,Masters,98,0,13,30,Full
50,PhD,106,0,15,30,Full
51,High School,3939,1,8,35,Full
47,High School,114,0,1,31,Full
38,High School,110,0,9,16,Full
36,High School,13770,0,5,19,Full
55,Bachelor,90,0,3,38,Full
51,Masters,100,0,17,30,Full
55,Bachelor,96,0,10,37,Full
50,High School,2663,0,1,34,Full
39,Bachelor,109,1,11,20,Full
31,High School,104,1,6,10,Full
45,High School,5645,0,7,29,Full
45,Bachelor,102,0,7,24,Full
46,High School,88,0,8,30,Full
57,High School,108,1,1,39,Full
38,Bachelor,3220,0,9,17,Full
43,Masters,100,0,11,22,Full
48,Bachelor,101,0,1,32,Full
46,High School,106,0,8,25,Full
22,Bachelor,2546,0,14,3,P2
42,High School,116,0,1,24,Full
44,Masters,100,0,12,28,Full
42,High School,95,0,5,25,Full
38,High School,95,1,1,18,Full
55,PhD,107,0,7,39,Full
55,Bachelor,1125,1,8,36,Full
45,High School,6868,0,6,26,Full
54,PhD,102,0,15,37,Full
56,High School,118,0,7,40,Full
35,Masters,5423,0,16,19,Full
54,Masters,112,0,13,38,Full
38,Bachelor,92,0,12,19,Full
32,Bachelor,107,0,13,14,Full
48,Bachelor,120,0,1,26,Full
66,Masters,103,0,12,48,Full
46,Bachelor,98,0,12,29,Full
31,High School,2394,0,9,12,Full
45,Bachelor,108,0,15,25,Full
31,Bachelor,104,0,7,10,Full
32,High School,103,0,1,15,Full
43,Bachelor,98,0,8,21,Full
43,Bachelor,5401,1,1,25,Full
36,Masters,101,0,10,16,Full
46,High School,106,0,1,29,Full
50,High School,104,0,5,33,Full
67,High School,2931,0,1,48,Full
48,High School,106,1,1,32,Full
51,Bachelor,102,0,8,33,Full
42,High School,101,0,9,24,Full
54,Masters,106,0,14,32,Full
43,Bachelor,4009,0,12,21,Full
41,Bachelor,110,0,11,25,Full
57,Masters,87,0,19,37,Full
26,High School,111,0,1,6,Full
49,Bachelor,111,0,7,29,Full
43,High School,18540,0,3,27,Full
61,Masters,103,0,15,42,Full
43,Masters,96,0,21,24,Full
44,Masters,100,0,18,22,Full
50,Bachelor,3731,0,1,28,Full
47,Masters,100,0,10,26,Full
55,Masters,103,0,18,33,Full
40,PhD,105,0,13,23,Full
60,Bachelor,7369,0,10,42,Full
52,Bachelor,5463,0,13,30,Full
57,PhD,96,0,21,41,Full
55,Bachelor,107,1,14,36,Full
57,Bachelor,106,0,13,39,Full
51,Bachelor,91,0,9,30,Full
48,High School,7204,0,1,28,Full
35,Bachelor,102,0,1,19,Full
43,High School,100,0,6,25,Full
39,PhD,96,0,17,20,Full
35,Bachelor,97,0,10,15,Full
26,High School,11213,0,4,5,Full
38,High School,6880,0,4,21,Full
41,Bachelor,102,0,10,24,Full
38,High School,113,0,7,21,Full
46,Bachelor,105,1,1,27,Full
60,High School,102,0,8,44,Full
62,Bachelor,4287,0,1,41,Full
41,High School,104,0,1,20,Full
49,Masters,108,0,1,28,Full
42,Bachelor,101,0,11,24,Full
54,Bachelor,105,0,6,35,Full
54,High School,118,0,1,36,Full
38,High School,106,0,5,19,Full
38,Bachelor,92,0,10,18,Full
60,High School,4586,1,1,41,Full
43,High School,3784,0,7,26,Full
37,Bachelor,3676,1,1,21,Full
44,High School,93,0,10,22,Full
32,Bachelor,105,0,7,14,Full
44,High School,56400,0,1,24,Full
47,Bachelor,118,0,11,25,Full
30,Bachelor,110,0,1,13,Full
29,PhD,105,0,13,7,Full
60,High School,2386,0,3,39,Full
45,High School,10690,0,6,23,Full
33,High School,92,0,9,11,Full
51,PhD,95,0,17,31,Full
44,High School,106,0,1,26,Full
49,Bachelor,104,1,1,30,Full
52,Bachelor,934,1,9,36,Full
54,PhD,102,0,16,37,Full
50,High School,106,0,1,34,Full
38,Bachelor,103,0,14,20,Full
45,High School,98,0,1,24,Full
39,High School,1841,0,1,19,Full
47,High School,93,0,7,31,Full
33,High School,93,0,11,13,Full
38,Bachelor,106,0,4,22,Full
47,High School,5324,0,7,29,Full
38,Masters,97,0,13,17,Full
40,Bachelor,105,0,7,20,Full
65,Masters,101,0,25,49,Full
48,Masters,102,0,17,32,Full
38,High School,4913,0,1,16,Full
40,Masters,104,0,15,22,Full
57,Masters,109,0,15,37,Full
36,PhD,4495,0,11,20,Full
46,Masters,107,0,11,25,Full
64,Bachelor,8550,0,8,47,Full
48,High School,117,0,1,30,Full
39,Bachelor,3423,0,14,23,Full
51,PhD,105,0,18,33,Full
45,Masters,101,0,21,26,Full
53,Bachelor,92,0,12,37,Full
40,Bachelor,105,0,1,23,Full
60,Bachelor,105,0,11,39,Full
42,Bachelor,4083,0,10,20,Full
54,Masters,115,0,9,32,Full
34,Bachelor,93,0,11,15,Full
44,PhD,3459,1,11,26,Full
44,Masters,97,0,15,23,Full
39,High School,3091,0,1,19,Full
62,Masters,91,0,17,42,Full
43,Bachelor,91,0,9,25,Full
56,High School,114,0,7,36,Full
49,PhD,104,0,18,29,Full
32,High School,117,0,5,10,Full
66,Masters,110,0,13,49,Full
30,High School,3858,0,1,11,Full
34,Bachelor,96,0,11,12,Full
38,High School,5769,0,1,16,Full
51,Bachelor,101,0,12,29,Full
32,High School,102,0,1,16,Full
45,Bachelor,100,1,12,26,Full
57,Masters,89,1,15,35,Full
40,Bachelor,4392,0,7,22,Full
41,Bachelor,103,0,14,24,Full
47,Masters,101,0,12,26,Full
57,Bachelor,100,0,7,39,Full
52,High School,98,0,7,33,Full
49,Masters,117,0,15,32,Full
31,High School,113,1,1,9,Full
51,Bachelor,104,0,7,34,Full
33,High School,105,1,1,11,Full
57,Masters,5834,0,16,38,Full
56,High School,113,0,5,35,Full
35,Bachelor,4771,1,9,19,Full
26,High School,2357,0,1,5,Full
34,Bachelor,110,0,7,13,Full
59,PhD,102,0,20,37,Full
47,Masters,100,0,12,28,Full
51,High School,5374,0,11,34,Full
44,High School,103,1,1,27,Full
48,Bachelor,100,0,10,32,Full
60,Masters,1151,1,15,38,Full
43,Masters,101,0,17,27,Full
40,Bachelor,95,0,15,18,Full
40,High School,59,1,10,22,Full
55,PhD,103,0,12,37,Full
57,High School,109,0,6,40,Full
49,Masters,102,0,7,31,Full
50,High School,99,0,1,34,Full
54,Masters,109,0,13,33,Full
41,High School,10215,0,6,23,Full
40,Bachelor,96,0,9,22,Full
55,High School,92,0,9,38,Full
50,Bachelor,97,0,7,31,Full
56,PhD,110,0,1,37,Full
43,Bachelor,104,0,11,23,Full
45,PhD,98,0,18,25,Full
43,Bachelor,101,0,11,22,Full
60,High School,471,1,5,43,Full
51,Masters,120,0,1,34,Full
56,Masters,110,0,20,35,Full
39,Bachelor,91,0,14,20,Full
53,Masters,101,0,15,36,Full
46,Bachelor,97,0,8,24,Full
34,Bachelor,102,0,11,18,Full
44,Bachelor,112,0,4,27,Full
61,PhD,107,0,19,43,Full
44,Masters,98,0,15,27,Full
38,High School,107,0,1,19,Full
44,High School,2059,0,6,28,Full
47,High School,108,0,7,27,Full
57,Bachelor,2422,0,13,41,Full
46,PhD,107,0,7,30,Full
48,Bachelor,1894,0,1,30,Full
36,High School,104,0,6,20,Full
53,Masters,1058,1,13,36,Full
50,Masters,6691,0,11,31,Full
40,High School,1436,1,6,24,Full
38,Bachelor,104,0,3,16,Full
36,Bachelor,110,0,10,20,Full
46,Masters,93,1,17,29,Full
45,High School,937,0,9,23,Full
41,Bachelor,112,0,1,19,Full
55,High School,5631,1,1,34,Full
34,High School,109,0,4,18,Full
31,High School,116,0,3,11,Full
38,High School,5192,1,1,22,Full
45,PhD,91,0,10,29,Full
63,Masters,5692,1,14,47,Full
37,Masters,97,0,13,17,Full
41,Bachelor,116,0,7,21,Full
41,High School,109,0,5,19,Full
47,High School,106,0,1,27,Full
36,High School,107,0,1,16,Full
54,Masters,96,0,11,38,Full
40,Masters,4246,0,15,23,Full
44,High School,116,0,7,25,Full
40,Bachelor,99,1,6,21,Full
39,Masters,4172,1,15,23,Full
58,PhD,99,0,11,40,Full
54,Bachelor,108,0,11,35,Full
42,High School,106,0,1,22,Full
37,High School,102,0,6,19,Full
35,Bachelor,95,1,11,18,Full
46,Masters,94,0,23,25,Full
54,Bachelor,99,0,10,32,Full
38,Bachelor,6528,0,5,20,Full
48,High School,103,0,8,31,Full
33,High School,111,0,1,15,Full
63,Bachelor,2643,0,12,44,Full
42,High School,87,0,11,22,Full
30,High School,101,0,1,13,Full
54,High School,101,1,1,37,Full
43,High School,2255,0,7,25,Full
45,PhD,102,0,1,25,Full
33,High School,114,1,1,17,Full
48,Bachelor,93,0,11,31,Full
33,High School,2439,0,10,11,Full
37,Masters,113,0,24,17,Full
38,Masters,3726,0,1,22,Full
56,PhD,102,0,13,34,Full
53,High School,109,0,1,31,Full
44,High School,40941,0,1,27,Full
51,High School,109,0,1,31,Full
49,Bachelor,111,0,14,28,Full
33,Bachelor,97,0,13,16,Full
29,High School,99,0,1,7,Full
25,High School,101,0,6,6,Full
47,PhD,103,0,13,27,Full
44,High School,109,0,1,26,Full
56,Bachelor,109,0,7,38,Full
