index,timeAsCustomer,driverAge,insuranceAccess,insurancePremium,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
4395,216.0,38.0,1000.0,1385.0,Associate,Single Vehicle Collision,Total Loss,Police,16.0,1.0,2.0,-0.0,66600.0,1,3.0,17.0,Full
4396,31.0,28.0,1000.0,1407.0,Bachelor,Parked Car,Total Loss,Police,5.0,1.0,1.0,0.0,4000.0,0,0.0,9.0,Full
4397,66.0,32.0,2000.0,1055.0,Bachelor,Vehicle Theft,Total Loss,Ambulance,12.0,1.0,0.0,-0.0,7000.0,0,17.0,15.0,Full
4398,43.0,36.0,1000.0,1569.0,Masters,Single Vehicle Collision,Minor Loss,Police,17.0,1.0,-0.0,1.0,9000.0,0,9.0,20.0,Full
4399,194.0,39.0,500.0,823.0,Masters,Multi-vehicle Collision,Major Damage,Other,3.0,3.0,2.0,0.0,61500.0,0,3.0,20.0,Full
4400,102.0,49.0,500.0,1540.0,College,Parked Car,Total Loss,none,7.0,1.0,-0.0,1.0,10000.0,1,15.0,30.0,Full
4401,93.0,48.0,1000.0,885.0,College,Vehicle Theft,Total Loss,none,15.0,1.0,0.0,1.0,9000.0,0,20.0,28.0,Full
4402,94.0,55.0,500.0,1547.0,College,Multi-vehicle Collision,Minor Loss,Ambulance,17.0,3.0,-0.0,1.0,3000.0,0,9.0,35.0,Full
4403,8.0,40.0,1000.0,1105.0,High School,Vehicle Theft,Major Loss,Ambulance,1.0,1.0,1.0,1.0,4000.0,1,4.0,20.0,Full
4404,428.0,59.0,500.0,1344.0,JD,Parked Car,Minor Damage,none,8.0,1.0,2.0,0.0,6500.0,0,2.0,41.0,Full
4405,478.0,64.0,500.0,835.0,Associate,Multi-vehicle Collision,Minor Damage,Fire,17.0,3.0,1.0,0.0,33930.0,0,17.0,46.0,Full
4406,72.0,61.0,500.0,1284.0,College,Single Vehicle Collision,Minor Loss,Ambulance,18.0,1.0,1.0,1.0,6000.0,0,3.0,40.0,Full
4407,97.0,58.0,500.0,847.0,Bachelor,Single Vehicle Collision,Major Loss,none,23.0,1.0,1.0,1.0,10000.0,0,20.0,38.0,Full
4408,94.0,40.0,1000.0,1017.0,High School,Parked Car,Total Loss,Other,17.0,1.0,1.0,-0.0,2000.0,0,12.0,19.0,Full
4409,37.0,62.0,2000.0,1615.0,College,Single Vehicle Collision,Minor Loss,Ambulance,10.0,1.0,1.0,-0.0,3000.0,0,16.0,42.0,Full
4410,16.0,35.0,1000.0,1358.0,JD,Single Vehicle Collision,Total Loss,Other,0.0,1.0,2.0,0.0,55000.0,1,7.0,16.0,Full
4411,16.0,31.0,500.0,1669.0,Bachelor,Single Vehicle Collision,Major Loss,Police,3.0,1.0,-0.0,1.0,4000.0,1,20.0,15.0,Full
4412,95.0,57.0,1000.0,881.0,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,18.0,1.0,1.0,1.0,1000.0,0,2.0,41.0,Full
4413,30.0,62.0,2000.0,1238.0,Masters,Parked Car,Total Loss,none,16.0,1.0,1.0,1.0,10000.0,0,2.0,44.0,Full
4414,211.0,38.0,1000.0,1055.0,Masters,Single Vehicle Collision,Total Loss,Fire,12.0,1.0,-0.0,1.0,91520.0,1,10.0,18.0,Full
4415,38.0,52.0,2000.0,1609.0,PhD,Single Vehicle Collision,Major Loss,Ambulance,17.0,1.0,1.0,1.0,3000.0,0,9.0,36.0,Full
4416,256.0,42.0,1000.0,1286.0,MD,Single Vehicle Collision,Minor Damage,Police,14.0,1.0,2.0,-0.0,75500.0,0,17.0,25.0,Full
4417,254.0,40.0,500.0,1928.0,MD,Single Vehicle Collision,Minor Damage,Fire,10.0,1.0,0.0,-0.0,43280.0,1,19.0,22.0,Full
4418,292.0,45.0,1000.0,1359.0,Masters,Vehicle Theft,Trivial Damage,Police,4.0,1.0,-0.0,0.0,7370.0,0,18.0,25.0,Full
4419,63.0,26.0,500.0,1500.0,PhD,Vehicle Theft,Minor Damage,Police,5.0,1.0,-0.0,1.0,5160.0,0,11.0,6.0,Full
4420,80.0,43.0,500.0,1042.0,High School,Multi-vehicle Collision,Minor Loss,Other,17.0,4.0,1.0,1.0,4000.0,0,4.0,24.0,Full
4421,117.0,28.0,500.0,1265.0,Associate,Multi-vehicle Collision,Total Loss,Fire,13.0,2.0,0.0,0.0,55440.0,1,6.0,6.0,Full
4422,116.0,61.0,1000.0,1370.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,4.0,3.0,0.0,-0.0,8000.0,0,12.0,42.0,Full
4423,297.0,47.0,500.0,1617.0,MD,Multi-vehicle Collision,Total Loss,Fire,-0.0,3.0,0.0,1.0,44400.0,0,16.0,30.0,Full
4424,97.0,53.0,2000.0,1052.0,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,12.0,3.0,-0.0,1.0,10000.0,0,9.0,33.0,Full
4425,166.0,38.0,2000.0,1589.0,MD,Single Vehicle Collision,Total Loss,Other,8.0,1.0,-0.0,-0.0,40320.0,0,14.0,22.0,Full
4426,46.0,39.0,500.0,1051.0,Bachelor,Single Vehicle Collision,Minor Loss,Police,16.0,1.0,1.0,0.0,4000.0,0,17.0,22.0,Full
4427,60.0,63.0,2000.0,1560.0,Bachelor,Multi-vehicle Collision,Total Loss,Police,6.0,3.0,1.0,1.0,2000.0,0,10.0,44.0,Full
4428,37.0,30.0,1000.0,1197.0,College,Multi-vehicle Collision,Total Loss,Police,2.0,4.0,1.0,1.0,10000.0,0,-0.0,9.0,Full
4429,33.0,50.0,500.0,1140.0,Bachelor,Vehicle Theft,Total Loss,Police,3.0,1.0,1.0,1.0,5000.0,0,3.0,32.0,Full
4430,8.0,53.0,1000.0,988.0,Masters,Multi-vehicle Collision,Minor Loss,Police,8.0,3.0,1.0,1.0,10000.0,0,14.0,37.0,Full
4431,113.0,64.0,500.0,1030.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,15.0,3.0,1.0,-0.0,8000.0,0,8.0,46.0,Full
4432,32.0,63.0,500.0,1033.0,Masters,Multi-vehicle Collision,Major Loss,Police,15.0,4.0,1.0,1.0,8000.0,0,8.0,43.0,Full
4433,76.0,36.0,2000.0,1132.0,Masters,Single Vehicle Collision,Major Loss,Ambulance,10.0,1.0,1.0,1.0,8000.0,0,11.0,18.0,Full
4434,107.0,31.0,2000.0,858.0,College,Single Vehicle Collision,Minor Loss,Other,7.0,1.0,1.0,0.0,2000.0,0,1.0,12.0,Full
4435,33.0,49.0,1000.0,1411.0,Masters,Parked Car,Total Loss,Police,14.0,1.0,0.0,1.0,4000.0,0,8.0,27.0,Full
4436,111.0,42.0,1000.0,1313.0,Bachelor,Multi-vehicle Collision,Total Loss,Police,14.0,4.0,1.0,1.0,8000.0,0,2.0,25.0,Full
4437,225.0,37.0,1000.0,1218.0,High School,Multi-vehicle Collision,Minor Damage,Fire,19.0,3.0,2.0,-0.0,57600.0,0,0.0,16.0,Full
4438,45.0,64.0,1000.0,1207.0,High School,Parked Car,Total Loss,Police,0.0,1.0,-0.0,1.0,6000.0,0,6.0,43.0,Full
4439,210.0,37.0,500.0,1468.0,MD,Single Vehicle Collision,Total Loss,Ambulance,8.0,1.0,1.0,1.0,63300.0,0,15.0,19.0,Full
4440,26.0,42.0,1000.0,1484.0,PhD,Single Vehicle Collision,Major Damage,Police,10.0,1.0,2.0,-0.0,63030.0,0,19.0,21.0,Full
4441,280.0,48.0,1000.0,1387.0,JD,Single Vehicle Collision,Minor Damage,Fire,16.0,1.0,2.0,0.0,61320.0,0,17.0,30.0,Full
4442,8.0,60.0,1000.0,1362.0,Bachelor,Single Vehicle Collision,Major Loss,Police,10.0,1.0,1.0,1.0,10000.0,0,16.0,44.0,Full
4443,73.0,27.0,500.0,1299.0,College,Parked Car,Minor Loss,Ambulance,18.0,1.0,1.0,1.0,5000.0,0,11.0,5.0,Full
4444,70.0,27.0,1000.0,1009.0,Masters,Vehicle Theft,Trivial Damage,Police,19.0,1.0,2.0,-0.0,4400.0,0,15.0,5.0,Full
4445,451.0,61.0,2000.0,1619.0,Associate,Multi-vehicle Collision,Major Damage,Ambulance,3.0,3.0,2.0,1.0,78100.0,1,18.0,40.0,Full
4446,91.0,53.0,500.0,1395.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,7.0,2.0,1.0,1.0,10000.0,1,18.0,36.0,Full
4447,180.0,35.0,1000.0,1252.0,MD,Vehicle Theft,Minor Damage,none,17.0,1.0,1.0,-0.0,5100.0,0,15.0,16.0,Full
4448,73.0,45.0,1000.0,1029.0,High School,Single Vehicle Collision,Total Loss,none,4.0,1.0,1.0,1.0,9000.0,0,15.0,24.0,Full
4449,91.0,48.0,1000.0,1002.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,1.0,3.0,1.0,1.0,9000.0,0,9.0,32.0,Full
4450,88.0,56.0,500.0,1667.0,College,Single Vehicle Collision,Major Loss,Ambulance,21.0,1.0,1.0,1.0,9000.0,1,-0.0,35.0,Full
4451,76.0,25.0,2000.0,1455.0,High School,Single Vehicle Collision,Major Loss,Ambulance,5.0,1.0,1.0,1.0,8000.0,0,8.0,4.0,P2
4452,342.0,49.0,500.0,1723.0,PhD,Single Vehicle Collision,Minor Damage,Fire,3.0,1.0,2.0,1.0,76700.0,0,9.0,28.0,Full
4453,76.0,31.0,2000.0,949.0,Masters,Multi-vehicle Collision,Minor Loss,Police,5.0,2.0,1.0,0.0,10000.0,0,11.0,9.0,Full
4454,49.0,46.0,2000.0,1359.0,High School,Multi-vehicle Collision,Minor Loss,Police,23.0,3.0,1.0,1.0,7000.0,0,4.0,30.0,Full
4455,315.0,44.0,1000.0,974.0,Masters,Multi-vehicle Collision,Total Loss,Other,12.0,3.0,1.0,1.0,26730.0,0,9.0,22.0,Full
4456,109.0,32.0,1000.0,1033.0,PhD,Parked Car,Total Loss,Ambulance,18.0,1.0,1.0,1.0,2000.0,0,1.0,15.0,Full
4457,38.0,39.0,1000.0,1107.0,Bachelor,Single Vehicle Collision,Total Loss,none,9.0,1.0,-0.0,1.0,10000.0,0,2.0,22.0,Full
4458,22.0,26.0,1000.0,1277.0,PhD,Single Vehicle Collision,Minor Damage,Fire,3.0,1.0,1.0,-0.0,78900.0,0,20.0,10.0,Full
4459,65.0,36.0,1000.0,1020.0,MD,Parked Car,Major Loss,Ambulance,6.0,1.0,-0.0,1.0,7000.0,0,9.0,20.0,Full
4460,32.0,43.0,1000.0,1280.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,14.0,3.0,1.0,1.0,1000.0,0,8.0,25.0,Full
4461,272.0,41.0,2000.0,946.0,MD,Single Vehicle Collision,Minor Damage,Fire,23.0,1.0,-0.0,0.0,84100.0,1,6.0,22.0,Full
4462,12.0,51.0,2000.0,1123.0,Masters,Multi-vehicle Collision,Total Loss,Police,3.0,3.0,1.0,0.0,3000.0,0,8.0,35.0,Full
4463,96.0,53.0,1000.0,1121.0,College,Multi-vehicle Collision,Major Loss,Ambulance,10.0,3.0,1.0,-0.0,7000.0,0,13.0,32.0,Full
4464,26.0,62.0,1000.0,1151.0,High School,Single Vehicle Collision,Minor Loss,Ambulance,11.0,1.0,-0.0,1.0,5000.0,0,17.0,44.0,Full
4465,80.0,53.0,2000.0,1553.0,PhD,Single Vehicle Collision,Major Loss,Ambulance,19.0,1.0,1.0,1.0,2000.0,0,11.0,33.0,Full
4466,47.0,60.0,500.0,1661.0,Bachelor,Single Vehicle Collision,Total Loss,none,14.0,1.0,1.0,0.0,8000.0,0,4.0,39.0,Full
4467,15.0,42.0,500.0,1465.0,Masters,Multi-vehicle Collision,Total Loss,Other,20.0,3.0,-0.0,0.0,3000.0,0,4.0,22.0,Full
4468,73.0,26.0,2000.0,1191.0,MD,Multi-vehicle Collision,Total Loss,Other,9.0,3.0,0.0,1.0,40160.0,0,12.0,10.0,Full
4469,52.0,58.0,1000.0,1523.0,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,6.0,1.0,1.0,-0.0,8000.0,0,6.0,39.0,Full
4470,460.0,62.0,1000.0,1188.0,JD,Multi-vehicle Collision,Minor Damage,Police,20.0,3.0,1.0,-0.0,47160.0,0,4.0,45.0,Full
4471,29.0,34.0,1000.0,1532.0,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,15.0,1.0,0.0,1.0,1000.0,0,1.0,13.0,Full
4472,58.0,29.0,500.0,1390.0,High School,Parked Car,Minor Loss,none,5.0,1.0,1.0,1.0,10000.0,0,19.0,9.0,Full
4473,217.0,39.0,1000.0,1531.0,College,Vehicle Theft,Minor Damage,none,8.0,1.0,2.0,1.0,4300.0,0,15.0,21.0,Full
4474,264.0,43.0,2000.0,1353.0,Associate,Multi-vehicle Collision,Minor Damage,Police,9.0,3.0,2.0,0.0,95150.0,0,8.0,25.0,Full
4475,112.0,35.0,1000.0,1115.0,Bachelor,Vehicle Theft,Minor Loss,none,6.0,1.0,-0.0,1.0,2000.0,0,20.0,18.0,Full
4476,51.0,25.0,500.0,1499.0,High School,Single Vehicle Collision,Total Loss,none,13.0,1.0,0.0,1.0,8000.0,0,13.0,7.0,Full
4477,76.0,31.0,500.0,1494.0,Associate,Vehicle Theft,Minor Damage,Police,7.0,1.0,2.0,0.0,8030.0,0,20.0,10.0,Full
4478,356.0,47.0,2000.0,1156.0,High School,Single Vehicle Collision,Minor Damage,Other,5.0,1.0,0.0,0.0,61490.0,0,6.0,25.0,Full
4479,269.0,45.0,500.0,1330.0,High School,Multi-vehicle Collision,Total Loss,Police,5.0,3.0,0.0,-0.0,24200.0,0,7.0,25.0,Full
4480,50.0,30.0,2000.0,874.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,10.0,3.0,1.0,1.0,2000.0,0,7.0,10.0,Full
4481,130.0,30.0,2000.0,1193.0,PhD,Multi-vehicle Collision,Total Loss,Other,16.0,3.0,2.0,-0.0,48950.0,0,10.0,12.0,Full
4482,70.0,28.0,1000.0,1320.0,High School,Multi-vehicle Collision,Minor Damage,Police,14.0,4.0,1.0,1.0,31680.0,0,9.0,10.0,Full
4483,79.0,36.0,500.0,1649.0,MD,Single Vehicle Collision,Minor Loss,Police,17.0,1.0,-0.0,0.0,1000.0,0,5.0,16.0,Full
4484,51.0,40.0,1000.0,939.0,High School,Single Vehicle Collision,Minor Loss,Other,6.0,1.0,1.0,1.0,10000.0,0,14.0,23.0,Full
4485,78.0,64.0,500.0,978.0,High School,Parked Car,Major Loss,Ambulance,18.0,1.0,1.0,1.0,8000.0,0,12.0,42.0,Full
4486,60.0,63.0,2000.0,1560.0,Bachelor,Multi-vehicle Collision,Total Loss,Police,6.0,3.0,1.0,1.0,2000.0,0,10.0,44.0,Full
4487,198.0,36.0,1000.0,1096.0,High School,Multi-vehicle Collision,Total Loss,Fire,11.0,3.0,1.0,1.0,49410.0,0,-0.0,16.0,Full
4488,52.0,47.0,2000.0,916.0,College,Multi-vehicle Collision,Major Loss,Other,4.0,3.0,1.0,1.0,7000.0,0,19.0,26.0,Full
4489,26.0,56.0,2000.0,1061.0,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,3.0,1.0,1.0,1.0,7000.0,0,9.0,35.0,Full
4490,101.0,47.0,1000.0,1249.0,Masters,Multi-vehicle Collision,Minor Loss,Police,6.0,3.0,0.0,1.0,6000.0,0,15.0,25.0,Full
4491,285.0,44.0,2000.0,1144.0,MD,Vehicle Theft,Minor Damage,Police,3.0,1.0,1.0,0.0,5500.0,0,5.0,25.0,Full
4492,123.0,34.0,2000.0,1270.0,College,Multi-vehicle Collision,Total Loss,Fire,13.0,3.0,1.0,0.0,55260.0,0,15.0,12.0,Full
4493,119.0,32.0,1000.0,994.0,High School,Single Vehicle Collision,Minor Damage,Other,12.0,1.0,-0.0,1.0,56300.0,0,4.0,12.0,Full
4494,96.0,64.0,500.0,1215.0,Bachelor,Parked Car,Minor Loss,Ambulance,23.0,1.0,1.0,1.0,1000.0,0,16.0,42.0,Full
4495,105.0,55.0,1000.0,1270.0,High School,Parked Car,Total Loss,Other,23.0,1.0,1.0,-0.0,6000.0,0,6.0,37.0,Full
4496,152.0,33.0,500.0,943.0,PhD,Single Vehicle Collision,Major Damage,Fire,16.0,1.0,-0.0,0.0,70400.0,1,14.0,14.0,Full
4497,472.0,64.0,500.0,989.0,Masters,Single Vehicle Collision,Major Damage,Fire,13.0,1.0,2.0,-0.0,70900.0,0,13.0,42.0,Full
4498,84.0,44.0,500.0,1606.0,Masters,Multi-vehicle Collision,Minor Loss,Ambulance,23.0,4.0,0.0,-0.0,2000.0,0,15.0,24.0,Full
4499,21.0,27.0,500.0,854.0,High School,Single Vehicle Collision,Minor Loss,Other,6.0,1.0,1.0,0.0,7000.0,0,7.0,10.0,Full
4500,73.0,36.0,1000.0,1219.0,High School,Parked Car,Major Loss,Other,9.0,1.0,1.0,1.0,10000.0,0,7.0,14.0,Full
4501,38.0,28.0,500.0,1123.0,Masters,Multi-vehicle Collision,Minor Damage,Ambulance,4.0,3.0,-0.0,1.0,74880.0,0,15.0,6.0,Full
4502,56.0,33.0,1000.0,918.0,High School,Single Vehicle Collision,Total Loss,Other,20.0,1.0,1.0,1.0,4000.0,0,15.0,16.0,Full
4503,70.0,25.0,500.0,1329.0,PhD,Single Vehicle Collision,Total Loss,Ambulance,22.0,1.0,1.0,1.0,8000.0,0,7.0,6.0,Full
4504,119.0,57.0,1000.0,1243.0,Bachelor,Multi-vehicle Collision,Total Loss,none,23.0,4.0,1.0,0.0,7000.0,0,9.0,41.0,Full
4505,67.0,25.0,2000.0,937.0,MD,Multi-vehicle Collision,Minor Loss,Police,12.0,3.0,-0.0,-0.0,5000.0,0,12.0,6.0,Full
4506,35.0,38.0,1000.0,1571.0,High School,Multi-vehicle Collision,Major Loss,Ambulance,8.0,3.0,1.0,1.0,5000.0,0,9.0,17.0,Full
4507,97.0,35.0,500.0,1005.0,High School,Single Vehicle Collision,Total Loss,Police,10.0,1.0,0.0,1.0,8000.0,0,14.0,15.0,Full
4508,18.0,43.0,2000.0,1144.0,Bachelor,Single Vehicle Collision,Total Loss,Police,6.0,1.0,-0.0,0.0,7000.0,0,2.0,27.0,Full
4509,49.0,54.0,2000.0,850.0,MD,Single Vehicle Collision,Total Loss,none,6.0,1.0,0.0,1.0,10000.0,0,9.0,33.0,Full
4510,103.0,46.0,1000.0,1549.0,Bachelor,Single Vehicle Collision,Major Loss,none,6.0,1.0,1.0,1.0,2000.0,0,6.0,30.0,Full
4511,257.0,43.0,2000.0,1322.0,High School,Parked Car,Minor Damage,Police,4.0,1.0,1.0,1.0,9020.0,0,10.0,23.0,Full
4512,19.0,36.0,500.0,963.0,Bachelor,Single Vehicle Collision,Total Loss,none,7.0,1.0,-0.0,1.0,9000.0,0,1.0,18.0,Full
4513,59.0,34.0,2000.0,933.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,6.0,3.0,1.0,1.0,10000.0,0,10.0,15.0,Full
4514,41.0,26.0,1000.0,1383.0,JD,Vehicle Theft,Trivial Damage,Police,12.0,1.0,1.0,0.0,6890.0,0,18.0,6.0,Full
4515,292.0,42.0,1000.0,1588.0,JD,Multi-vehicle Collision,Total Loss,Other,15.0,3.0,1.0,0.0,84600.0,0,8.0,22.0,Full
4516,11.0,39.0,2000.0,1470.0,PhD,Single Vehicle Collision,Total Loss,Ambulance,22.0,1.0,-0.0,0.0,65790.0,0,8.0,18.0,Full
4517,118.0,39.0,2000.0,1596.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,11.0,3.0,1.0,1.0,1000.0,0,13.0,22.0,Full
4518,79.0,54.0,500.0,998.0,College,Vehicle Theft,Minor Loss,Police,15.0,1.0,1.0,1.0,1000.0,0,10.0,33.0,Full
4519,297.0,48.0,1000.0,1465.0,PhD,Multi-vehicle Collision,Total Loss,Fire,17.0,3.0,-0.0,-0.0,51480.0,0,2.0,29.0,Full
4520,93.0,31.0,500.0,1455.0,Bachelor,Multi-vehicle Collision,Total Loss,Police,3.0,3.0,1.0,-0.0,8000.0,0,3.0,13.0,Full
4521,97.0,61.0,500.0,1356.0,Bachelor,Multi-vehicle Collision,Minor Loss,Police,23.0,3.0,0.0,1.0,2000.0,0,20.0,44.0,Full
4522,108.0,34.0,2000.0,1087.0,College,Vehicle Theft,Major Loss,Ambulance,23.0,1.0,1.0,1.0,6000.0,0,8.0,12.0,Full
4523,99.0,38.0,2000.0,1632.0,Bachelor,Vehicle Theft,Minor Loss,Ambulance,6.0,1.0,0.0,-0.0,7000.0,0,15.0,17.0,Full
4524,64.0,51.0,500.0,1422.0,Bachelor,Single Vehicle Collision,Major Loss,none,5.0,1.0,1.0,1.0,8000.0,1,4.0,32.0,Full
4525,50.0,61.0,1000.0,910.0,Bachelor,Single Vehicle Collision,Total Loss,none,6.0,1.0,1.0,1.0,4000.0,0,14.0,44.0,Full
4526,98.0,62.0,2000.0,1604.0,Bachelor,Vehicle Theft,Total Loss,Police,18.0,1.0,0.0,1.0,9000.0,0,9.0,40.0,Full
4527,142.0,30.0,500.0,1413.0,PhD,Single Vehicle Collision,Minor Damage,Other,22.0,1.0,2.0,0.0,67320.0,0,19.0,8.0,Full
4528,38.0,45.0,2000.0,852.0,MD,Multi-vehicle Collision,Minor Loss,Ambulance,3.0,3.0,1.0,1.0,4000.0,0,7.0,27.0,Full
4529,38.0,62.0,2000.0,1349.0,High School,Single Vehicle Collision,Major Loss,Police,1.0,1.0,1.0,1.0,4000.0,0,8.0,41.0,Full
4530,96.0,29.0,1000.0,1275.0,College,Multi-vehicle Collision,Major Damage,Ambulance,15.0,3.0,2.0,1.0,55400.0,1,11.0,10.0,Full
4531,100.0,49.0,2000.0,984.0,Bachelor,Single Vehicle Collision,Major Loss,Police,9.0,1.0,1.0,1.0,6000.0,0,0.0,33.0,Full
4532,143.0,34.0,500.0,1442.0,College,Single Vehicle Collision,Minor Damage,Other,10.0,1.0,2.0,1.0,58500.0,0,16.0,15.0,Full
4533,380.0,56.0,1000.0,1571.0,MD,Single Vehicle Collision,Total Loss,Police,10.0,1.0,0.0,1.0,58160.0,1,19.0,34.0,Full
4534,21.0,49.0,1000.0,1318.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,18.0,2.0,1.0,0.0,3000.0,0,6.0,28.0,Full
4535,61.0,29.0,1000.0,1115.0,JD,Parked Car,Trivial Damage,none,10.0,1.0,2.0,1.0,5900.0,0,5.0,7.0,Full
4536,96.0,26.0,2000.0,1509.0,Associate,Single Vehicle Collision,Total Loss,Ambulance,9.0,1.0,2.0,-0.0,78320.0,0,8.0,5.0,Full
4537,288.0,45.0,1000.0,1047.0,Masters,Multi-vehicle Collision,Major Damage,Fire,4.0,3.0,2.0,-0.0,48060.0,0,6.0,25.0,Full
4538,53.0,60.0,1000.0,936.0,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,9.0,4.0,0.0,0.0,2000.0,0,3.0,43.0,Full
4539,344.0,51.0,2000.0,1398.0,Associate,Single Vehicle Collision,Minor Damage,Ambulance,14.0,1.0,-0.0,-0.0,82830.0,0,11.0,35.0,Full
4540,20.0,54.0,1000.0,1614.0,High School,Single Vehicle Collision,Total Loss,none,5.0,1.0,1.0,-0.0,3000.0,0,15.0,35.0,Full
4541,72.0,55.0,2000.0,1010.0,High School,Single Vehicle Collision,Total Loss,none,6.0,1.0,1.0,1.0,9000.0,0,4.0,33.0,Full
4542,71.0,48.0,500.0,950.0,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,4.0,1.0,-0.0,1.0,8000.0,0,8.0,26.0,Full
4543,94.0,45.0,500.0,1382.0,College,Single Vehicle Collision,Major Loss,Police,11.0,1.0,1.0,1.0,10000.0,0,18.0,26.0,Full
4544,249.0,43.0,2000.0,1149.0,MD,Multi-vehicle Collision,Total Loss,Fire,4.0,3.0,2.0,1.0,57100.0,0,1.0,22.0,Full
4545,151.0,36.0,2000.0,871.0,MD,Multi-vehicle Collision,Minor Damage,Police,12.0,3.0,1.0,0.0,62920.0,0,15.0,15.0,Full
4546,74.0,31.0,500.0,1551.0,High School,Multi-vehicle Collision,Minor Loss,Ambulance,11.0,3.0,1.0,-0.0,5000.0,0,4.0,14.0,Full
4547,414.0,52.0,500.0,1335.0,High School,Single Vehicle Collision,Total Loss,Police,13.0,1.0,1.0,-0.0,54810.0,1,16.0,34.0,Full
4548,13.0,47.0,500.0,1283.0,MD,Multi-vehicle Collision,Total Loss,Ambulance,-0.0,3.0,1.0,1.0,9000.0,0,20.0,30.0,Full
4549,65.0,29.0,2000.0,1442.0,MD,Multi-vehicle Collision,Minor Damage,Other,21.0,3.0,0.0,-0.0,62900.0,0,17.0,7.0,Full
4550,106.0,52.0,500.0,1167.0,High School,Parked Car,Minor Loss,Other,-0.0,1.0,1.0,1.0,2000.0,0,3.0,35.0,Full
4551,117.0,29.0,2000.0,1028.0,High School,Multi-vehicle Collision,Total Loss,none,1.0,3.0,-0.0,1.0,6000.0,0,11.0,11.0,Full
4552,250.0,43.0,2000.0,1539.0,Masters,Single Vehicle Collision,Minor Damage,Fire,2.0,1.0,-0.0,0.0,64200.0,0,13.0,22.0,Full
4553,284.0,48.0,2000.0,770.0,Masters,Multi-vehicle Collision,Major Damage,Ambulance,16.0,2.0,2.0,-0.0,60940.0,1,2.0,31.0,Full
4554,127.0,29.0,2000.0,1326.0,High School,Multi-vehicle Collision,Total Loss,Fire,12.0,2.0,1.0,-0.0,66950.0,0,20.0,9.0,Full
4555,6.0,58.0,1000.0,1360.0,High School,Multi-vehicle Collision,Major Loss,Ambulance,15.0,3.0,1.0,1.0,2000.0,0,5.0,41.0,Full
4556,173.0,36.0,1000.0,1275.0,College,Single Vehicle Collision,Total Loss,Fire,22.0,1.0,2.0,0.0,52030.0,0,20.0,15.0,Full
4557,14.0,50.0,1000.0,922.0,Bachelor,Single Vehicle Collision,Major Loss,Police,10.0,1.0,1.0,1.0,10000.0,0,10.0,31.0,Full
4558,24.0,36.0,2000.0,996.0,High School,Single Vehicle Collision,Major Loss,Ambulance,2.0,1.0,-0.0,0.0,7000.0,0,15.0,17.0,Full
4559,116.0,39.0,1000.0,1355.0,College,Single Vehicle Collision,Minor Loss,none,4.0,1.0,0.0,0.0,1000.0,0,12.0,21.0,Full
4560,70.0,38.0,2000.0,1087.0,Masters,Parked Car,Minor Loss,Ambulance,23.0,1.0,-0.0,1.0,9000.0,0,3.0,21.0,Full
4561,337.0,53.0,500.0,1206.0,Associate,Single Vehicle Collision,Minor Damage,Fire,8.0,1.0,0.0,-0.0,86400.0,0,14.0,35.0,Full
4562,165.0,32.0,500.0,1399.0,High School,Parked Car,Minor Damage,Police,9.0,1.0,2.0,0.0,3960.0,0,17.0,14.0,Full
4563,121.0,34.0,1000.0,937.0,MD,Parked Car,Minor Damage,none,5.0,1.0,1.0,0.0,7280.0,0,5.0,18.0,Full
4564,38.0,31.0,2000.0,901.0,High School,Single Vehicle Collision,Major Loss,Ambulance,-0.0,1.0,1.0,-0.0,4000.0,0,15.0,13.0,Full
4565,128.0,29.0,1000.0,1878.0,High School,Single Vehicle Collision,Total Loss,Fire,2.0,1.0,-0.0,-0.0,59070.0,0,12.0,8.0,Full
4566,47.0,33.0,500.0,1424.0,High School,Single Vehicle Collision,Total Loss,none,23.0,1.0,0.0,-0.0,4000.0,0,5.0,15.0,Full
4567,292.0,44.0,500.0,1098.0,PhD,Single Vehicle Collision,Total Loss,Other,12.0,1.0,1.0,1.0,61700.0,0,10.0,27.0,Full
4568,283.0,46.0,2000.0,1313.0,PhD,Multi-vehicle Collision,Major Damage,Ambulance,3.0,3.0,1.0,0.0,77660.0,1,11.0,25.0,Full
