index,timeAsCustomer,driverAge,insuranceAccess,insurancePremium,driverGender,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
8987,,46.0,,,none,Bachelor,none,none,none,,,,,98.0,0,12.0,29.0,Full
8988,,31.0,,,none,High School,none,none,none,,,,,2394.0,0,9.0,12.0,Full
8989,,45.0,,,none,Bachelor,none,none,none,,,,,108.0,0,15.0,25.0,Full
8990,,31.0,,,none,Bachelor,none,none,none,,,,,104.0,0,7.0,10.0,Full
8991,,32.0,,,none,High School,none,none,none,,,,,103.0,0,1.0,15.0,Full
8992,,43.0,,,none,Bachelor,none,none,none,,,,,98.0,0,8.0,21.0,Full
8993,,43.0,,,none,Bachelor,none,none,none,,,,,5401.0,1,1.0,25.0,Full
8994,,36.0,,,none,Masters,none,none,none,,,,,101.0,0,10.0,16.0,Full
8995,,46.0,,,none,High School,none,none,none,,,,,106.0,0,1.0,29.0,Full
8996,,50.0,,,none,High School,none,none,none,,,,,104.0,0,5.0,33.0,Full
8997,,67.0,,,none,High School,none,none,none,,,,,2931.0,0,1.0,48.0,Full
8998,,48.0,,,none,High School,none,none,none,,,,,106.0,1,1.0,32.0,Full
8999,,51.0,,,none,Bachelor,none,none,none,,,,,102.0,0,8.0,33.0,Full
9000,,42.0,,,none,High School,none,none,none,,,,,101.0,0,9.0,24.0,Full
9001,,54.0,,,none,Masters,none,none,none,,,,,106.0,0,14.0,32.0,Full
9002,,43.0,,,none,Bachelor,none,none,none,,,,,4009.0,0,12.0,21.0,Full
9003,,41.0,,,none,Bachelor,none,none,none,,,,,110.0,0,11.0,25.0,Full
9004,,57.0,,,none,Masters,none,none,none,,,,,90.0,0,19.0,37.0,Full
9005,,26.0,,,none,High School,none,none,none,,,,,111.0,0,1.0,6.0,Full
9006,,49.0,,,none,Bachelor,none,none,none,,,,,111.0,0,7.0,29.0,Full
9007,,43.0,,,none,High School,none,none,none,,,,,18540.0,0,3.0,27.0,Full
9008,,61.0,,,none,Masters,none,none,none,,,,,103.0,0,15.0,42.0,Full
9009,,43.0,,,none,Masters,none,none,none,,,,,96.0,0,21.0,24.0,Full
9010,,44.0,,,none,Masters,none,none,none,,,,,100.0,0,18.0,22.0,Full
9011,,50.0,,,none,Bachelor,none,none,none,,,,,3731.0,0,1.0,28.0,Full
9012,,47.0,,,none,Masters,none,none,none,,,,,100.0,0,10.0,26.0,Full
9013,,55.0,,,none,Masters,none,none,none,,,,,103.0,0,18.0,33.0,Full
9014,,40.0,,,none,PhD,none,none,none,,,,,105.0,0,13.0,23.0,Full
9015,,60.0,,,none,Bachelor,none,none,none,,,,,7369.0,0,10.0,42.0,Full
9016,,52.0,,,none,Bachelor,none,none,none,,,,,5463.0,0,13.0,30.0,Full
9017,,57.0,,,none,PhD,none,none,none,,,,,95.0,0,21.0,41.0,Full
9018,,55.0,,,none,Bachelor,none,none,none,,,,,107.0,1,14.0,36.0,Full
9019,,57.0,,,none,Bachelor,none,none,none,,,,,106.0,0,13.0,39.0,Full
9020,,51.0,,,none,Bachelor,none,none,none,,,,,91.0,0,9.0,30.0,Full
9021,,48.0,,,none,High School,none,none,none,,,,,7204.0,0,1.0,28.0,Full
9022,,35.0,,,none,Bachelor,none,none,none,,,,,102.0,0,1.0,19.0,Full
9023,,43.0,,,none,High School,none,none,none,,,,,100.0,0,6.0,25.0,Full
9024,,39.0,,,none,PhD,none,none,none,,,,,96.0,0,17.0,20.0,Full
9025,,35.0,,,none,Bachelor,none,none,none,,,,,97.0,0,10.0,15.0,Full
9026,,26.0,,,none,High School,none,none,none,,,,,11213.0,0,4.0,5.0,Full
9027,,38.0,,,none,High School,none,none,none,,,,,6880.0,0,4.0,21.0,Full
9028,,41.0,,,none,Bachelor,none,none,none,,,,,102.0,0,10.0,24.0,Full
9029,,38.0,,,none,High School,none,none,none,,,,,113.0,0,7.0,21.0,Full
9030,,46.0,,,none,Bachelor,none,none,none,,,,,105.0,1,1.0,27.0,Full
9031,,60.0,,,none,High School,none,none,none,,,,,102.0,0,8.0,44.0,Full
9032,,62.0,,,none,Bachelor,none,none,none,,,,,4287.0,0,1.0,41.0,Full
9033,,41.0,,,none,High School,none,none,none,,,,,104.0,0,1.0,20.0,Full
9034,,49.0,,,none,Masters,none,none,none,,,,,108.0,0,1.0,28.0,Full
9035,,42.0,,,none,Bachelor,none,none,none,,,,,101.0,0,11.0,24.0,Full
9036,,54.0,,,none,Bachelor,none,none,none,,,,,105.0,0,6.0,35.0,Full
9037,,54.0,,,none,High School,none,none,none,,,,,118.0,0,1.0,36.0,Full
9038,,38.0,,,none,High School,none,none,none,,,,,106.0,0,5.0,19.0,Full
9039,,38.0,,,none,Bachelor,none,none,none,,,,,92.0,0,10.0,18.0,Full
9040,,60.0,,,none,High School,none,none,none,,,,,4586.0,1,1.0,41.0,Full
9041,,43.0,,,none,High School,none,none,none,,,,,3784.0,0,7.0,26.0,Full
9042,,37.0,,,none,Bachelor,none,none,none,,,,,3676.0,1,1.0,21.0,Full
9043,,44.0,,,none,High School,none,none,none,,,,,93.0,0,10.0,22.0,Full
9044,,32.0,,,none,Bachelor,none,none,none,,,,,105.0,0,7.0,14.0,Full
9045,,44.0,,,none,High School,none,none,none,,,,,56400.0,0,1.0,24.0,Full
9046,,47.0,,,none,Bachelor,none,none,none,,,,,118.0,0,11.0,25.0,Full
9047,,30.0,,,none,Bachelor,none,none,none,,,,,110.0,0,1.0,13.0,Full
9048,,29.0,,,none,PhD,none,none,none,,,,,105.0,0,13.0,7.0,Full
9049,,60.0,,,none,High School,none,none,none,,,,,2386.0,0,3.0,39.0,Full
9050,,45.0,,,none,High School,none,none,none,,,,,10690.0,0,6.0,23.0,Full
9051,,33.0,,,none,High School,none,none,none,,,,,92.0,0,9.0,11.0,Full
9052,,51.0,,,none,PhD,none,none,none,,,,,95.0,0,17.0,31.0,Full
9053,,44.0,,,none,High School,none,none,none,,,,,106.0,0,1.0,26.0,Full
9054,,49.0,,,none,Bachelor,none,none,none,,,,,104.0,1,1.0,30.0,Full
9055,,52.0,,,none,Bachelor,none,none,none,,,,,934.0,1,9.0,36.0,Full
9056,,54.0,,,none,PhD,none,none,none,,,,,102.0,0,16.0,37.0,Full
9057,,50.0,,,none,High School,none,none,none,,,,,106.0,0,1.0,34.0,Full
9058,,38.0,,,none,Bachelor,none,none,none,,,,,103.0,0,14.0,20.0,Full
9059,,45.0,,,none,High School,none,none,none,,,,,98.0,0,1.0,24.0,Full
9060,,39.0,,,none,High School,none,none,none,,,,,1841.0,0,1.0,19.0,Full
9061,,47.0,,,none,High School,none,none,none,,,,,93.0,0,7.0,31.0,Full
9062,,33.0,,,none,High School,none,none,none,,,,,93.0,0,11.0,13.0,Full
9063,,38.0,,,none,Bachelor,none,none,none,,,,,106.0,0,4.0,22.0,Full
9064,,47.0,,,none,High School,none,none,none,,,,,5324.0,0,7.0,29.0,Full
9065,,38.0,,,none,Masters,none,none,none,,,,,97.0,0,13.0,17.0,Full
9066,,40.0,,,none,Bachelor,none,none,none,,,,,105.0,0,7.0,20.0,Full
9067,,65.0,,,none,Masters,none,none,none,,,,,101.0,0,25.0,49.0,Full
9068,,48.0,,,none,Masters,none,none,none,,,,,102.0,0,17.0,32.0,Full
9069,,38.0,,,none,High School,none,none,none,,,,,4913.0,0,1.0,16.0,Full
9070,,40.0,,,none,Masters,none,none,none,,,,,104.0,0,15.0,22.0,Full
9071,,57.0,,,none,Masters,none,none,none,,,,,109.0,0,15.0,37.0,Full
9072,,36.0,,,none,PhD,none,none,none,,,,,4495.0,0,11.0,20.0,Full
9073,,46.0,,,none,Masters,none,none,none,,,,,107.0,0,11.0,25.0,Full
9074,,64.0,,,none,Bachelor,none,none,none,,,,,8550.0,0,8.0,47.0,Full
9075,,48.0,,,none,High School,none,none,none,,,,,117.0,0,1.0,30.0,Full
9076,,39.0,,,none,Bachelor,none,none,none,,,,,3423.0,0,14.0,23.0,Full
9077,,51.0,,,none,PhD,none,none,none,,,,,105.0,0,18.0,33.0,Full
9078,,45.0,,,none,Masters,none,none,none,,,,,101.0,0,21.0,26.0,Full
9079,,53.0,,,none,Bachelor,none,none,none,,,,,92.0,0,12.0,37.0,Full
9080,,40.0,,,none,Bachelor,none,none,none,,,,,105.0,0,1.0,23.0,Full
9081,,60.0,,,none,Bachelor,none,none,none,,,,,105.0,0,11.0,39.0,Full
9082,,42.0,,,none,Bachelor,none,none,none,,,,,4083.0,0,10.0,20.0,Full
9083,,54.0,,,none,Masters,none,none,none,,,,,115.0,0,9.0,32.0,Full
9084,,34.0,,,none,Bachelor,none,none,none,,,,,93.0,0,11.0,15.0,Full
9085,,44.0,,,none,PhD,none,none,none,,,,,3459.0,1,11.0,26.0,Full
9086,,44.0,,,none,Masters,none,none,none,,,,,97.0,0,15.0,23.0,Full
9087,,39.0,,,none,High School,none,none,none,,,,,3091.0,0,1.0,19.0,Full
9088,,62.0,,,none,Masters,none,none,none,,,,,91.0,0,17.0,42.0,Full
9089,,43.0,,,none,Bachelor,none,none,none,,,,,91.0,0,9.0,25.0,Full
9090,,56.0,,,none,High School,none,none,none,,,,,114.0,0,7.0,36.0,Full
9091,,49.0,,,none,PhD,none,none,none,,,,,104.0,0,18.0,29.0,Full
9092,,32.0,,,none,High School,none,none,none,,,,,117.0,0,5.0,10.0,Full
9093,,66.0,,,none,Masters,none,none,none,,,,,110.0,0,13.0,49.0,Full
9094,,30.0,,,none,High School,none,none,none,,,,,3858.0,0,1.0,11.0,Full
9095,,34.0,,,none,Bachelor,none,none,none,,,,,96.0,0,11.0,12.0,Full
9096,,38.0,,,none,High School,none,none,none,,,,,5769.0,0,1.0,16.0,Full
9097,,51.0,,,none,Bachelor,none,none,none,,,,,101.0,0,12.0,29.0,Full
9098,,32.0,,,none,High School,none,none,none,,,,,102.0,0,1.0,16.0,Full
9099,,45.0,,,none,Bachelor,none,none,none,,,,,100.0,1,12.0,26.0,Full
9100,,57.0,,,none,Masters,none,none,none,,,,,89.0,1,15.0,35.0,Full
9101,,40.0,,,none,Bachelor,none,none,none,,,,,4392.0,0,7.0,22.0,Full
9102,,41.0,,,none,Bachelor,none,none,none,,,,,103.0,0,14.0,24.0,Full
9103,,47.0,,,none,Masters,none,none,none,,,,,101.0,0,12.0,26.0,Full
9104,,57.0,,,none,Bachelor,none,none,none,,,,,100.0,0,7.0,39.0,Full
9105,,52.0,,,none,High School,none,none,none,,,,,98.0,0,7.0,33.0,Full
9106,,49.0,,,none,Masters,none,none,none,,,,,117.0,0,15.0,32.0,Full
9107,,31.0,,,none,High School,none,none,none,,,,,113.0,1,1.0,9.0,Full
9108,,51.0,,,none,Bachelor,none,none,none,,,,,104.0,0,7.0,34.0,Full
9109,,33.0,,,none,High School,none,none,none,,,,,105.0,1,1.0,11.0,Full
9110,,57.0,,,none,Masters,none,none,none,,,,,5834.0,0,16.0,38.0,Full
9111,,56.0,,,none,High School,none,none,none,,,,,113.0,0,5.0,35.0,Full
9112,,35.0,,,none,Bachelor,none,none,none,,,,,4771.0,1,9.0,19.0,Full
9113,,26.0,,,none,High School,none,none,none,,,,,2357.0,0,1.0,5.0,Full
9114,,34.0,,,none,Bachelor,none,none,none,,,,,110.0,0,7.0,13.0,Full
9115,,59.0,,,none,PhD,none,none,none,,,,,102.0,0,20.0,37.0,Full
9116,,47.0,,,none,Masters,none,none,none,,,,,100.0,0,12.0,28.0,Full
9117,,51.0,,,none,High School,none,none,none,,,,,5374.0,0,11.0,34.0,Full
9118,,44.0,,,none,High School,none,none,none,,,,,103.0,1,1.0,27.0,Full
9119,,48.0,,,none,Bachelor,none,none,none,,,,,100.0,0,10.0,32.0,Full
9120,,60.0,,,none,Masters,none,none,none,,,,,1151.0,1,15.0,38.0,Full
9121,,43.0,,,none,Masters,none,none,none,,,,,101.0,0,17.0,27.0,Full
9122,,40.0,,,none,Bachelor,none,none,none,,,,,95.0,0,15.0,18.0,Full
9123,,40.0,,,none,High School,none,none,none,,,,,59.0,1,10.0,22.0,Full
9124,,55.0,,,none,PhD,none,none,none,,,,,103.0,0,12.0,37.0,Full
9125,,57.0,,,none,High School,none,none,none,,,,,109.0,0,6.0,40.0,Full
9126,,49.0,,,none,Masters,none,none,none,,,,,102.0,0,7.0,31.0,Full
9127,,50.0,,,none,High School,none,none,none,,,,,99.0,0,1.0,34.0,Full
9128,,54.0,,,none,Masters,none,none,none,,,,,109.0,0,13.0,33.0,Full
9129,,41.0,,,none,High School,none,none,none,,,,,10215.0,0,6.0,23.0,Full
9130,,40.0,,,none,Bachelor,none,none,none,,,,,96.0,0,9.0,22.0,Full
9131,,55.0,,,none,High School,none,none,none,,,,,92.0,0,9.0,38.0,Full
9132,,50.0,,,none,Bachelor,none,none,none,,,,,97.0,0,7.0,31.0,Full
9133,,56.0,,,none,PhD,none,none,none,,,,,110.0,0,1.0,37.0,Full
9134,,43.0,,,none,Bachelor,none,none,none,,,,,104.0,0,11.0,23.0,Full
9135,,45.0,,,none,PhD,none,none,none,,,,,98.0,0,18.0,25.0,Full
9136,,43.0,,,none,Bachelor,none,none,none,,,,,101.0,0,11.0,22.0,Full
9137,,60.0,,,none,High School,none,none,none,,,,,471.0,1,5.0,43.0,Full
9138,,51.0,,,none,Masters,none,none,none,,,,,120.0,0,1.0,34.0,Full
9139,,56.0,,,none,Masters,none,none,none,,,,,110.0,0,20.0,35.0,Full
9140,,39.0,,,none,Bachelor,none,none,none,,,,,91.0,0,14.0,20.0,Full
9141,,53.0,,,none,Masters,none,none,none,,,,,101.0,0,15.0,36.0,Full
9142,,46.0,,,none,Bachelor,none,none,none,,,,,97.0,0,8.0,24.0,Full
9143,,34.0,,,none,Bachelor,none,none,none,,,,,102.0,0,11.0,18.0,Full
9144,,44.0,,,none,Bachelor,none,none,none,,,,,112.0,0,4.0,27.0,Full
9145,,61.0,,,none,PhD,none,none,none,,,,,107.0,0,19.0,43.0,Full
9146,,44.0,,,none,Masters,none,none,none,,,,,98.0,0,15.0,27.0,Full
9147,,38.0,,,none,High School,none,none,none,,,,,107.0,0,1.0,19.0,Full
9148,,44.0,,,none,High School,none,none,none,,,,,2059.0,0,6.0,28.0,Full
9149,,47.0,,,none,High School,none,none,none,,,,,108.0,0,7.0,27.0,Full
9150,,57.0,,,none,Bachelor,none,none,none,,,,,2422.0,0,13.0,41.0,Full
9151,,46.0,,,none,PhD,none,none,none,,,,,107.0,0,7.0,30.0,Full
9152,,48.0,,,none,Bachelor,none,none,none,,,,,1894.0,0,1.0,30.0,Full
9153,,36.0,,,none,High School,none,none,none,,,,,104.0,0,6.0,20.0,Full
9154,,53.0,,,none,Masters,none,none,none,,,,,1058.0,1,13.0,36.0,Full
9155,,50.0,,,none,Masters,none,none,none,,,,,6691.0,0,11.0,31.0,Full
9156,,40.0,,,none,High School,none,none,none,,,,,1436.0,1,6.0,24.0,Full
9157,,38.0,,,none,Bachelor,none,none,none,,,,,104.0,0,3.0,16.0,Full
9158,,36.0,,,none,Bachelor,none,none,none,,,,,110.0,0,10.0,20.0,Full
9159,,46.0,,,none,Masters,none,none,none,,,,,93.0,1,17.0,29.0,Full
9160,,45.0,,,none,High School,none,none,none,,,,,937.0,0,9.0,23.0,Full
9161,,41.0,,,none,Bachelor,none,none,none,,,,,112.0,0,1.0,19.0,Full
9162,,55.0,,,none,High School,none,none,none,,,,,5631.0,1,1.0,34.0,Full
9163,,34.0,,,none,High School,none,none,none,,,,,109.0,0,4.0,18.0,Full
9164,,31.0,,,none,High School,none,none,none,,,,,116.0,0,3.0,11.0,Full
9165,,38.0,,,none,High School,none,none,none,,,,,5192.0,1,1.0,22.0,Full
9166,,45.0,,,none,PhD,none,none,none,,,,,91.0,0,10.0,29.0,Full
9167,,63.0,,,none,Masters,none,none,none,,,,,5692.0,1,14.0,47.0,Full
9168,,37.0,,,none,Masters,none,none,none,,,,,97.0,0,13.0,17.0,Full
9169,,41.0,,,none,Bachelor,none,none,none,,,,,116.0,0,7.0,21.0,Full
9170,,41.0,,,none,High School,none,none,none,,,,,109.0,0,5.0,19.0,Full
9171,,47.0,,,none,High School,none,none,none,,,,,106.0,0,1.0,27.0,Full
9172,,36.0,,,none,High School,none,none,none,,,,,107.0,0,1.0,16.0,Full
9173,,54.0,,,none,Masters,none,none,none,,,,,96.0,0,11.0,38.0,Full
9174,,40.0,,,none,Masters,none,none,none,,,,,4246.0,0,15.0,23.0,Full
9175,,44.0,,,none,High School,none,none,none,,,,,116.0,0,7.0,25.0,Full
9176,,40.0,,,none,Bachelor,none,none,none,,,,,99.0,1,6.0,21.0,Full
9177,,39.0,,,none,Masters,none,none,none,,,,,4172.0,1,15.0,23.0,Full
9178,,58.0,,,none,PhD,none,none,none,,,,,99.0,0,11.0,40.0,Full
9179,,54.0,,,none,Bachelor,none,none,none,,,,,108.0,0,11.0,35.0,Full
9180,,42.0,,,none,High School,none,none,none,,,,,106.0,0,1.0,22.0,Full
9181,,37.0,,,none,High School,none,none,none,,,,,102.0,0,6.0,19.0,Full
9182,,35.0,,,none,Bachelor,none,none,none,,,,,95.0,1,11.0,18.0,Full
9183,,46.0,,,none,Masters,none,none,none,,,,,94.0,0,23.0,25.0,Full
9184,,54.0,,,none,Bachelor,none,none,none,,,,,99.0,0,10.0,32.0,Full
9185,,38.0,,,none,Bachelor,none,none,none,,,,,6528.0,0,5.0,20.0,Full
9186,,48.0,,,none,High School,none,none,none,,,,,103.0,0,8.0,31.0,Full
9187,,33.0,,,none,High School,none,none,none,,,,,111.0,0,1.0,15.0,Full
9188,,63.0,,,none,Bachelor,none,none,none,,,,,2643.0,0,12.0,44.0,Full
9189,,42.0,,,none,High School,none,none,none,,,,,87.0,0,11.0,22.0,Full
9190,,30.0,,,none,High School,none,none,none,,,,,101.0,0,1.0,13.0,Full
9191,,54.0,,,none,High School,none,none,none,,,,,101.0,1,1.0,37.0,Full
9192,,43.0,,,none,High School,none,none,none,,,,,2255.0,0,7.0,25.0,Full
9193,,45.0,,,none,PhD,none,none,none,,,,,102.0,0,1.0,25.0,Full
9194,,33.0,,,none,High School,none,none,none,,,,,114.0,1,1.0,17.0,Full
9195,,48.0,,,none,Bachelor,none,none,none,,,,,93.0,0,11.0,31.0,Full
9196,,33.0,,,none,High School,none,none,none,,,,,2439.0,0,10.0,11.0,Full
9197,,37.0,,,none,Masters,none,none,none,,,,,113.0,0,24.0,17.0,Full
9198,,38.0,,,none,Masters,none,none,none,,,,,3726.0,0,1.0,22.0,Full
9199,,56.0,,,none,PhD,none,none,none,,,,,102.0,0,13.0,34.0,Full
9200,,53.0,,,none,High School,none,none,none,,,,,109.0,0,1.0,31.0,Full
9201,,44.0,,,none,High School,none,none,none,,,,,40941.0,0,1.0,27.0,Full
9202,,51.0,,,none,High School,none,none,none,,,,,109.0,0,1.0,31.0,Full
9203,,49.0,,,none,Bachelor,none,none,none,,,,,111.0,0,14.0,28.0,Full
9204,,33.0,,,none,Bachelor,none,none,none,,,,,97.0,0,13.0,16.0,Full
9205,,29.0,,,none,High School,none,none,none,,,,,99.0,0,1.0,7.0,Full
9206,,25.0,,,none,High School,none,none,none,,,,,101.0,0,6.0,6.0,Full
9207,,47.0,,,none,PhD,none,none,none,,,,,103.0,0,13.0,27.0,Full
9208,,44.0,,,none,High School,none,none,none,,,,,109.0,0,1.0,26.0,Full
9209,,56.0,,,none,Bachelor,none,none,none,,,,,109.0,0,7.0,38.0,Full
9210,,53.0,,,none,PhD,none,none,none,,,,,114.0,0,1.0,32.0,Full
9211,,46.0,,,none,Bachelor,none,none,none,,,,,107.0,0,7.0,30.0,Full
9212,,44.0,,,none,PhD,none,none,none,,,,,4262.0,1,19.0,22.0,Full
9213,,39.0,,,none,Masters,none,none,none,,,,,112.0,0,1.0,20.0,Full
9214,,51.0,,,none,Bachelor,none,none,none,,,,,92.0,0,10.0,30.0,Full
9215,,27.0,,,none,High School,none,none,none,,,,,100.0,0,4.0,11.0,Full
9216,,47.0,,,none,High School,none,none,none,,,,,104.0,0,6.0,29.0,Full
9217,,53.0,,,none,PhD,none,none,none,,,,,97.0,0,15.0,33.0,Full
9218,,43.0,,,none,Masters,none,none,none,,,,,110.0,0,15.0,22.0,Full
9219,,52.0,,,none,Bachelor,none,none,none,,,,,5399.0,0,15.0,33.0,Full
9220,,62.0,,,none,High School,none,none,none,,,,,3298.0,0,1.0,45.0,Full
9221,,52.0,,,none,Masters,none,none,none,,,,,5908.0,0,10.0,30.0,Full
9222,,46.0,,,none,Bachelor,none,none,none,,,,,101.0,0,6.0,25.0,Full
9223,,48.0,,,none,High School,none,none,none,,,,,1748.0,0,1.0,27.0,Full
9224,,47.0,,,none,High School,none,none,none,,,,,104.0,0,1.0,30.0,Full
9225,,45.0,,,none,Bachelor,none,none,none,,,,,3008.0,1,5.0,25.0,Full
9226,,41.0,,,none,High School,none,none,none,,,,,106.0,0,5.0,19.0,Full
9227,,40.0,,,none,High School,none,none,none,,,,,2295.0,0,9.0,22.0,Full
9228,,38.0,,,none,High School,none,none,none,,,,,94.0,0,1.0,17.0,Full
9229,,50.0,,,none,High School,none,none,none,,,,,5982.0,0,8.0,29.0,Full
9230,,45.0,,,none,Masters,none,none,none,,,,,98.0,0,17.0,29.0,Full
9231,,44.0,,,none,High School,none,none,none,,,,,7539.0,0,9.0,26.0,Full
9232,,31.0,,,none,High School,none,none,none,,,,,116.0,0,1.0,11.0,Full
9233,,37.0,,,none,High School,none,none,none,,,,,118.0,0,1.0,19.0,Full
9234,,49.0,,,none,Bachelor,none,none,none,,,,,2027.0,1,10.0,27.0,Full
9235,,49.0,,,none,High School,none,none,none,,,,,112.0,0,3.0,33.0,Full
9236,,52.0,,,none,Bachelor,none,none,none,,,,,92.0,0,9.0,36.0,Full
9237,,38.0,,,none,Bachelor,none,none,none,,,,,5143.0,1,6.0,19.0,Full
9238,,52.0,,,none,Bachelor,none,none,none,,,,,96.0,0,11.0,31.0,Full
9239,,37.0,,,none,High School,none,none,none,,,,,87.0,0,8.0,18.0,Full
9240,,55.0,,,none,Masters,none,none,none,,,,,99.0,0,10.0,36.0,Full
9241,,51.0,,,none,High School,none,none,none,,,,,3509.0,0,1.0,29.0,Full
9242,,58.0,,,none,Masters,none,none,none,,,,,92.0,0,16.0,37.0,Full
9243,,44.0,,,none,Masters,none,none,none,,,,,115.0,0,1.0,26.0,Full
9244,,37.0,,,none,PhD,none,none,none,,,,,90.0,0,13.0,16.0,Full
9245,,32.0,,,none,Bachelor,none,none,none,,,,,104.0,0,9.0,15.0,Full
9246,,46.0,,,none,Masters,none,none,none,,,,,102.0,0,10.0,28.0,Full
9247,,51.0,,,none,High School,none,none,none,,,,,94.0,0,6.0,30.0,Full
9248,,36.0,,,none,Masters,none,none,none,,,,,3488.0,0,19.0,20.0,Full
9249,,40.0,,,none,Bachelor,none,none,none,,,,,103.0,0,6.0,21.0,Full
9250,,41.0,,,none,Masters,none,none,none,,,,,100.0,0,19.0,21.0,Full
9251,,64.0,,,none,PhD,none,none,none,,,,,101.0,0,15.0,47.0,Full
9252,,22.0,,,none,Bachelor,none,none,none,,,,,109.0,0,1.0,0.0,Ls
9253,,51.0,,,none,PhD,none,none,none,,,,,96.0,1,13.0,33.0,Full
9254,,31.0,,,none,Masters,none,none,none,,,,,98.0,0,9.0,9.0,Full
9255,,57.0,,,none,Masters,none,none,none,,,,,101.0,0,9.0,40.0,Full
9256,,47.0,,,none,Masters,none,none,none,,,,,102.0,0,20.0,27.0,Full
9257,,33.0,,,none,Bachelor,none,none,none,,,,,105.0,0,6.0,12.0,Full
9258,,57.0,,,none,Masters,none,none,none,,,,,94.0,0,10.0,38.0,Full
9259,,35.0,,,none,PhD,none,none,none,,,,,1973.0,1,14.0,16.0,Full
9260,,44.0,,,none,Masters,none,none,none,,,,,96.0,0,12.0,28.0,Full
9261,,43.0,,,none,Masters,none,none,none,,,,,92.0,0,13.0,22.0,Full
9262,,45.0,,,none,Bachelor,none,none,none,,,,,110.0,0,1.0,24.0,Full
9263,,44.0,,,none,Masters,none,none,none,,,,,107.0,0,15.0,26.0,Full
9264,,51.0,,,none,Bachelor,none,none,none,,,,,99.0,0,9.0,35.0,Full
9265,,56.0,,,none,PhD,none,none,none,,,,,95.0,0,13.0,39.0,Full
9266,,36.0,,,none,High School,none,none,none,,,,,115.0,0,6.0,16.0,Full
9267,,55.0,,,none,Bachelor,none,none,none,,,,,97.0,0,8.0,34.0,Full
9268,,46.0,,,none,High School,none,none,none,,,,,116.0,0,7.0,26.0,Full
9269,,45.0,,,none,High School,none,none,none,,,,,126.0,1,1.0,24.0,Full
9270,,58.0,,,none,Bachelor,none,none,none,,,,,2318.0,0,15.0,42.0,Full
9271,,48.0,,,none,Masters,none,none,none,,,,,106.0,0,17.0,26.0,Full
9272,,56.0,,,none,Bachelor,none,none,none,,,,,103.0,0,11.0,40.0,Full
9273,,45.0,,,none,Masters,none,none,none,,,,,98.0,1,19.0,28.0,Full
9274,,45.0,,,none,High School,none,none,none,,,,,101.0,0,1.0,26.0,Full
9275,,35.0,,,none,Bachelor,none,none,none,,,,,117.0,1,7.0,15.0,Full
9276,,36.0,,,none,Bachelor,none,none,none,,,,,727.0,0,11.0,15.0,Full
9277,,57.0,,,none,Bachelor,none,none,none,,,,,108.0,0,7.0,35.0,Full
9278,,44.0,,,none,High School,none,none,none,,,,,95.0,0,10.0,22.0,Full
9279,,38.0,,,none,High School,none,none,none,,,,,4322.0,1,1.0,17.0,Full
9280,,43.0,,,none,Bachelor,none,none,none,,,,,2323.0,0,10.0,27.0,Full
9281,,32.0,,,none,High School,none,none,none,,,,,6506.0,0,6.0,11.0,Full
9282,,44.0,,,none,High School,none,none,none,,,,,100.0,0,11.0,24.0,Full
9283,,43.0,,,none,Bachelor,none,none,none,,,,,98.0,0,9.0,24.0,Full
9284,,58.0,,,none,High School,none,none,none,,,,,100.0,0,1.0,38.0,Full
9285,,43.0,,,none,Masters,none,none,none,,,,,98.0,0,16.0,24.0,Full
9286,,46.0,,,none,Bachelor,none,none,none,,,,,100.0,0,11.0,27.0,Full
9287,,52.0,,,none,High School,none,none,none,,,,,101.0,0,9.0,34.0,Full
9288,,46.0,,,none,High School,none,none,none,,,,,123.0,0,1.0,29.0,Full
9289,,55.0,,,none,Masters,none,none,none,,,,,106.0,0,1.0,35.0,Full
9290,,39.0,,,none,Bachelor,none,none,none,,,,,1097.0,0,7.0,20.0,Full
9291,,37.0,,,none,High School,none,none,none,,,,,3327.0,0,1.0,17.0,Full
9292,,45.0,,,none,Masters,none,none,none,,,,,96.0,0,11.0,29.0,Full
9293,,56.0,,,none,High School,none,none,none,,,,,107.0,1,1.0,39.0,Full
9294,,63.0,,,none,High School,none,none,none,,,,,105.0,0,1.0,46.0,Full
9295,,34.0,,,none,High School,none,none,none,,,,,103.0,0,8.0,18.0,Full
9296,,61.0,,,none,High School,none,none,none,,,,,4578.0,0,1.0,45.0,Full
9297,,33.0,,,none,Bachelor,none,none,none,,,,,98.0,0,8.0,13.0,Full
9298,,36.0,,,none,High School,none,none,none,,,,,107.0,0,1.0,14.0,Full
9299,,47.0,,,none,PhD,none,none,none,,,,,101.0,0,12.0,29.0,Full
9300,,47.0,,,none,High School,none,none,none,,,,,101.0,0,1.0,27.0,Full
9301,,48.0,,,none,Bachelor,none,none,none,,,,,3682.0,0,12.0,28.0,Full
9302,,50.0,,,none,High School,none,none,none,,,,,91.0,0,9.0,31.0,Full
9303,,46.0,,,none,High School,none,none,none,,,,,102.0,0,1.0,24.0,Full
9304,,56.0,,,none,Masters,none,none,none,,,,,102.0,0,13.0,36.0,Full
