ClaimsID,DriverID,InsuranceID,IncidentID,authoritiesInvolved,policeReportBool,totalClaimAmount,fraud,VehicleID
1035,D1035,In1035,I1035,None,1.0,2000,0,V1035
1036,D1036,In1036,I1036,Ambulance,1.0,1000,0,V1036
1037,D1037,In1037,I1037,Other,1.0,4000,1,V1037
1038,D1038,In1038,I1038,Police,1.0,4000,0,V1038
1039,D1039,In1039,I1039,Police,0.0,6000,0,V1039
1040,D1040,In1040,I1040,Police,1.0,2000,0,V1040
1041,D1041,In1041,I1041,Ambulance,0.0,5000,0,V1041
1042,D1042,In1042,I1042,None,0.0,3000,0,V1042
1043,D1043,In1043,I1043,Other,1.0,5000,0,V1043
1044,D1044,In1044,I1044,Other,1.0,8000,1,V1044
1045,D1045,In1045,I1045,None,0.0,6000,0,V1045
1046,D1046,In1046,I1046,Ambulance,1.0,3000,0,V1046
1047,D1047,In1047,I1047,Police,0.0,4000,0,V1047
1048,D1048,In1048,I1048,Other,0.0,5000,0,V1048
1049,D1049,In1049,I1049,Ambulance,0.0,8000,0,V1049
1050,D1050,In1050,I1050,Other,0.0,6000,0,V1050
1051,D1051,In1051,I1051,Police,0.0,1000,0,V1051
1052,D1052,In1052,I1052,Police,0.0,4000,0,V1052
1053,D1053,In1053,I1053,None,0.0,8000,0,V1053
1054,D1054,In1054,I1054,Ambulance,1.0,10000,0,V1054
1055,D1055,In1055,I1055,None,1.0,4000,0,V1055
1056,D1056,In1056,I1056,Ambulance,1.0,1000,0,V1056
1057,D1057,In1057,I1057,Police,1.0,4000,0,V1057
1058,D1058,In1058,I1058,None,1.0,7000,0,V1058
1059,D1059,In1059,I1059,Ambulance,0.0,5000,0,V1059
1060,D1060,In1060,I1060,None,1.0,1000,0,V1060
1061,D1061,In1061,I1061,Police,1.0,6000,0,V1061
1062,D1062,In1062,I1062,Ambulance,1.0,4000,0,V1062
1063,D1063,In1063,I1063,None,0.0,8000,0,V1063
1064,D1064,In1064,I1064,Ambulance,1.0,2000,0,V1064
1065,D1065,In1065,I1065,None,0.0,9000,0,V1065
1066,D1066,In1066,I1066,Ambulance,1.0,2000,0,V1066
1067,D1067,In1067,I1067,Ambulance,1.0,9000,0,V1067
1068,D1068,In1068,I1068,Ambulance,1.0,6000,0,V1068
1069,D1069,In1069,I1069,Ambulance,1.0,8000,0,V1069
1070,D1070,In1070,I1070,Ambulance,1.0,7000,0,V1070
1071,D1071,In1071,I1071,None,0.0,5000,0,V1071
1072,D1072,In1072,I1072,None,0.0,4000,1,V1072
1073,D1073,In1073,I1073,None,1.0,8000,0,V1073
1074,D1074,In1074,I1074,Ambulance,1.0,8000,0,V1074
1075,D1075,In1075,I1075,Ambulance,1.0,4000,0,V1075
1076,D1076,In1076,I1076,Ambulance,1.0,2000,0,V1076
1077,D1077,In1077,I1077,None,0.0,10000,0,V1077
1078,D1078,In1078,I1078,Other,1.0,8000,0,V1078
1079,D1079,In1079,I1079,Police,1.0,4000,0,V1079
1080,D1080,In1080,I1080,Ambulance,1.0,2000,0,V1080
1081,D1081,In1081,I1081,Police,0.0,6000,0,V1081
1082,D1082,In1082,I1082,Police,1.0,8000,0,V1082
1083,D1083,In1083,I1083,Ambulance,0.0,1000,1,V1083
1084,D1084,In1084,I1084,Police,1.0,9000,0,V1084
1085,D1085,In1085,I1085,Other,1.0,3000,1,V1085
1086,D1086,In1086,I1086,Police,0.0,1000,0,V1086
1087,D1087,In1087,I1087,Ambulance,1.0,2000,0,V1087
1088,D1088,In1088,I1088,Police,1.0,5000,0,V1088
1089,D1089,In1089,I1089,None,1.0,9000,0,V1089
1090,D1090,In1090,I1090,Ambulance,1.0,8000,0,V1090
1091,D1091,In1091,I1091,Ambulance,1.0,7000,0,V1091
1092,D1092,In1092,I1092,Other,1.0,10000,0,V1092
1093,D1093,In1093,I1093,Other,1.0,2000,0,V1093
1094,D1094,In1094,I1094,Police,1.0,5000,0,V1094
1095,D1095,In1095,I1095,None,1.0,7000,0,V1095
1096,D1096,In1096,I1096,None,1.0,3000,0,V1096
1097,D1097,In1097,I1097,Ambulance,1.0,2000,0,V1097
1098,D1098,In1098,I1098,Police,1.0,1000,0,V1098
1099,D1099,In1099,I1099,Police,1.0,6000,0,V1099
1100,D1100,In1100,I1100,Police,1.0,2000,0,V1100
1101,D1101,In1101,I1101,Police,1.0,4000,1,V1101
1102,D1102,In1102,I1102,Ambulance,1.0,6000,0,V1102
1103,D1103,In1103,I1103,Ambulance,0.0,5000,0,V1103
1104,D1104,In1104,I1104,Other,0.0,2000,0,V1104
1105,D1105,In1105,I1105,Other,1.0,10000,0,V1105
1106,D1106,In1106,I1106,Police,1.0,10000,0,V1106
1107,D1107,In1107,I1107,Other,1.0,10000,0,V1107
1108,D1108,In1108,I1108,Police,1.0,2000,0,V1108
1109,D1109,In1109,I1109,Ambulance,1.0,1000,1,V1109
1110,D1110,In1110,I1110,Ambulance,1.0,3000,1,V1110
1111,D1111,In1111,I1111,None,1.0,3000,0,V1111
1112,D1112,In1112,I1112,Ambulance,0.0,10000,0,V1112
1113,D1113,In1113,I1113,Ambulance,1.0,10000,0,V1113
1114,D1114,In1114,I1114,Ambulance,1.0,3000,0,V1114
1115,D1115,In1115,I1115,Ambulance,1.0,9000,0,V1115
1116,D1116,In1116,I1116,None,0.0,2000,0,V1116
1117,D1117,In1117,I1117,None,0.0,6000,0,V1117
1118,D1118,In1118,I1118,Police,1.0,6000,0,V1118
1119,D1119,In1119,I1119,None,1.0,5000,0,V1119
1120,D1120,In1120,I1120,Ambulance,1.0,1000,0,V1120
1121,D1121,In1121,I1121,Police,1.0,10000,0,V1121
1122,D1122,In1122,I1122,None,1.0,8000,0,V1122
1123,D1123,In1123,I1123,Other,0.0,10000,0,V1123
1124,D1124,In1124,I1124,Police,1.0,2000,0,V1124
1125,D1125,In1125,I1125,Ambulance,1.0,1000,0,V1125
1126,D1126,In1126,I1126,Ambulance,0.0,8000,0,V1126
1127,D1127,In1127,I1127,Police,0.0,5000,0,V1127
1128,D1128,In1128,I1128,Ambulance,1.0,1000,0,V1128
1129,D1129,In1129,I1129,None,0.0,9000,0,V1129
1130,D1130,In1130,I1130,Police,1.0,10000,0,V1130
1131,D1131,In1131,I1131,Police,1.0,10000,0,V1131
1132,D1132,In1132,I1132,Ambulance,1.0,7000,0,V1132
1133,D1133,In1133,I1133,None,1.0,4000,0,V1133
1134,D1134,In1134,I1134,None,1.0,2000,0,V1134
1135,D1135,In1135,I1135,Ambulance,0.0,2000,0,V1135
1136,D1136,In1136,I1136,Police,1.0,6000,0,V1136
1137,D1137,In1137,I1137,Ambulance,1.0,8000,0,V1137
1138,D1138,In1138,I1138,Other,1.0,2000,0,V1138
1139,D1139,In1139,I1139,Ambulance,0.0,7000,0,V1139
1140,D1140,In1140,I1140,Ambulance,1.0,2000,0,V1140
1141,D1141,In1141,I1141,Other,0.0,8000,0,V1141
1142,D1142,In1142,I1142,Ambulance,0.0,9000,0,V1142
1143,D1143,In1143,I1143,None,0.0,10000,0,V1143
1144,D1144,In1144,I1144,None,1.0,9000,0,V1144
1145,D1145,In1145,I1145,Police,1.0,6000,0,V1145
1146,D1146,In1146,I1146,Ambulance,0.0,2000,1,V1146
1147,D1147,In1147,I1147,Ambulance,1.0,2000,0,V1147
1148,D1148,In1148,I1148,Police,1.0,4000,0,V1148
1149,D1149,In1149,I1149,Police,1.0,8000,0,V1149
1150,D1150,In1150,I1150,Other,1.0,7000,0,V1150
1151,D1151,In1151,I1151,Ambulance,1.0,3000,0,V1151
1152,D1152,In1152,I1152,Police,1.0,6000,0,V1152
1153,D1153,In1153,I1153,None,1.0,9000,0,V1153
1154,D1154,In1154,I1154,Ambulance,0.0,10000,0,V1154
1155,D1155,In1155,I1155,Ambulance,1.0,8000,0,V1155
1156,D1156,In1156,I1156,Other,0.0,2000,0,V1156
1157,D1157,In1157,I1157,Police,1.0,3000,0,V1157
1158,D1158,In1158,I1158,Ambulance,0.0,6000,0,V1158
1159,D1159,In1159,I1159,Ambulance,1.0,8000,0,V1159
1160,D1160,In1160,I1160,None,1.0,7000,0,V1160
1161,D1161,In1161,I1161,Police,0.0,7000,0,V1161
1162,D1162,In1162,I1162,Police,1.0,5000,0,V1162
1163,D1163,In1163,I1163,None,1.0,10000,0,V1163
1164,D1164,In1164,I1164,Ambulance,1.0,6000,0,V1164
1165,D1165,In1165,I1165,Police,1.0,2000,0,V1165
1166,D1166,In1166,I1166,None,1.0,4000,0,V1166
1167,D1167,In1167,I1167,Police,1.0,1000,0,V1167
1168,D1168,In1168,I1168,Other,1.0,1000,0,V1168
1169,D1169,In1169,I1169,Ambulance,1.0,2000,0,V1169
1170,D1170,In1170,I1170,Police,1.0,1000,0,V1170
1171,D1171,In1171,I1171,Ambulance,1.0,8000,0,V1171
1172,D1172,In1172,I1172,Other,1.0,3000,0,V1172
1173,D1173,In1173,I1173,Police,1.0,9000,0,V1173
1174,D1174,In1174,I1174,None,0.0,7000,0,V1174
1175,D1175,In1175,I1175,None,1.0,2000,0,V1175
1176,D1176,In1176,I1176,Police,1.0,5000,0,V1176
1177,D1177,In1177,I1177,Police,0.0,5000,0,V1177
1178,D1178,In1178,I1178,Police,0.0,10000,0,V1178
1179,D1179,In1179,I1179,Police,1.0,9000,0,V1179
1180,D1180,In1180,I1180,Ambulance,0.0,8000,0,V1180
1181,D1181,In1181,I1181,Ambulance,1.0,2000,0,V1181
1182,D1182,In1182,I1182,Police,1.0,10000,0,V1182
1183,D1183,In1183,I1183,Ambulance,0.0,2000,1,V1183
1184,D1184,In1184,I1184,Police,1.0,6000,0,V1184
1185,D1185,In1185,I1185,None,0.0,1000,0,V1185
1186,D1186,In1186,I1186,Ambulance,1.0,5000,0,V1186
1187,D1187,In1187,I1187,Police,1.0,9000,0,V1187
1188,D1188,In1188,I1188,Ambulance,0.0,4000,0,V1188
1189,D1189,In1189,I1189,None,1.0,9000,0,V1189
1190,D1190,In1190,I1190,Ambulance,1.0,3000,0,V1190
1191,D1191,In1191,I1191,None,1.0,5000,0,V1191
1192,D1192,In1192,I1192,Ambulance,0.0,8000,0,V1192
1193,D1193,In1193,I1193,Other,1.0,6000,0,V1193
1194,D1194,In1194,I1194,None,1.0,9000,0,V1194
1195,D1195,In1195,I1195,None,1.0,8000,0,V1195
1196,D1196,In1196,I1196,Other,0.0,6000,0,V1196
1197,D1197,In1197,I1197,Ambulance,1.0,3000,0,V1197
1198,D1198,In1198,I1198,Ambulance,0.0,9000,0,V1198
1199,D1199,In1199,I1199,None,1.0,2000,0,V1199
1200,D1200,In1200,I1200,Other,0.0,1000,0,V1200
1201,D1201,In1201,I1201,None,1.0,9000,0,V1201
1202,D1202,In1202,I1202,Ambulance,0.0,6000,0,V1202
1203,D1203,In1203,I1203,None,1.0,7000,0,V1203
1204,D1204,In1204,I1204,Police,0.0,7000,0,V1204
1205,D1205,In1205,I1205,None,1.0,4000,0,V1205
1206,D1206,In1206,I1206,Other,1.0,9000,0,V1206
1207,D1207,In1207,I1207,Ambulance,0.0,1000,0,V1207
1208,D1208,In1208,I1208,Ambulance,1.0,2000,0,V1208
1209,D1209,In1209,I1209,Ambulance,1.0,7000,0,V1209
1210,D1210,In1210,I1210,Police,0.0,10000,0,V1210
1211,D1211,In1211,I1211,None,1.0,1000,0,V1211
1212,D1212,In1212,I1212,Police,0.0,6000,0,V1212
1213,D1213,In1213,I1213,Ambulance,1.0,9000,0,V1213
1214,D1214,In1214,I1214,Other,0.0,3000,0,V1214
1215,D1215,In1215,I1215,None,1.0,8000,0,V1215
1216,D1216,In1216,I1216,Police,0.0,7000,0,V1216
1217,D1217,In1217,I1217,Ambulance,1.0,6000,1,V1217
1218,D1218,In1218,I1218,Ambulance,0.0,7000,0,V1218
1219,D1219,In1219,I1219,None,0.0,8000,0,V1219
1220,D1220,In1220,I1220,Ambulance,1.0,1000,0,V1220
1221,D1221,In1221,I1221,None,1.0,8000,0,V1221
1222,D1222,In1222,I1222,Police,1.0,10000,0,V1222
1223,D1223,In1223,I1223,Police,1.0,8000,0,V1223
1224,D1224,In1224,I1224,Ambulance,1.0,4000,0,V1224
1225,D1225,In1225,I1225,Other,0.0,2000,0,V1225
1226,D1226,In1226,I1226,Ambulance,0.0,8000,0,V1226
1227,D1227,In1227,I1227,Ambulance,1.0,4000,0,V1227
1228,D1228,In1228,I1228,None,0.0,7000,0,V1228
1229,D1229,In1229,I1229,Ambulance,1.0,7000,0,V1229
1230,D1230,In1230,I1230,Police,0.0,2000,0,V1230
1231,D1231,In1231,I1231,Police,0.0,7000,0,V1231
1232,D1232,In1232,I1232,Other,1.0,3000,0,V1232
1233,D1233,In1233,I1233,Ambulance,1.0,8000,0,V1233
1234,D1234,In1234,I1234,None,1.0,9000,0,V1234
1235,D1235,In1235,I1235,Ambulance,1.0,10000,0,V1235
1236,D1236,In1236,I1236,Police,1.0,9000,0,V1236
1237,D1237,In1237,I1237,Ambulance,1.0,7000,0,V1237
1238,D1238,In1238,I1238,Ambulance,0.0,5000,0,V1238
1239,D1239,In1239,I1239,Ambulance,1.0,1000,0,V1239
1240,D1240,In1240,I1240,None,0.0,2000,0,V1240
1241,D1241,In1241,I1241,Police,0.0,4000,0,V1241
1242,D1242,In1242,I1242,Ambulance,1.0,9000,1,V1242
1243,D1243,In1243,I1243,None,1.0,10000,0,V1243
1244,D1244,In1244,I1244,Police,0.0,10000,0,V1244
1245,D1245,In1245,I1245,Other,1.0,3000,0,V1245
1246,D1246,In1246,I1246,Ambulance,1.0,2000,0,V1246
1247,D1247,In1247,I1247,Ambulance,1.0,9000,0,V1247
1248,D1248,In1248,I1248,Other,1.0,6000,0,V1248
1249,D1249,In1249,I1249,Ambulance,1.0,10000,0,V1249
1250,D1250,In1250,I1250,Ambulance,0.0,3000,0,V1250
1251,D1251,In1251,I1251,Ambulance,1.0,6000,0,V1251
1252,D1252,In1252,I1252,Other,1.0,9000,0,V1252
1253,D1253,In1253,I1253,Ambulance,1.0,3000,0,V1253
1254,D1254,In1254,I1254,Ambulance,0.0,2000,0,V1254
1255,D1255,In1255,I1255,None,1.0,9000,0,V1255
1256,D1256,In1256,I1256,Ambulance,0.0,7000,1,V1256
1257,D1257,In1257,I1257,Police,1.0,7000,0,V1257
1258,D1258,In1258,I1258,Police,0.0,9000,0,V1258
1259,D1259,In1259,I1259,Ambulance,0.0,8000,0,V1259
1260,D1260,In1260,I1260,None,1.0,10000,0,V1260
1261,D1261,In1261,I1261,None,1.0,1000,0,V1261
1262,D1262,In1262,I1262,None,1.0,7000,0,V1262
1263,D1263,In1263,I1263,Ambulance,0.0,2000,0,V1263
1264,D1264,In1264,I1264,None,1.0,8000,0,V1264
1265,D1265,In1265,I1265,Other,1.0,1000,0,V1265
1266,D1266,In1266,I1266,Police,1.0,5000,0,V1266
1267,D1267,In1267,I1267,Other,0.0,5000,0,V1267
1268,D1268,In1268,I1268,Other,0.0,7000,0,V1268
1269,D1269,In1269,I1269,None,0.0,10000,0,V1269
1270,D1270,In1270,I1270,Police,0.0,5000,0,V1270
1271,D1271,In1271,I1271,Police,0.0,1000,0,V1271
1272,D1272,In1272,I1272,Ambulance,1.0,5000,0,V1272
1273,D1273,In1273,I1273,Police,1.0,1000,0,V1273
1274,D1274,In1274,I1274,None,0.0,6000,0,V1274
1275,D1275,In1275,I1275,Police,1.0,5000,0,V1275
1276,D1276,In1276,I1276,Police,1.0,9000,0,V1276
1277,D1277,In1277,I1277,Ambulance,1.0,7000,0,V1277
1278,D1278,In1278,I1278,Police,1.0,5000,0,V1278
1279,D1279,In1279,I1279,Police,1.0,10000,0,V1279
1280,D1280,In1280,I1280,Police,1.0,8000,0,V1280
1281,D1281,In1281,I1281,Ambulance,0.0,7000,0,V1281
1282,D1282,In1282,I1282,Police,0.0,1000,0,V1282
1283,D1283,In1283,I1283,Police,0.0,2000,0,V1283
1284,D1284,In1284,I1284,Police,1.0,1000,0,V1284
1285,D1285,In1285,I1285,Ambulance,1.0,8000,0,V1285
1286,D1286,In1286,I1286,Police,1.0,1000,0,V1286
1287,D1287,In1287,I1287,Police,1.0,5000,1,V1287
1288,D1288,In1288,I1288,Ambulance,0.0,2000,0,V1288
1289,D1289,In1289,I1289,None,0.0,5000,0,V1289
1290,D1290,In1290,I1290,Police,0.0,7000,0,V1290
1291,D1291,In1291,I1291,Ambulance,1.0,4000,0,V1291
1292,D1292,In1292,I1292,Other,1.0,8000,0,V1292
1293,D1293,In1293,I1293,Other,1.0,1000,0,V1293
1294,D1294,In1294,I1294,Ambulance,1.0,5000,0,V1294
1295,D1295,In1295,I1295,Police,0.0,4000,0,V1295
1296,D1296,In1296,I1296,Ambulance,0.0,1000,0,V1296
1297,D1297,In1297,I1297,Police,1.0,10000,0,V1297
1298,D1298,In1298,I1298,Police,0.0,1000,0,V1298
1299,D1299,In1299,I1299,None,1.0,5000,0,V1299
1300,D1300,In1300,I1300,Ambulance,1.0,1000,0,V1300
1301,D1301,In1301,I1301,Ambulance,1.0,3000,0,V1301
1302,D1302,In1302,I1302,Ambulance,1.0,6000,0,V1302
1303,D1303,In1303,I1303,Ambulance,1.0,4000,0,V1303
1304,D1304,In1304,I1304,Police,0.0,4000,0,V1304
1305,D1305,In1305,I1305,None,1.0,6000,0,V1305
1306,D1306,In1306,I1306,Police,1.0,5000,0,V1306
1307,D1307,In1307,I1307,Ambulance,1.0,7000,0,V1307
1308,D1308,In1308,I1308,Ambulance,1.0,6000,0,V1308
1309,D1309,In1309,I1309,Ambulance,0.0,4000,0,V1309
1310,D1310,In1310,I1310,Ambulance,1.0,2000,0,V1310
1311,D1311,In1311,I1311,None,0.0,5000,0,V1311
1312,D1312,In1312,I1312,Ambulance,1.0,10000,0,V1312
1313,D1313,In1313,I1313,None,1.0,8000,0,V1313
1314,D1314,In1314,I1314,Ambulance,1.0,1000,0,V1314
1315,D1315,In1315,I1315,Ambulance,0.0,2000,0,V1315
1316,D1316,In1316,I1316,Police,1.0,8000,0,V1316
1317,D1317,In1317,I1317,Police,1.0,1000,0,V1317
1318,D1318,In1318,I1318,Other,1.0,3000,0,V1318
1319,D1319,In1319,I1319,Ambulance,1.0,9000,0,V1319
1320,D1320,In1320,I1320,Ambulance,1.0,2000,0,V1320
1321,D1321,In1321,I1321,Other,1.0,9000,0,V1321
1322,D1322,In1322,I1322,Ambulance,0.0,5000,0,V1322
1323,D1323,In1323,I1323,Ambulance,1.0,6000,0,V1323
1324,D1324,In1324,I1324,Ambulance,1.0,6000,0,V1324
1325,D1325,In1325,I1325,Ambulance,1.0,5000,0,V1325
1326,D1326,In1326,I1326,Ambulance,1.0,6000,0,V1326
1327,D1327,In1327,I1327,Other,1.0,7000,0,V1327
1328,D1328,In1328,I1328,Ambulance,1.0,7000,1,V1328
1329,D1329,In1329,I1329,Police,0.0,2000,0,V1329
1330,D1330,In1330,I1330,Police,0.0,4000,0,V1330
1331,D1331,In1331,I1331,Ambulance,0.0,9000,0,V1331
1332,D1332,In1332,I1332,Police,1.0,6000,0,V1332
1333,D1333,In1333,I1333,Police,1.0,10000,1,V1333
1334,D1334,In1334,I1334,None,0.0,4000,0,V1334
1335,D1335,In1335,I1335,None,1.0,7000,0,V1335
1336,D1336,In1336,I1336,Police,1.0,9000,0,V1336
1337,D1337,In1337,I1337,Other,1.0,9000,0,V1337
1338,D1338,In1338,I1338,None,1.0,8000,0,V1338
1339,D1339,In1339,I1339,Police,1.0,7000,0,V1339
1340,D1340,In1340,I1340,Ambulance,0.0,7000,0,V1340
1341,D1341,In1341,I1341,Ambulance,0.0,2000,0,V1341
1342,D1342,In1342,I1342,Ambulance,1.0,6000,1,V1342
1343,D1343,In1343,I1343,Ambulance,0.0,10000,0,V1343
1344,D1344,In1344,I1344,None,1.0,2000,0,V1344
1345,D1345,In1345,I1345,Ambulance,1.0,7000,0,V1345
1346,D1346,In1346,I1346,None,1.0,7000,0,V1346
1347,D1347,In1347,I1347,Ambulance,1.0,5000,0,V1347
1348,D1348,In1348,I1348,Ambulance,1.0,2000,0,V1348
1349,D1349,In1349,I1349,None,0.0,9000,0,V1349
1350,D1350,In1350,I1350,Ambulance,1.0,5000,0,V1350
1351,D1351,In1351,I1351,Ambulance,1.0,10000,1,V1351
1352,D1352,In1352,I1352,Ambulance,1.0,7000,0,V1352
1353,D1353,In1353,I1353,Ambulance,1.0,7000,0,V1353
1354,D1354,In1354,I1354,Police,1.0,10000,0,V1354
1355,D1355,In1355,I1355,Ambulance,1.0,8000,0,V1355
1356,D1356,In1356,I1356,Police,0.0,1000,0,V1356
1357,D1357,In1357,I1357,Police,0.0,8000,0,V1357
1358,D1358,In1358,I1358,Other,1.0,10000,0,V1358
1359,D1359,In1359,I1359,Ambulance,1.0,1000,0,V1359
1360,D1360,In1360,I1360,Ambulance,1.0,10000,0,V1360
1361,D1361,In1361,I1361,Ambulance,0.0,4000,0,V1361
1362,D1362,In1362,I1362,Ambulance,1.0,10000,0,V1362
1363,D1363,In1363,I1363,Police,1.0,5000,0,V1363
1364,D1364,In1364,I1364,Ambulance,1.0,8000,0,V1364
1365,D1365,In1365,I1365,Ambulance,0.0,4000,0,V1365
1366,D1366,In1366,I1366,Police,0.0,9000,0,V1366
1367,D1367,In1367,I1367,Ambulance,1.0,6000,0,V1367
1368,D1368,In1368,I1368,Police,1.0,8000,0,V1368
1369,D1369,In1369,I1369,Ambulance,0.0,6000,0,V1369
1370,D1370,In1370,I1370,Other,0.0,2000,0,V1370
1371,D1371,In1371,I1371,Police,0.0,6000,0,V1371
1372,D1372,In1372,I1372,Ambulance,1.0,3000,0,V1372
1373,D1373,In1373,I1373,None,1.0,4000,0,V1373
1374,D1374,In1374,I1374,None,0.0,6000,0,V1374
1375,D1375,In1375,I1375,Ambulance,1.0,4000,0,V1375
1376,D1376,In1376,I1376,Other,0.0,5000,0,V1376
1377,D1377,In1377,I1377,Police,1.0,6000,0,V1377
1378,D1378,In1378,I1378,Police,1.0,2000,0,V1378
1379,D1379,In1379,I1379,Ambulance,1.0,4000,0,V1379
1380,D1380,In1380,I1380,None,1.0,10000,0,V1380
1381,D1381,In1381,I1381,Ambulance,1.0,4000,1,V1381
1382,D1382,In1382,I1382,Ambulance,0.0,5000,0,V1382
1383,D1383,In1383,I1383,None,0.0,10000,0,V1383
1384,D1384,In1384,I1384,Police,0.0,10000,0,V1384
1385,D1385,In1385,I1385,Ambulance,1.0,4000,0,V1385
1386,D1386,In1386,I1386,Police,1.0,6000,0,V1386
1387,D1387,In1387,I1387,Ambulance,1.0,10000,1,V1387
1388,D1388,In1388,I1388,Other,1.0,1000,0,V1388
1389,D1389,In1389,I1389,Ambulance,0.0,1000,0,V1389
1390,D1390,In1390,I1390,None,1.0,8000,0,V1390
1391,D1391,In1391,I1391,Ambulance,1.0,9000,0,V1391
1392,D1392,In1392,I1392,Ambulance,0.0,6000,0,V1392
1393,D1393,In1393,I1393,Police,1.0,9000,0,V1393
1394,D1394,In1394,I1394,None,0.0,9000,0,V1394
1395,D1395,In1395,I1395,Ambulance,1.0,8000,0,V1395
1396,D1396,In1396,I1396,Ambulance,1.0,4000,1,V1396
1397,D1397,In1397,I1397,None,1.0,7000,0,V1397
1398,D1398,In1398,I1398,Ambulance,0.0,3000,0,V1398
1399,D1399,In1399,I1399,Police,1.0,9000,0,V1399
1400,D1400,In1400,I1400,Police,0.0,9000,0,V1400
1401,D1401,In1401,I1401,Police,1.0,1000,0,V1401
1402,D1402,In1402,I1402,None,0.0,7000,0,V1402
1403,D1403,In1403,I1403,Ambulance,0.0,6000,0,V1403
1404,D1404,In1404,I1404,Police,0.0,2000,0,V1404
1405,D1405,In1405,I1405,Ambulance,1.0,3000,0,V1405
1406,D1406,In1406,I1406,Ambulance,1.0,8000,0,V1406
1407,D1407,In1407,I1407,Ambulance,0.0,8000,0,V1407
1408,D1408,In1408,I1408,Police,1.0,6000,0,V1408
1409,D1409,In1409,I1409,None,1.0,2000,0,V1409
1410,D1410,In1410,I1410,Ambulance,1.0,6000,0,V1410
1411,D1411,In1411,I1411,Police,1.0,7000,0,V1411
1412,D1412,In1412,I1412,None,1.0,1000,0,V1412
1413,D1413,In1413,I1413,Ambulance,1.0,6000,0,V1413
1414,D1414,In1414,I1414,Ambulance,0.0,1000,0,V1414
1415,D1415,In1415,I1415,Other,1.0,1000,0,V1415
1416,D1416,In1416,I1416,Police,0.0,8000,1,V1416
1417,D1417,In1417,I1417,Ambulance,0.0,3000,0,V1417
1418,D1418,In1418,I1418,Police,1.0,7000,0,V1418
1419,D1419,In1419,I1419,Ambulance,0.0,10000,0,V1419
1420,D1420,In1420,I1420,Other,1.0,6000,0,V1420
1421,D1421,In1421,I1421,Police,1.0,5000,0,V1421
1422,D1422,In1422,I1422,Ambulance,1.0,4000,1,V1422
1423,D1423,In1423,I1423,Police,1.0,7000,0,V1423
1424,D1424,In1424,I1424,Police,1.0,7000,0,V1424
1425,D1425,In1425,I1425,Police,1.0,6000,0,V1425
1426,D1426,In1426,I1426,Ambulance,1.0,10000,0,V1426
1427,D1427,In1427,I1427,Police,1.0,8000,0,V1427
1428,D1428,In1428,I1428,Police,1.0,5000,0,V1428
1429,D1429,In1429,I1429,None,1.0,2000,1,V1429
1430,D1430,In1430,I1430,None,0.0,7000,0,V1430
1431,D1431,In1431,I1431,Police,1.0,7000,0,V1431
1432,D1432,In1432,I1432,Police,1.0,3000,0,V1432
1433,D1433,In1433,I1433,Ambulance,1.0,3000,0,V1433
1434,D1434,In1434,I1434,Ambulance,1.0,6000,0,V1434
1435,D1435,In1435,I1435,None,0.0,2000,0,V1435
1436,D1436,In1436,I1436,None,1.0,9000,0,V1436
1437,D1437,In1437,I1437,Police,1.0,8000,0,V1437
1438,D1438,In1438,I1438,None,0.0,3000,0,V1438
1439,D1439,In1439,I1439,Police,1.0,1000,0,V1439
1440,D1440,In1440,I1440,Ambulance,1.0,7000,0,V1440
1441,D1441,In1441,I1441,None,1.0,6000,0,V1441
1442,D1442,In1442,I1442,None,1.0,8000,0,V1442
1443,D1443,In1443,I1443,Ambulance,0.0,4000,0,V1443
1444,D1444,In1444,I1444,None,0.0,3000,0,V1444
1445,D1445,In1445,I1445,Police,1.0,4000,0,V1445
1446,D1446,In1446,I1446,None,0.0,5000,1,V1446
1447,D1447,In1447,I1447,Other,1.0,5000,0,V1447
1448,D1448,In1448,I1448,Other,0.0,2000,0,V1448
1449,D1449,In1449,I1449,Police,1.0,5000,0,V1449
1450,D1450,In1450,I1450,None,1.0,10000,0,V1450
1451,D1451,In1451,I1451,Ambulance,1.0,7000,0,V1451
1452,D1452,In1452,I1452,None,1.0,6000,0,V1452
1453,D1453,In1453,I1453,None,0.0,10000,0,V1453
1454,D1454,In1454,I1454,None,0.0,6000,0,V1454
1455,D1455,In1455,I1455,Ambulance,1.0,7000,0,V1455
1456,D1456,In1456,I1456,Police,1.0,9000,0,V1456
1457,D1457,In1457,I1457,Other,0.0,2000,1,V1457
1458,D1458,In1458,I1458,Ambulance,0.0,5000,0,V1458
1459,D1459,In1459,I1459,Police,1.0,8000,0,V1459
1460,D1460,In1460,I1460,Ambulance,1.0,4000,0,V1460
1461,D1461,In1461,I1461,Ambulance,1.0,4000,0,V1461
1462,D1462,In1462,I1462,Ambulance,1.0,1000,0,V1462
1463,D1463,In1463,I1463,Police,1.0,7000,0,V1463
1464,D1464,In1464,I1464,Ambulance,1.0,3000,0,V1464
1465,D1465,In1465,I1465,Ambulance,1.0,8000,0,V1465
1466,D1466,In1466,I1466,Police,0.0,4000,0,V1466
1467,D1467,In1467,I1467,Other,1.0,1000,1,V1467
1468,D1468,In1468,I1468,Ambulance,1.0,7000,0,V1468
1469,D1469,In1469,I1469,Police,1.0,3000,0,V1469
