IncidentID,accidentType,incidentSeverity,incidentTime,numVehiclesInvolved,numBodilyInjuries
I862,Multi-vehicle Collision,Minor Damage,17.0,3.0,0.0
I863,Single Vehicle Collision,Minor Damage,3.0,1.0,2.0
I864,Multi-vehicle Collision,Minor Damage,15.0,3.0,0.0
I865,Single Vehicle Collision,Total Loss,16.0,1.0,2.0
I866,Single Vehicle Collision,Major Damage,18.0,1.0,1.0
I867,Single Vehicle Collision,Minor Damage,18.0,1.0,1.0
I868,Multi-vehicle Collision,Total Loss,22.0,2.0,0.0
I869,Multi-vehicle Collision,Minor Damage,15.0,3.0,1.0
I870,Multi-vehicle Collision,Major Damage,16.0,3.0,1.0
I871,Single Vehicle Collision,Total Loss,18.0,1.0,1.0
I872,Parked Car,Minor Damage,8.0,1.0,2.0
I873,Multi-vehicle Collision,Major Damage,23.0,3.0,0.0
I874,Single Vehicle Collision,Major Damage,18.0,1.0,0.0
I875,Single Vehicle Collision,Minor Damage,10.0,1.0,1.0
I876,Single Vehicle Collision,Major Damage,12.0,1.0,0.0
I877,Vehicle Theft,Trivial Damage,5.0,1.0,1.0
I878,Multi-vehicle Collision,Total Loss,21.0,3.0,2.0
I879,Multi-vehicle Collision,Major Damage,17.0,3.0,1.0
I880,Single Vehicle Collision,Total Loss,4.0,1.0,2.0
I881,Single Vehicle Collision,Major Damage,11.0,1.0,1.0
I882,Single Vehicle Collision,Major Damage,18.0,1.0,1.0
I883,Single Vehicle Collision,Total Loss,12.0,1.0,0.0
I884,Multi-vehicle Collision,Major Damage,18.0,3.0,0.0
I885,Single Vehicle Collision,Minor Damage,16.0,1.0,2.0
I886,Multi-vehicle Collision,Total Loss,19.0,3.0,0.0
I887,Single Vehicle Collision,Total Loss,13.0,1.0,1.0
I888,Parked Car,Minor Damage,4.0,1.0,0.0
I889,Single Vehicle Collision,Major Damage,8.0,1.0,1.0
I890,Multi-vehicle Collision,Major Damage,19.0,3.0,2.0
I891,Single Vehicle Collision,Total Loss,18.0,1.0,2.0
I892,Multi-vehicle Collision,Total Loss,9.0,2.0,0.0
I893,Vehicle Theft,Trivial Damage,6.0,1.0,2.0
I894,Vehicle Theft,Minor Damage,8.0,1.0,0.0
I895,Parked Car,Minor Damage,6.0,1.0,1.0
I896,Multi-vehicle Collision,Major Damage,23.0,3.0,0.0
I897,Parked Car,Trivial Damage,13.0,1.0,0.0
I898,Multi-vehicle Collision,Minor Damage,3.0,3.0,2.0
I899,Single Vehicle Collision,Major Damage,23.0,1.0,0.0
I900,Vehicle Theft,Minor Damage,8.0,1.0,1.0
I901,Single Vehicle Collision,Total Loss,23.0,1.0,0.0
I902,Single Vehicle Collision,Total Loss,23.0,1.0,0.0
I903,Multi-vehicle Collision,Minor Damage,9.0,3.0,2.0
I904,Single Vehicle Collision,Minor Damage,22.0,1.0,2.0
I905,Multi-vehicle Collision,Total Loss,22.0,3.0,2.0
I906,Multi-vehicle Collision,Major Damage,15.0,3.0,1.0
I907,Multi-vehicle Collision,Major Damage,16.0,3.0,2.0
I908,Multi-vehicle Collision,Minor Damage,17.0,3.0,1.0
I909,Vehicle Theft,Minor Damage,3.0,1.0,1.0
I910,Multi-vehicle Collision,Total Loss,10.0,3.0,0.0
I911,Single Vehicle Collision,Minor Damage,9.0,1.0,1.0
I912,Multi-vehicle Collision,Total Loss,13.0,2.0,0.0
I913,Multi-vehicle Collision,Major Damage,15.0,3.0,2.0
I914,Single Vehicle Collision,Minor Damage,23.0,1.0,1.0
I915,Multi-vehicle Collision,Major Damage,2.0,4.0,0.0
I916,Single Vehicle Collision,Major Damage,14.0,1.0,2.0
I917,Vehicle Theft,Trivial Damage,7.0,1.0,1.0
I918,Single Vehicle Collision,Major Damage,23.0,1.0,1.0
I919,Multi-vehicle Collision,Minor Damage,7.0,3.0,2.0
I920,Multi-vehicle Collision,Minor Damage,8.0,3.0,1.0
I921,Single Vehicle Collision,Total Loss,17.0,1.0,1.0
I922,Multi-vehicle Collision,Minor Damage,10.0,3.0,0.0
I923,Vehicle Theft,Minor Damage,9.0,1.0,0.0
I924,Single Vehicle Collision,Total Loss,2.0,1.0,1.0
I925,Multi-vehicle Collision,Minor Damage,18.0,3.0,0.0
I926,Vehicle Theft,Minor Damage,4.0,1.0,2.0
I927,Single Vehicle Collision,Total Loss,12.0,1.0,0.0
I928,Single Vehicle Collision,Major Damage,15.0,1.0,1.0
I929,Vehicle Theft,Trivial Damage,9.0,1.0,1.0
I930,Single Vehicle Collision,Major Damage,6.0,1.0,0.0
I931,Multi-vehicle Collision,Major Damage,11.0,4.0,0.0
I932,Multi-vehicle Collision,Total Loss,13.0,3.0,1.0
I933,Multi-vehicle Collision,Minor Damage,4.0,3.0,2.0
I934,Multi-vehicle Collision,Minor Damage,20.0,3.0,1.0
I935,Multi-vehicle Collision,Major Damage,0.0,3.0,1.0
I936,Multi-vehicle Collision,Total Loss,18.0,4.0,2.0
I937,Single Vehicle Collision,Minor Damage,6.0,1.0,1.0
I938,Single Vehicle Collision,Total Loss,23.0,1.0,2.0
I939,Single Vehicle Collision,Major Damage,4.0,1.0,0.0
I940,Multi-vehicle Collision,Major Damage,21.0,3.0,1.0
I941,Parked Car,Minor Damage,7.0,1.0,1.0
I942,Multi-vehicle Collision,Major Damage,19.0,3.0,0.0
I943,Parked Car,Minor Damage,5.0,1.0,1.0
I944,Multi-vehicle Collision,Minor Damage,22.0,3.0,0.0
I945,Single Vehicle Collision,Total Loss,12.0,1.0,1.0
I946,Multi-vehicle Collision,Total Loss,19.0,3.0,0.0
I947,Single Vehicle Collision,Major Damage,10.0,1.0,2.0
I948,Single Vehicle Collision,Minor Damage,7.0,1.0,0.0
I949,Single Vehicle Collision,Total Loss,17.0,1.0,1.0
I950,Multi-vehicle Collision,Total Loss,0.0,3.0,2.0
I951,Parked Car,Minor Damage,9.0,1.0,1.0
I952,Single Vehicle Collision,Total Loss,21.0,1.0,0.0
I953,Multi-vehicle Collision,Total Loss,22.0,3.0,0.0
I954,Vehicle Theft,Minor Damage,3.0,1.0,1.0
I955,Single Vehicle Collision,Minor Damage,16.0,1.0,0.0
I956,Single Vehicle Collision,Total Loss,14.0,1.0,0.0
I957,Multi-vehicle Collision,Total Loss,21.0,3.0,0.0
I958,Single Vehicle Collision,Minor Damage,19.0,1.0,2.0
I959,Multi-vehicle Collision,Major Damage,13.0,3.0,1.0
I960,Vehicle Theft,Minor Damage,21.0,1.0,0.0
I961,Multi-vehicle Collision,Minor Damage,11.0,3.0,1.0
I962,Vehicle Theft,Trivial Damage,16.0,1.0,2.0
I963,Single Vehicle Collision,Total Loss,9.0,1.0,0.0
I964,Vehicle Theft,Minor Damage,8.0,1.0,0.0
I965,Vehicle Theft,Minor Damage,7.0,1.0,2.0
I966,Single Vehicle Collision,Minor Damage,12.0,1.0,0.0
I967,Multi-vehicle Collision,Minor Damage,21.0,3.0,0.0
I968,Single Vehicle Collision,Major Damage,4.0,1.0,1.0
I969,Multi-vehicle Collision,Major Damage,18.0,3.0,2.0
I970,Vehicle Theft,Trivial Damage,7.0,1.0,2.0
I971,Single Vehicle Collision,Total Loss,13.0,1.0,2.0
I972,Single Vehicle Collision,Total Loss,0.0,1.0,2.0
I973,Single Vehicle Collision,Major Damage,22.0,1.0,1.0
I974,Single Vehicle Collision,Major Damage,15.0,1.0,2.0
I975,Multi-vehicle Collision,Major Damage,3.0,3.0,2.0
I976,Multi-vehicle Collision,Total Loss,18.0,2.0,0.0
I977,Multi-vehicle Collision,Major Damage,17.0,3.0,2.0
I978,Multi-vehicle Collision,Major Damage,18.0,3.0,1.0
I979,Single Vehicle Collision,Total Loss,11.0,1.0,2.0
I980,Single Vehicle Collision,Total Loss,17.0,1.0,0.0
I981,Single Vehicle Collision,Minor Damage,12.0,1.0,0.0
I982,Multi-vehicle Collision,Total Loss,15.0,3.0,1.0
I983,Multi-vehicle Collision,Minor Damage,0.0,3.0,0.0
I984,Parked Car,Trivial Damage,9.0,1.0,2.0
I985,Single Vehicle Collision,Total Loss,1.0,1.0,2.0
I986,Single Vehicle Collision,Major Damage,22.0,1.0,0.0
I987,Single Vehicle Collision,Minor Damage,11.0,1.0,2.0
I988,Single Vehicle Collision,Major Damage,10.0,1.0,0.0
I989,Single Vehicle Collision,Minor Damage,5.0,1.0,1.0
I990,Multi-vehicle Collision,Total Loss,3.0,3.0,1.0
I991,Single Vehicle Collision,Minor Damage,18.0,1.0,2.0
I992,Single Vehicle Collision,Total Loss,21.0,1.0,0.0
I993,Multi-vehicle Collision,Major Damage,6.0,3.0,1.0
I994,Multi-vehicle Collision,Total Loss,20.0,3.0,0.0
I995,Parked Car,Minor Damage,6.0,1.0,1.0
I996,Single Vehicle Collision,Minor Damage,20.0,1.0,0.0
I997,Single Vehicle Collision,Major Damage,23.0,1.0,2.0
I998,Multi-vehicle Collision,Minor Damage,4.0,3.0,2.0
I999,Single Vehicle Collision,Major Damage,2.0,1.0,0.0
I1000,Parked Car,Minor Damage,6.0,1.0,0.0
I1001,Single Vehicle Collision,Total Loss,10.0,1.0,0.0
I1002,Single Vehicle Collision,Major Loss,22.0,1.0,0.0
I1003,Single Vehicle Collision,Major Loss,3.0,1.0,1.0
I1004,Single Vehicle Collision,Minor Loss,22.0,1.0,0.0
I1005,Single Vehicle Collision,Total Loss,20.0,1.0,0.0
I1006,Single Vehicle Collision,Minor Loss,14.0,1.0,0.0
I1007,Single Vehicle Collision,Major Loss,0.0,1.0,0.0
I1008,Vehicle Theft,Minor Loss,13.0,1.0,0.0
I1009,Parked Car,Major Loss,21.0,1.0,0.0
I1010,Multi-vehicle Collision,Total Loss,7.0,3.0,1.0
I1011,Single Vehicle Collision,Major Loss,15.0,1.0,1.0
I1012,Single Vehicle Collision,Total Loss,0.0,1.0,1.0
I1013,Single Vehicle Collision,Major Loss,9.0,1.0,0.0
I1014,Parked Car,Minor Loss,4.0,1.0,0.0
I1015,Multi-vehicle Collision,Total Loss,13.0,3.0,0.0
I1016,Multi-vehicle Collision,Total Loss,23.0,3.0,0.0
I1017,Multi-vehicle Collision,Total Loss,8.0,3.0,1.0
I1018,Vehicle Theft,Major Loss,0.0,1.0,1.0
I1019,Single Vehicle Collision,Total Loss,12.0,1.0,0.0
I1020,Vehicle Theft,Minor Loss,23.0,1.0,0.0
I1021,Parked Car,Minor Loss,9.0,1.0,1.0
I1022,Single Vehicle Collision,Minor Loss,5.0,1.0,1.0
I1023,Single Vehicle Collision,Minor Loss,16.0,1.0,0.0
I1024,Single Vehicle Collision,Minor Loss,6.0,1.0,0.0
I1025,Multi-vehicle Collision,Total Loss,1.0,3.0,0.0
I1026,Single Vehicle Collision,Minor Loss,6.0,1.0,1.0
I1027,Multi-vehicle Collision,Total Loss,10.0,3.0,1.0
I1028,Parked Car,Major Loss,11.0,1.0,0.0
I1029,Single Vehicle Collision,Major Loss,7.0,1.0,1.0
I1030,Multi-vehicle Collision,Major Loss,15.0,3.0,0.0
I1031,Multi-vehicle Collision,Total Loss,7.0,3.0,0.0
I1032,Single Vehicle Collision,Total Loss,0.0,1.0,1.0
I1033,Single Vehicle Collision,Minor Loss,2.0,1.0,0.0
I1034,Single Vehicle Collision,Total Loss,10.0,1.0,0.0
I1035,Multi-vehicle Collision,Minor Loss,23.0,3.0,1.0
I1036,Single Vehicle Collision,Major Loss,18.0,1.0,1.0
I1037,Single Vehicle Collision,Major Loss,6.0,1.0,0.0
I1038,Single Vehicle Collision,Minor Loss,1.0,1.0,1.0
I1039,Parked Car,Total Loss,1.0,1.0,1.0
I1040,Single Vehicle Collision,Major Loss,3.0,1.0,0.0
I1041,Multi-vehicle Collision,Total Loss,5.0,3.0,1.0
I1042,Single Vehicle Collision,Minor Loss,0.0,1.0,0.0
I1043,Single Vehicle Collision,Total Loss,22.0,1.0,0.0
I1044,Multi-vehicle Collision,Minor Loss,3.0,3.0,0.0
I1045,Single Vehicle Collision,Minor Loss,12.0,1.0,1.0
I1046,Single Vehicle Collision,Total Loss,19.0,1.0,1.0
I1047,Multi-vehicle Collision,Major Loss,8.0,3.0,0.0
I1048,Multi-vehicle Collision,Total Loss,20.0,3.0,1.0
I1049,Multi-vehicle Collision,Total Loss,1.0,3.0,0.0
I1050,Multi-vehicle Collision,Major Loss,12.0,3.0,0.0
I1051,Single Vehicle Collision,Major Loss,23.0,1.0,1.0
I1052,Single Vehicle Collision,Major Loss,14.0,1.0,1.0
I1053,Parked Car,Major Loss,11.0,1.0,1.0
I1054,Multi-vehicle Collision,Total Loss,12.0,3.0,0.0
I1055,Multi-vehicle Collision,Minor Loss,6.0,4.0,0.0
I1056,Multi-vehicle Collision,Minor Loss,21.0,3.0,1.0
I1057,Single Vehicle Collision,Major Loss,9.0,1.0,1.0
I1058,Multi-vehicle Collision,Minor Loss,5.0,3.0,1.0
I1059,Single Vehicle Collision,Major Loss,11.0,1.0,1.0
I1060,Multi-vehicle Collision,Total Loss,9.0,3.0,1.0
I1061,Multi-vehicle Collision,Minor Loss,6.0,3.0,0.0
I1062,Multi-vehicle Collision,Minor Loss,1.0,3.0,1.0
I1063,Single Vehicle Collision,Total Loss,9.0,1.0,1.0
I1064,Multi-vehicle Collision,Major Loss,15.0,3.0,1.0
I1065,Multi-vehicle Collision,Major Loss,14.0,3.0,1.0
I1066,Multi-vehicle Collision,Total Loss,11.0,3.0,0.0
I1067,Single Vehicle Collision,Major Loss,17.0,1.0,1.0
I1068,Multi-vehicle Collision,Total Loss,20.0,3.0,0.0
I1069,Vehicle Theft,Major Loss,19.0,1.0,1.0
I1070,Multi-vehicle Collision,Minor Loss,17.0,3.0,1.0
I1071,Parked Car,Minor Loss,9.0,1.0,1.0
I1072,Single Vehicle Collision,Total Loss,5.0,1.0,0.0
I1073,Parked Car,Total Loss,20.0,1.0,1.0
I1074,Single Vehicle Collision,Major Loss,9.0,1.0,1.0
I1075,Single Vehicle Collision,Total Loss,22.0,1.0,1.0
I1076,Multi-vehicle Collision,Minor Loss,12.0,4.0,1.0
I1077,Multi-vehicle Collision,Total Loss,14.0,2.0,1.0
I1078,Multi-vehicle Collision,Minor Loss,2.0,2.0,1.0
I1079,Multi-vehicle Collision,Major Loss,15.0,3.0,1.0
I1080,Multi-vehicle Collision,Total Loss,13.0,3.0,1.0
I1081,Multi-vehicle Collision,Total Loss,1.0,3.0,1.0
I1082,Multi-vehicle Collision,Total Loss,4.0,3.0,0.0
I1083,Multi-vehicle Collision,Major Loss,5.0,4.0,0.0
I1084,Single Vehicle Collision,Major Loss,23.0,1.0,0.0
I1085,Single Vehicle Collision,Minor Loss,14.0,1.0,1.0
I1086,Multi-vehicle Collision,Minor Loss,7.0,3.0,1.0
I1087,Single Vehicle Collision,Major Loss,19.0,1.0,1.0
I1088,Multi-vehicle Collision,Total Loss,4.0,3.0,1.0
I1089,Single Vehicle Collision,Total Loss,3.0,1.0,1.0
I1090,Parked Car,Major Loss,18.0,1.0,1.0
I1091,Multi-vehicle Collision,Minor Loss,2.0,3.0,1.0
I1092,Single Vehicle Collision,Minor Loss,17.0,1.0,1.0
I1093,Multi-vehicle Collision,Major Loss,10.0,3.0,0.0
I1094,Single Vehicle Collision,Minor Loss,10.0,1.0,1.0
I1095,Multi-vehicle Collision,Major Loss,3.0,3.0,1.0
I1096,Multi-vehicle Collision,Minor Loss,1.0,3.0,0.0
I1097,Single Vehicle Collision,Minor Loss,20.0,1.0,1.0
I1098,Multi-vehicle Collision,Minor Loss,23.0,3.0,1.0
I1099,Vehicle Theft,Minor Loss,17.0,1.0,1.0
I1100,Multi-vehicle Collision,Total Loss,6.0,3.0,1.0
I1101,Single Vehicle Collision,Minor Loss,11.0,1.0,1.0
I1102,Multi-vehicle Collision,Minor Loss,1.0,2.0,1.0
I1103,Single Vehicle Collision,Minor Loss,19.0,1.0,0.0
I1104,Parked Car,Total Loss,17.0,1.0,1.0
I1105,Multi-vehicle Collision,Major Loss,9.0,3.0,1.0
I1106,Single Vehicle Collision,Total Loss,9.0,1.0,1.0
I1107,Single Vehicle Collision,Total Loss,17.0,1.0,1.0
I1108,Single Vehicle Collision,Major Loss,11.0,1.0,1.0
I1109,Multi-vehicle Collision,Major Loss,18.0,3.0,1.0
I1110,Parked Car,Minor Loss,6.0,1.0,1.0
I1111,Single Vehicle Collision,Total Loss,23.0,1.0,1.0
I1112,Vehicle Theft,Major Loss,20.0,1.0,1.0
I1113,Single Vehicle Collision,Total Loss,8.0,1.0,0.0
I1114,Multi-vehicle Collision,Minor Loss,1.0,3.0,0.0
I1115,Single Vehicle Collision,Major Loss,10.0,1.0,0.0
I1116,Multi-vehicle Collision,Major Loss,11.0,3.0,1.0
I1117,Vehicle Theft,Total Loss,22.0,1.0,1.0
I1118,Single Vehicle Collision,Major Loss,9.0,1.0,1.0
I1119,Vehicle Theft,Major Loss,20.0,1.0,1.0
I1120,Single Vehicle Collision,Total Loss,18.0,1.0,1.0
I1121,Single Vehicle Collision,Minor Loss,17.0,1.0,1.0
I1122,Single Vehicle Collision,Minor Loss,23.0,1.0,0.0
I1123,Parked Car,Major Loss,4.0,1.0,1.0
I1124,Single Vehicle Collision,Major Loss,3.0,1.0,1.0
I1125,Single Vehicle Collision,Total Loss,15.0,1.0,0.0
I1126,Single Vehicle Collision,Major Loss,20.0,1.0,1.0
I1127,Multi-vehicle Collision,Total Loss,8.0,3.0,1.0
I1128,Multi-vehicle Collision,Total Loss,14.0,3.0,1.0
I1129,Single Vehicle Collision,Minor Loss,3.0,1.0,1.0
I1130,Multi-vehicle Collision,Minor Loss,12.0,2.0,1.0
I1131,Single Vehicle Collision,Minor Loss,5.0,1.0,0.0
I1132,Single Vehicle Collision,Major Loss,12.0,1.0,1.0
I1133,Multi-vehicle Collision,Total Loss,7.0,3.0,0.0
I1134,Multi-vehicle Collision,Total Loss,14.0,3.0,1.0
I1135,Single Vehicle Collision,Major Loss,0.0,1.0,1.0
I1136,Single Vehicle Collision,Total Loss,21.0,1.0,1.0
I1137,Single Vehicle Collision,Total Loss,22.0,1.0,1.0
I1138,Single Vehicle Collision,Minor Loss,20.0,1.0,1.0
I1139,Single Vehicle Collision,Minor Loss,5.0,1.0,0.0
I1140,Single Vehicle Collision,Minor Loss,21.0,1.0,1.0
I1141,Vehicle Theft,Minor Loss,23.0,1.0,1.0
I1142,Multi-vehicle Collision,Major Loss,19.0,3.0,0.0
I1143,Single Vehicle Collision,Major Loss,14.0,1.0,1.0
I1144,Vehicle Theft,Major Loss,15.0,1.0,1.0
I1145,Single Vehicle Collision,Minor Loss,12.0,1.0,1.0
I1146,Single Vehicle Collision,Minor Loss,16.0,1.0,0.0
I1147,Multi-vehicle Collision,Major Loss,17.0,3.0,1.0
I1148,Parked Car,Total Loss,14.0,1.0,0.0
I1149,Single Vehicle Collision,Minor Loss,5.0,1.0,1.0
I1150,Parked Car,Minor Loss,9.0,1.0,1.0
I1151,Multi-vehicle Collision,Minor Loss,1.0,2.0,0.0
I1152,Vehicle Theft,Minor Loss,22.0,1.0,1.0
I1153,Multi-vehicle Collision,Major Loss,23.0,3.0,1.0
I1154,Single Vehicle Collision,Minor Loss,9.0,1.0,1.0
I1155,Multi-vehicle Collision,Total Loss,23.0,4.0,1.0
I1156,Vehicle Theft,Minor Loss,1.0,1.0,1.0
I1157,Single Vehicle Collision,Major Loss,18.0,1.0,1.0
I1158,Single Vehicle Collision,Major Loss,0.0,1.0,1.0
I1159,Multi-vehicle Collision,Major Loss,20.0,3.0,0.0
I1160,Multi-vehicle Collision,Total Loss,12.0,3.0,0.0
I1161,Single Vehicle Collision,Total Loss,5.0,1.0,1.0
I1162,Single Vehicle Collision,Minor Loss,16.0,1.0,0.0
I1163,Single Vehicle Collision,Total Loss,15.0,1.0,1.0
I1164,Vehicle Theft,Total Loss,23.0,1.0,1.0
I1165,Parked Car,Total Loss,10.0,1.0,0.0
I1166,Vehicle Theft,Total Loss,18.0,1.0,1.0
I1167,Multi-vehicle Collision,Major Loss,3.0,2.0,1.0
I1168,Multi-vehicle Collision,Minor Loss,18.0,4.0,1.0
I1169,Single Vehicle Collision,Major Loss,13.0,1.0,1.0
I1170,Multi-vehicle Collision,Major Loss,5.0,2.0,0.0
I1171,Single Vehicle Collision,Major Loss,17.0,1.0,1.0
I1172,Multi-vehicle Collision,Minor Loss,6.0,4.0,1.0
I1173,Multi-vehicle Collision,Major Loss,20.0,2.0,0.0
I1174,Multi-vehicle Collision,Total Loss,23.0,4.0,1.0
I1175,Single Vehicle Collision,Major Loss,15.0,1.0,1.0
I1176,Multi-vehicle Collision,Minor Loss,23.0,4.0,0.0
I1177,Multi-vehicle Collision,Major Loss,8.0,3.0,0.0
I1178,Parked Car,Minor Loss,6.0,1.0,1.0
I1179,Single Vehicle Collision,Major Loss,20.0,1.0,1.0
I1180,Multi-vehicle Collision,Minor Loss,4.0,3.0,0.0
I1181,Multi-vehicle Collision,Major Loss,13.0,3.0,1.0
I1182,Single Vehicle Collision,Major Loss,10.0,1.0,1.0
I1183,Single Vehicle Collision,Total Loss,9.0,1.0,0.0
I1184,Multi-vehicle Collision,Minor Loss,9.0,3.0,1.0
I1185,Parked Car,Total Loss,9.0,1.0,1.0
I1186,Single Vehicle Collision,Minor Loss,15.0,1.0,1.0
I1187,Single Vehicle Collision,Minor Loss,13.0,1.0,1.0
I1188,Single Vehicle Collision,Major Loss,0.0,1.0,1.0
I1189,Single Vehicle Collision,Major Loss,8.0,1.0,1.0
I1190,Multi-vehicle Collision,Minor Loss,5.0,2.0,1.0
I1191,Multi-vehicle Collision,Major Loss,19.0,2.0,1.0
I1192,Multi-vehicle Collision,Minor Loss,8.0,3.0,1.0
I1193,Multi-vehicle Collision,Minor Loss,4.0,3.0,0.0
I1194,Parked Car,Major Loss,18.0,1.0,0.0
I1195,Single Vehicle Collision,Major Loss,18.0,1.0,1.0
I1196,Single Vehicle Collision,Major Loss,18.0,1.0,0.0
I1197,Multi-vehicle Collision,Minor Loss,16.0,3.0,0.0
I1198,Multi-vehicle Collision,Minor Loss,20.0,3.0,1.0
I1199,Multi-vehicle Collision,Major Loss,14.0,3.0,1.0
I1200,Single Vehicle Collision,Minor Loss,22.0,1.0,0.0
I1201,Multi-vehicle Collision,Minor Loss,21.0,3.0,0.0
I1202,Single Vehicle Collision,Minor Loss,1.0,1.0,1.0
I1203,Multi-vehicle Collision,Major Loss,2.0,3.0,0.0
I1204,Multi-vehicle Collision,Total Loss,17.0,3.0,0.0
I1205,Multi-vehicle Collision,Major Loss,9.0,3.0,1.0
I1206,Multi-vehicle Collision,Major Loss,5.0,3.0,1.0
I1207,Single Vehicle Collision,Minor Loss,13.0,1.0,1.0
I1208,Single Vehicle Collision,Major Loss,3.0,1.0,0.0
I1209,Single Vehicle Collision,Major Loss,21.0,1.0,1.0
I1210,Vehicle Theft,Major Loss,8.0,1.0,1.0
I1211,Parked Car,Minor Loss,6.0,1.0,1.0
I1212,Multi-vehicle Collision,Minor Loss,22.0,4.0,1.0
I1213,Single Vehicle Collision,Minor Loss,10.0,1.0,1.0
I1214,Multi-vehicle Collision,Total Loss,20.0,3.0,0.0
I1215,Multi-vehicle Collision,Minor Loss,12.0,3.0,1.0
I1216,Single Vehicle Collision,Minor Loss,2.0,1.0,1.0
I1217,Multi-vehicle Collision,Total Loss,23.0,3.0,1.0
I1218,Multi-vehicle Collision,Major Loss,10.0,3.0,1.0
I1219,Single Vehicle Collision,Total Loss,16.0,1.0,1.0
I1220,Vehicle Theft,Total Loss,19.0,1.0,1.0
I1221,Single Vehicle Collision,Major Loss,23.0,1.0,1.0
I1222,Vehicle Theft,Major Loss,14.0,1.0,1.0
I1223,Multi-vehicle Collision,Major Loss,15.0,4.0,1.0
I1224,Single Vehicle Collision,Minor Loss,1.0,1.0,0.0
I1225,Multi-vehicle Collision,Total Loss,9.0,3.0,1.0
I1226,Parked Car,Minor Loss,14.0,1.0,1.0
I1227,Single Vehicle Collision,Major Loss,4.0,1.0,1.0
I1228,Multi-vehicle Collision,Major Loss,17.0,3.0,1.0
I1229,Parked Car,Total Loss,22.0,1.0,0.0
I1230,Single Vehicle Collision,Minor Loss,23.0,1.0,1.0
I1231,Multi-vehicle Collision,Total Loss,23.0,3.0,1.0
I1232,Multi-vehicle Collision,Major Loss,4.0,3.0,1.0
I1233,Single Vehicle Collision,Major Loss,15.0,1.0,1.0
I1234,Multi-vehicle Collision,Minor Loss,6.0,2.0,1.0
I1235,Multi-vehicle Collision,Major Loss,13.0,2.0,0.0
I1236,Single Vehicle Collision,Minor Loss,13.0,1.0,1.0
I1237,Multi-vehicle Collision,Minor Loss,18.0,3.0,0.0
I1238,Single Vehicle Collision,Major Loss,11.0,1.0,1.0
I1239,Multi-vehicle Collision,Total Loss,11.0,3.0,1.0
I1240,Single Vehicle Collision,Minor Loss,1.0,1.0,1.0
I1241,Vehicle Theft,Major Loss,15.0,1.0,0.0
I1242,Multi-vehicle Collision,Total Loss,22.0,3.0,1.0
I1243,Single Vehicle Collision,Total Loss,17.0,1.0,1.0
I1244,Multi-vehicle Collision,Total Loss,11.0,3.0,0.0
I1245,Single Vehicle Collision,Major Loss,23.0,1.0,0.0
I1246,Multi-vehicle Collision,Minor Loss,10.0,2.0,0.0
I1247,Single Vehicle Collision,Minor Loss,21.0,1.0,1.0
I1248,Multi-vehicle Collision,Total Loss,2.0,3.0,0.0
I1249,Multi-vehicle Collision,Major Loss,20.0,3.0,1.0
I1250,Single Vehicle Collision,Total Loss,5.0,1.0,1.0
I1251,Multi-vehicle Collision,Major Loss,8.0,3.0,0.0
I1252,Parked Car,Major Loss,20.0,1.0,1.0
I1253,Single Vehicle Collision,Total Loss,5.0,1.0,0.0
I1254,Single Vehicle Collision,Total Loss,6.0,1.0,1.0
I1255,Vehicle Theft,Minor Loss,20.0,1.0,0.0
I1256,Multi-vehicle Collision,Major Loss,18.0,3.0,1.0
I1257,Single Vehicle Collision,Total Loss,6.0,1.0,1.0
I1258,Single Vehicle Collision,Minor Loss,3.0,1.0,1.0
I1259,Parked Car,Minor Loss,7.0,1.0,1.0
I1260,Multi-vehicle Collision,Major Loss,2.0,3.0,1.0
I1261,Multi-vehicle Collision,Major Loss,22.0,3.0,1.0
I1262,Multi-vehicle Collision,Total Loss,19.0,3.0,0.0
I1263,Multi-vehicle Collision,Minor Loss,7.0,3.0,1.0
I1264,Parked Car,Major Loss,19.0,1.0,1.0
I1265,Single Vehicle Collision,Total Loss,0.0,1.0,1.0
I1266,Single Vehicle Collision,Minor Loss,11.0,1.0,1.0
I1267,Multi-vehicle Collision,Major Loss,8.0,3.0,1.0
I1268,Single Vehicle Collision,Total Loss,7.0,1.0,1.0
I1269,Multi-vehicle Collision,Total Loss,16.0,3.0,0.0
I1270,Single Vehicle Collision,Total Loss,19.0,1.0,1.0
I1271,Parked Car,Total Loss,19.0,1.0,1.0
I1272,Vehicle Theft,Major Loss,11.0,1.0,1.0
I1273,Multi-vehicle Collision,Minor Loss,18.0,3.0,0.0
I1274,Parked Car,Minor Loss,17.0,1.0,1.0
I1275,Multi-vehicle Collision,Total Loss,19.0,3.0,1.0
I1276,Parked Car,Minor Loss,6.0,1.0,0.0
I1277,Parked Car,Major Loss,2.0,1.0,1.0
I1278,Single Vehicle Collision,Minor Loss,20.0,1.0,1.0
I1279,Single Vehicle Collision,Minor Loss,17.0,1.0,1.0
I1280,Vehicle Theft,Total Loss,13.0,1.0,0.0
I1281,Multi-vehicle Collision,Major Loss,8.0,3.0,1.0
I1282,Vehicle Theft,Minor Loss,12.0,1.0,1.0
I1283,Single Vehicle Collision,Minor Loss,18.0,1.0,0.0
I1284,Multi-vehicle Collision,Total Loss,22.0,3.0,0.0
I1285,Multi-vehicle Collision,Major Loss,6.0,3.0,1.0
