timeAsCustomer,driverAge,insuranceAccess,insurancePremium,driverGender,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
389.0,53.0,2000.0,791.0,-0.0,Masters,Vehicle Theft,Minor Damage,Police,6.0,1.0,1.0,0.0,6300.0,1.0,14.0,36.0,Full
279.0,41.0,500.0,1497.0,1.0,JD,Multi-vehicle Collision,Minor Damage,Fire,16.0,3.0,2.0,0.0,28800.0,-0.0,2.0,20.0,Full
2.0,20.0,1000.0,1190.0,1.0,High School,Single Vehicle Collision,Minor Damage,Other,22.0,1.0,1.0,1.0,48360.0,0.0,15.0,2.0,P1
147.0,34.0,1000.0,1276.0,0.0,High School,Single Vehicle Collision,Minor Damage,Fire,13.0,1.0,2.0,-0.0,101010.0,-0.0,17.0,13.0,Full
280.0,48.0,1000.0,1387.0,0.0,JD,Single Vehicle Collision,Minor Damage,Fire,16.0,1.0,2.0,-0.0,61320.0,-0.0,17.0,30.0,Full
153.0,37.0,500.0,1011.0,0.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,5.0,3.0,0.0,-0.0,42500.0,0.0,16.0,17.0,Full
2.0,28.0,1000.0,1341.0,1.0,JD,Single Vehicle Collision,Minor Damage,Fire,19.0,1.0,-0.0,1.0,58140.0,-0.0,7.0,10.0,Full
266.0,44.0,500.0,1612.0,-0.0,High School,Single Vehicle Collision,Total Loss,Police,4.0,1.0,1.0,1.0,32800.0,0.0,3.0,24.0,Full
296.0,42.0,2000.0,1219.0,0.0,Associate,Multi-vehicle Collision,Total Loss,Ambulance,9.0,3.0,1.0,-0.0,64080.0,-0.0,3.0,21.0,Full
6.0,27.0,500.0,1076.0,1.0,High School,Vehicle Theft,Trivial Damage,Police,7.0,1.0,0.0,1.0,3190.0,0.0,0.0,11.0,Full
41.0,25.0,1000.0,1004.0,-0.0,Masters,Multi-vehicle Collision,Major Damage,Fire,13.0,3.0,1.0,0.0,48000.0,-0.0,20.0,3.0,P2
132.0,32.0,2000.0,1107.0,0.0,PhD,Vehicle Theft,Minor Damage,Police,21.0,1.0,1.0,1.0,5600.0,-0.0,10.0,11.0,Full
228.0,40.0,500.0,1451.0,0.0,Associate,Parked Car,Trivial Damage,Police,20.0,1.0,0.0,-0.0,6050.0,0.0,5.0,20.0,Full
322.0,49.0,2000.0,1277.0,1.0,PhD,Single Vehicle Collision,Major Damage,Ambulance,18.0,1.0,-0.0,1.0,42240.0,-0.0,8.0,31.0,Full
163.0,38.0,2000.0,1454.0,1.0,PhD,Single Vehicle Collision,Minor Damage,Ambulance,13.0,1.0,2.0,-0.0,79500.0,0.0,20.0,21.0,Full
239.0,42.0,1000.0,970.0,-0.0,College,Vehicle Theft,Trivial Damage,,10.0,1.0,0.0,-0.0,5600.0,0.0,8.0,23.0,Full
134.0,36.0,1000.0,1497.0,0.0,PhD,Multi-vehicle Collision,Minor Damage,Ambulance,17.0,3.0,2.0,1.0,77200.0,-0.0,19.0,15.0,Full
73.0,30.0,500.0,803.0,1.0,High School,Multi-vehicle Collision,Total Loss,Other,15.0,3.0,-0.0,1.0,57000.0,-0.0,2.0,12.0,Full
126.0,34.0,2000.0,1078.0,1.0,Masters,Multi-vehicle Collision,Major Damage,Fire,2.0,3.0,-0.0,1.0,58410.0,-0.0,8.0,12.0,Full
67.0,29.0,1000.0,1861.0,0.0,High School,Single Vehicle Collision,Major Damage,Other,16.0,1.0,-0.0,1.0,63800.0,1.0,17.0,10.0,Full
316.0,45.0,2000.0,1291.0,1.0,High School,Multi-vehicle Collision,Major Damage,Ambulance,6.0,3.0,2.0,1.0,78870.0,-0.0,2.0,29.0,Full
317.0,46.0,1000.0,1013.0,-0.0,MD,Single Vehicle Collision,Major Damage,Fire,18.0,1.0,2.0,-0.0,104610.0,1.0,16.0,26.0,Full
128.0,28.0,1000.0,987.0,1.0,High School,Single Vehicle Collision,Total Loss,Ambulance,11.0,1.0,-0.0,1.0,101860.0,0.0,8.0,8.0,Full
212.0,39.0,1000.0,1255.0,1.0,JD,Multi-vehicle Collision,Total Loss,Ambulance,22.0,2.0,0.0,1.0,59300.0,0.0,7.0,19.0,Full
352.0,53.0,500.0,1793.0,-0.0,Associate,Single Vehicle Collision,Minor Damage,Fire,23.0,1.0,2.0,-0.0,68750.0,0.0,6.0,36.0,Full
219.0,39.0,2000.0,1281.0,1.0,High School,Parked Car,Trivial Damage,Police,6.0,1.0,-0.0,0.0,5920.0,0.0,0.0,22.0,Full
274.0,44.0,500.0,1396.0,1.0,JD,Vehicle Theft,Minor Damage,Police,7.0,1.0,2.0,0.0,5590.0,-0.0,15.0,26.0,Full
112.0,27.0,500.0,965.0,1.0,Masters,Multi-vehicle Collision,Major Damage,Ambulance,21.0,3.0,-0.0,0.0,51000.0,-0.0,2.0,9.0,Full
40.0,39.0,1000.0,1248.0,1.0,College,Parked Car,Minor Damage,Police,8.0,1.0,0.0,0.0,8760.0,0.0,2.0,22.0,Full
111.0,27.0,500.0,1364.0,1.0,Masters,Single Vehicle Collision,Total Loss,Police,12.0,1.0,2.0,0.0,90970.0,0.0,6.0,11.0,Full
252.0,39.0,500.0,1312.0,0.0,High School,Multi-vehicle Collision,Minor Damage,Other,15.0,3.0,-0.0,-0.0,59400.0,1.0,5.0,17.0,Full
5.0,26.0,2000.0,1137.0,1.0,PhD,Single Vehicle Collision,Total Loss,Ambulance,22.0,1.0,1.0,0.0,88110.0,0.0,12.0,8.0,Full
310.0,48.0,1000.0,845.0,1.0,Masters,Single Vehicle Collision,Major Damage,Police,21.0,1.0,1.0,-0.0,55170.0,1.0,10.0,29.0,Full
43.0,43.0,500.0,1320.0,1.0,Associate,Single Vehicle Collision,Major Damage,Ambulance,16.0,1.0,2.0,-0.0,79970.0,1.0,19.0,27.0,Full
97.0,27.0,500.0,1588.0,1.0,High School,Multi-vehicle Collision,Total Loss,Other,22.0,3.0,2.0,1.0,75690.0,-0.0,1.0,11.0,Full
245.0,44.0,1000.0,1168.0,-0.0,JD,Multi-vehicle Collision,Total Loss,Other,23.0,3.0,0.0,-0.0,44280.0,0.0,18.0,28.0,Full
229.0,41.0,2000.0,1108.0,-0.0,PhD,Single Vehicle Collision,Major Damage,Other,23.0,1.0,1.0,0.0,62640.0,0.0,6.0,21.0,Full
224.0,42.0,500.0,1213.0,1.0,College,Single Vehicle Collision,Minor Damage,Fire,11.0,1.0,0.0,1.0,55200.0,0.0,17.0,20.0,Full
143.0,30.0,500.0,1392.0,1.0,High School,Single Vehicle Collision,Minor Damage,Fire,16.0,1.0,2.0,1.0,54300.0,0.0,5.0,13.0,Full
169.0,38.0,1000.0,1556.0,-0.0,PhD,Multi-vehicle Collision,Total Loss,Other,12.0,3.0,1.0,1.0,79080.0,0.0,3.0,19.0,Full
270.0,45.0,1000.0,1038.0,1.0,College,Multi-vehicle Collision,Minor Damage,Fire,18.0,3.0,1.0,1.0,89400.0,-0.0,17.0,23.0,Full
270.0,45.0,500.0,1188.0,1.0,PhD,Multi-vehicle Collision,Total Loss,Other,23.0,3.0,0.0,1.0,54340.0,-0.0,10.0,26.0,Full
112.0,30.0,1000.0,1167.0,1.0,Masters,Single Vehicle Collision,Major Damage,Fire,3.0,1.0,2.0,0.0,107900.0,1.0,18.0,8.0,Full
24.0,33.0,1000.0,1923.0,1.0,High School,Single Vehicle Collision,Total Loss,Police,-0.0,1.0,2.0,0.0,46800.0,-0.0,13.0,16.0,Full
159.0,33.0,2000.0,1463.0,1.0,College,Multi-vehicle Collision,Major Damage,Ambulance,23.0,3.0,2.0,0.0,44880.0,1.0,11.0,16.0,Full
9.0,30.0,1000.0,1074.0,1.0,High School,Single Vehicle Collision,Total Loss,Police,12.0,1.0,0.0,-0.0,85690.0,-0.0,4.0,11.0,Full
369.0,55.0,2000.0,1590.0,-0.0,College,Multi-vehicle Collision,Minor Damage,Police,6.0,3.0,2.0,1.0,85300.0,-0.0,12.0,36.0,Full
22.0,26.0,1000.0,1277.0,-0.0,PhD,Single Vehicle Collision,Minor Damage,Fire,3.0,1.0,1.0,0.0,78900.0,0.0,20.0,10.0,Full
427.0,60.0,1000.0,1179.0,-0.0,MD,Single Vehicle Collision,Major Damage,Ambulance,23.0,1.0,1.0,1.0,90860.0,1.0,11.0,40.0,Full
385.0,51.0,1000.0,976.0,1.0,MD,Multi-vehicle Collision,Minor Damage,Other,14.0,3.0,1.0,0.0,67600.0,-0.0,8.0,30.0,Full
211.0,40.0,1000.0,1576.0,1.0,PhD,Vehicle Theft,Trivial Damage,Police,3.0,1.0,1.0,-0.0,3190.0,-0.0,11.0,21.0,Full
15.0,34.0,2000.0,1586.0,1.0,High School,Single Vehicle Collision,Major Damage,Police,10.0,1.0,1.0,-0.0,75570.0,1.0,5.0,13.0,Full
214.0,41.0,500.0,1399.0,-0.0,Masters,Multi-vehicle Collision,Major Damage,Fire,13.0,3.0,2.0,0.0,64000.0,1.0,19.0,22.0,Full
252.0,39.0,500.0,1312.0,-0.0,High School,Multi-vehicle Collision,Minor Damage,Other,15.0,3.0,0.0,0.0,59400.0,1.0,5.0,17.0,Full
86.0,28.0,2000.0,1595.0,0.0,PhD,Single Vehicle Collision,Minor Damage,Police,19.0,1.0,0.0,1.0,70920.0,0.0,13.0,7.0,Full
22.0,21.0,1000.0,1248.0,1.0,High School,Multi-vehicle Collision,Total Loss,Police,3.0,3.0,1.0,0.0,53280.0,-0.0,0.0,0.0,Ls
231.0,43.0,2000.0,972.0,0.0,College,Multi-vehicle Collision,Minor Damage,Police,15.0,3.0,2.0,1.0,77100.0,0.0,5.0,23.0,Full
188.0,33.0,1000.0,1340.0,0.0,High School,Multi-vehicle Collision,Minor Damage,Police,8.0,3.0,1.0,0.0,76010.0,1.0,20.0,11.0,Full
117.0,28.0,500.0,1265.0,1.0,Associate,Multi-vehicle Collision,Total Loss,Fire,13.0,2.0,-0.0,0.0,55440.0,1.0,6.0,6.0,Full
267.0,46.0,2000.0,1111.0,0.0,MD,Parked Car,Trivial Damage,,3.0,1.0,2.0,1.0,4950.0,0.0,20.0,24.0,Full
133.0,30.0,1000.0,1231.0,-0.0,College,Multi-vehicle Collision,Minor Damage,Fire,19.0,3.0,1.0,-0.0,28440.0,-0.0,8.0,9.0,Full
104.0,30.0,500.0,1053.0,1.0,MD,Vehicle Theft,Minor Damage,Police,8.0,1.0,0.0,1.0,4800.0,0.0,9.0,12.0,Full
431.0,54.0,2000.0,1156.0,1.0,MD,Multi-vehicle Collision,Major Damage,Police,4.0,3.0,2.0,0.0,62300.0,0.0,8.0,33.0,Full
322.0,49.0,2000.0,1277.0,1.0,PhD,Single Vehicle Collision,Major Damage,Ambulance,18.0,1.0,-0.0,1.0,42240.0,-0.0,8.0,31.0,Full
411.0,56.0,1000.0,1595.0,1.0,College,Multi-vehicle Collision,Major Damage,Ambulance,23.0,3.0,0.0,-0.0,38610.0,0.0,8.0,40.0,Full
464.0,61.0,1000.0,1125.0,1.0,Associate,Multi-vehicle Collision,Major Damage,Police,6.0,3.0,-0.0,1.0,79800.0,1.0,15.0,40.0,Full
146.0,32.0,2000.0,1276.0,0.0,Associate,Single Vehicle Collision,Major Damage,Fire,12.0,1.0,-0.0,0.0,59940.0,0.0,20.0,15.0,Full
204.0,38.0,2000.0,1124.0,1.0,MD,Single Vehicle Collision,Total Loss,Ambulance,5.0,1.0,0.0,0.0,90530.0,0.0,12.0,21.0,Full
286.0,47.0,500.0,1387.0,-0.0,High School,Multi-vehicle Collision,Minor Damage,Other,15.0,3.0,-0.0,-0.0,65800.0,-0.0,14.0,31.0,Full
278.0,47.0,500.0,1285.0,-0.0,Masters,Single Vehicle Collision,Major Damage,Ambulance,21.0,1.0,2.0,1.0,58500.0,-0.0,5.0,25.0,Full
390.0,51.0,2000.0,1124.0,-0.0,Associate,Vehicle Theft,Minor Damage,,9.0,1.0,1.0,1.0,7080.0,0.0,14.0,33.0,Full
195.0,38.0,2000.0,1295.0,0.0,MD,Multi-vehicle Collision,Minor Damage,Ambulance,12.0,3.0,1.0,-0.0,64620.0,-0.0,12.0,22.0,Full
78.0,29.0,1000.0,1234.0,0.0,Masters,Vehicle Theft,Minor Damage,Police,3.0,1.0,2.0,-0.0,7500.0,0.0,13.0,8.0,Full
89.0,32.0,1000.0,989.0,1.0,High School,Single Vehicle Collision,Total Loss,Other,11.0,1.0,2.0,1.0,84590.0,0.0,16.0,11.0,Full
386.0,53.0,500.0,1079.0,0.0,JD,Single Vehicle Collision,Minor Damage,Police,16.0,1.0,2.0,1.0,66660.0,-0.0,9.0,33.0,Full
32.0,38.0,500.0,1007.0,1.0,College,Multi-vehicle Collision,Minor Damage,Police,15.0,3.0,2.0,1.0,70900.0,0.0,18.0,19.0,Full
214.0,41.0,500.0,1399.0,0.0,Masters,Multi-vehicle Collision,Major Damage,Fire,13.0,3.0,2.0,0.0,64000.0,1.0,19.0,22.0,Full
266.0,46.0,500.0,1270.0,1.0,Associate,Parked Car,Minor Damage,Police,5.0,1.0,1.0,-0.0,2160.0,0.0,11.0,26.0,Full
117.0,28.0,500.0,1265.0,1.0,Associate,Multi-vehicle Collision,Total Loss,Fire,13.0,2.0,0.0,-0.0,55440.0,1.0,6.0,6.0,Full
150.0,30.0,1000.0,1342.0,-0.0,MD,Parked Car,Trivial Damage,,8.0,1.0,-0.0,0.0,4500.0,0.0,16.0,9.0,Full
38.0,28.0,500.0,1123.0,0.0,Masters,Multi-vehicle Collision,Minor Damage,Ambulance,4.0,3.0,0.0,1.0,74880.0,0.0,15.0,6.0,Full
479.0,60.0,1000.0,1188.0,1.0,MD,Multi-vehicle Collision,Total Loss,Other,9.0,2.0,-0.0,0.0,53900.0,-0.0,9.0,42.0,Full
292.0,42.0,1000.0,1588.0,0.0,JD,Multi-vehicle Collision,Total Loss,Other,15.0,3.0,1.0,-0.0,84600.0,-0.0,8.0,22.0,Full
219.0,39.0,2000.0,1281.0,1.0,High School,Parked Car,Trivial Damage,Police,6.0,1.0,-0.0,0.0,5920.0,0.0,0.0,22.0,Full
41.0,33.0,500.0,1294.0,-0.0,High School,Vehicle Theft,Minor Damage,,8.0,1.0,-0.0,-0.0,8970.0,0.0,4.0,17.0,Full
91.0,30.0,2000.0,1317.0,1.0,Masters,Multi-vehicle Collision,Minor Damage,Other,13.0,3.0,2.0,0.0,84500.0,-0.0,6.0,9.0,Full
191.0,33.0,2000.0,1552.0,0.0,High School,Vehicle Theft,Minor Damage,,3.0,1.0,1.0,-0.0,2250.0,0.0,10.0,13.0,Full
269.0,45.0,500.0,1330.0,1.0,High School,Multi-vehicle Collision,Total Loss,Police,5.0,3.0,0.0,0.0,24200.0,0.0,7.0,25.0,Full
160.0,36.0,1000.0,1119.0,1.0,High School,Multi-vehicle Collision,Total Loss,Fire,5.0,3.0,2.0,0.0,51700.0,0.0,12.0,20.0,Full
211.0,40.0,1000.0,1576.0,1.0,PhD,Vehicle Theft,Trivial Damage,Police,3.0,1.0,1.0,-0.0,3190.0,0.0,11.0,21.0,Full
197.0,41.0,1000.0,1325.0,1.0,PhD,Single Vehicle Collision,Major Damage,Police,6.0,1.0,2.0,1.0,76400.0,1.0,18.0,24.0,Full
153.0,34.0,500.0,991.0,0.0,High School,Multi-vehicle Collision,Total Loss,Other,0.0,3.0,1.0,-0.0,77770.0,0.0,15.0,16.0,Full
285.0,48.0,2000.0,1102.0,1.0,College,Single Vehicle Collision,Minor Damage,Police,9.0,1.0,1.0,1.0,33480.0,-0.0,3.0,31.0,Full
215.0,37.0,500.0,1633.0,1.0,College,Multi-vehicle Collision,Minor Damage,Fire,7.0,3.0,2.0,1.0,57120.0,0.0,13.0,18.0,Full
402.0,54.0,2000.0,1285.0,-0.0,JD,Single Vehicle Collision,Major Damage,Other,19.0,1.0,0.0,1.0,67770.0,1.0,2.0,35.0,Full
253.0,41.0,2000.0,1313.0,1.0,PhD,Multi-vehicle Collision,Major Damage,Other,10.0,3.0,2.0,1.0,80740.0,1.0,1.0,19.0,Full
256.0,43.0,500.0,1203.0,1.0,MD,Single Vehicle Collision,Total Loss,Fire,11.0,1.0,-0.0,0.0,63250.0,-0.0,18.0,23.0,Full
127.0,31.0,500.0,1255.0,0.0,Associate,Parked Car,Minor Damage,,10.0,1.0,1.0,0.0,6160.0,0.0,19.0,13.0,Full
369.0,55.0,2000.0,1590.0,0.0,College,Multi-vehicle Collision,Minor Damage,Police,6.0,3.0,2.0,1.0,85300.0,0.0,12.0,36.0,Full
128.0,29.0,1000.0,1878.0,-0.0,High School,Single Vehicle Collision,Total Loss,Fire,2.0,1.0,-0.0,-0.0,59070.0,-0.0,12.0,8.0,Full
275.0,40.0,2000.0,1191.0,0.0,Masters,Single Vehicle Collision,Minor Damage,Fire,17.0,1.0,1.0,1.0,43230.0,-0.0,14.0,20.0,Full
51.0,34.0,500.0,1431.0,-0.0,PhD,Single Vehicle Collision,Major Damage,Fire,23.0,1.0,2.0,0.0,64200.0,1.0,8.0,12.0,Full
128.0,28.0,1000.0,987.0,1.0,High School,Single Vehicle Collision,Total Loss,Ambulance,11.0,1.0,0.0,1.0,101860.0,-0.0,8.0,8.0,Full
90.0,31.0,2000.0,951.0,1.0,PhD,Single Vehicle Collision,Total Loss,Other,2.0,1.0,1.0,1.0,75790.0,-0.0,8.0,14.0,Full
255.0,41.0,2000.0,1167.0,-0.0,High School,Single Vehicle Collision,Minor Damage,Fire,22.0,1.0,2.0,-0.0,69300.0,0.0,15.0,23.0,Full
287.0,41.0,2000.0,969.0,-0.0,Masters,Vehicle Theft,Trivial Damage,,9.0,1.0,2.0,-0.0,5170.0,-0.0,14.0,19.0,Full
3.0,29.0,500.0,996.0,1.0,JD,Parked Car,Trivial Damage,Police,3.0,1.0,2.0,-0.0,5000.0,1.0,7.0,10.0,Full
421.0,57.0,2000.0,1206.0,1.0,Associate,Multi-vehicle Collision,Minor Damage,Police,22.0,3.0,-0.0,0.0,78500.0,0.0,0.0,39.0,Full
177.0,34.0,2000.0,1058.0,1.0,JD,Multi-vehicle Collision,Total Loss,Ambulance,22.0,3.0,1.0,-0.0,18000.0,0.0,6.0,16.0,Full
238.0,43.0,1000.0,1524.0,-0.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,21.0,4.0,0.0,0.0,42700.0,1.0,20.0,23.0,Full
116.0,34.0,500.0,1738.0,0.0,Associate,Single Vehicle Collision,Major Damage,Police,1.0,1.0,1.0,0.0,97080.0,1.0,14.0,12.0,Full
371.0,50.0,1000.0,1569.0,-0.0,PhD,Multi-vehicle Collision,Major Damage,Other,2.0,3.0,2.0,1.0,84500.0,1.0,4.0,33.0,Full
132.0,32.0,2000.0,1107.0,-0.0,PhD,Vehicle Theft,Minor Damage,Police,21.0,1.0,1.0,1.0,5600.0,-0.0,10.0,11.0,Full
295.0,46.0,500.0,1673.0,1.0,High School,Single Vehicle Collision,Minor Damage,Fire,5.0,1.0,1.0,0.0,60700.0,-0.0,18.0,26.0,Full
478.0,63.0,1000.0,1292.0,0.0,High School,Parked Car,Minor Damage,,5.0,1.0,1.0,-0.0,4700.0,1.0,8.0,44.0,Full
178.0,39.0,500.0,1036.0,1.0,JD,Multi-vehicle Collision,Minor Damage,Police,3.0,3.0,2.0,-0.0,64680.0,0.0,5.0,23.0,Full
22.0,26.0,1000.0,1277.0,0.0,PhD,Single Vehicle Collision,Minor Damage,Fire,3.0,1.0,1.0,0.0,78900.0,0.0,20.0,10.0,Full
245.0,40.0,500.0,885.0,1.0,Masters,Single Vehicle Collision,Total Loss,Other,0.0,1.0,0.0,0.0,85150.0,0.0,17.0,22.0,Full
460.0,62.0,1000.0,1188.0,0.0,JD,Multi-vehicle Collision,Minor Damage,Police,20.0,3.0,1.0,-0.0,47160.0,0.0,4.0,45.0,Full
229.0,43.0,2000.0,1586.0,0.0,High School,Vehicle Theft,Minor Damage,,3.0,1.0,1.0,1.0,4620.0,0.0,3.0,23.0,Full
75.0,25.0,1000.0,1390.0,1.0,Associate,Multi-vehicle Collision,Total Loss,Other,23.0,2.0,2.0,1.0,65100.0,-0.0,4.0,5.0,Full
271.0,42.0,500.0,1105.0,1.0,Associate,Multi-vehicle Collision,Major Damage,Other,12.0,2.0,2.0,-0.0,68310.0,1.0,12.0,25.0,Full
285.0,42.0,500.0,1389.0,0.0,Associate,Single Vehicle Collision,Total Loss,Fire,13.0,1.0,0.0,-0.0,52700.0,0.0,10.0,23.0,Full
187.0,37.0,1000.0,1412.0,1.0,Masters,Single Vehicle Collision,Total Loss,Ambulance,21.0,1.0,-0.0,0.0,57700.0,-0.0,15.0,21.0,Full
125.0,31.0,500.0,1221.0,0.0,JD,Parked Car,Trivial Damage,,4.0,1.0,1.0,0.0,4320.0,-0.0,12.0,13.0,Full
293.0,49.0,2000.0,1239.0,1.0,JD,Single Vehicle Collision,Total Loss,Police,19.0,1.0,1.0,-0.0,57310.0,0.0,13.0,33.0,Full
245.0,39.0,500.0,965.0,1.0,Associate,Multi-vehicle Collision,Minor Damage,Police,7.0,3.0,-0.0,-0.0,72820.0,0.0,5.0,20.0,Full
451.0,61.0,2000.0,1619.0,1.0,Associate,Multi-vehicle Collision,Major Damage,Ambulance,3.0,3.0,2.0,1.0,78100.0,1.0,18.0,40.0,Full
10.0,26.0,2000.0,766.0,0.0,MD,Multi-vehicle Collision,Major Damage,Ambulance,3.0,3.0,0.0,-0.0,31350.0,1.0,14.0,10.0,Full
293.0,49.0,2000.0,1239.0,1.0,JD,Single Vehicle Collision,Total Loss,Police,19.0,1.0,1.0,-0.0,57310.0,-0.0,13.0,33.0,Full
287.0,45.0,1000.0,1231.0,0.0,Masters,Single Vehicle Collision,Minor Damage,Fire,19.0,1.0,0.0,0.0,53800.0,0.0,9.0,26.0,Full
264.0,41.0,500.0,1411.0,0.0,PhD,Single Vehicle Collision,Minor Damage,Other,4.0,1.0,1.0,0.0,60390.0,1.0,11.0,20.0,Full
78.0,29.0,1000.0,1234.0,-0.0,Masters,Vehicle Theft,Minor Damage,Police,3.0,1.0,2.0,0.0,7500.0,0.0,13.0,8.0,Full
156.0,32.0,500.0,1479.0,-0.0,Masters,Single Vehicle Collision,Major Damage,Other,15.0,1.0,1.0,1.0,74690.0,1.0,7.0,10.0,Full
53.0,36.0,2000.0,1713.0,-0.0,Associate,Multi-vehicle Collision,Major Damage,Fire,17.0,3.0,2.0,1.0,51100.0,0.0,9.0,15.0,Full
80.0,26.0,1000.0,1343.0,0.0,Masters,Single Vehicle Collision,Minor Damage,Other,12.0,1.0,-0.0,0.0,90400.0,0.0,20.0,5.0,Full
264.0,43.0,500.0,1508.0,0.0,PhD,Multi-vehicle Collision,Major Damage,Other,0.0,3.0,2.0,0.0,60750.0,1.0,0.0,25.0,Full
174.0,33.0,2000.0,1124.0,1.0,College,Multi-vehicle Collision,Total Loss,Ambulance,14.0,3.0,0.0,1.0,44200.0,-0.0,20.0,14.0,Full
243.0,44.0,500.0,809.0,-0.0,JD,Multi-vehicle Collision,Minor Damage,Other,4.0,3.0,2.0,1.0,51400.0,0.0,19.0,27.0,Full
147.0,37.0,1000.0,1307.0,-0.0,MD,Single Vehicle Collision,Total Loss,Ambulance,22.0,1.0,1.0,0.0,81120.0,0.0,20.0,16.0,Full
107.0,26.0,2000.0,932.0,-0.0,MD,Multi-vehicle Collision,Total Loss,Fire,2.0,3.0,2.0,-0.0,78650.0,1.0,19.0,5.0,Full
426.0,54.0,2000.0,1098.0,1.0,Masters,Single Vehicle Collision,Minor Damage,Police,13.0,1.0,2.0,0.0,100800.0,0.0,18.0,38.0,Full
356.0,54.0,500.0,912.0,-0.0,College,Multi-vehicle Collision,Major Damage,Other,23.0,3.0,2.0,0.0,68750.0,1.0,8.0,32.0,Full
41.0,25.0,1000.0,1227.0,1.0,College,Multi-vehicle Collision,Major Damage,Other,12.0,3.0,2.0,0.0,45120.0,1.0,4.0,3.0,P2
274.0,43.0,2000.0,1352.0,0.0,College,Single Vehicle Collision,Major Damage,Fire,22.0,1.0,-0.0,1.0,63840.0,1.0,9.0,25.0,Full
58.0,23.0,2000.0,1471.0,-0.0,High School,Single Vehicle Collision,Major Damage,Fire,8.0,1.0,2.0,-0.0,50380.0,1.0,8.0,7.0,Full
86.0,26.0,500.0,1383.0,-0.0,JD,Single Vehicle Collision,Minor Damage,Police,11.0,1.0,1.0,1.0,81840.0,1.0,4.0,10.0,Full
434.0,57.0,2000.0,1423.0,0.0,JD,Multi-vehicle Collision,Major Damage,Other,15.0,3.0,1.0,0.0,66240.0,0.0,12.0,35.0,Full
105.0,33.0,500.0,1311.0,1.0,High School,Single Vehicle Collision,Total Loss,Other,8.0,1.0,0.0,0.0,70290.0,-0.0,7.0,15.0,Full
47.0,37.0,2000.0,1242.0,-0.0,High School,Parked Car,Minor Damage,,18.0,1.0,1.0,-0.0,6700.0,0.0,4.0,17.0,Full
87.0,31.0,1000.0,1074.0,1.0,Masters,Multi-vehicle Collision,Major Damage,Fire,16.0,3.0,0.0,1.0,60940.0,1.0,9.0,15.0,Full
165.0,32.0,500.0,1399.0,1.0,High School,Parked Car,Minor Damage,Police,9.0,1.0,2.0,0.0,3960.0,-0.0,17.0,14.0,Full
153.0,34.0,500.0,991.0,0.0,High School,Multi-vehicle Collision,Total Loss,Other,0.0,3.0,1.0,0.0,77770.0,0.0,15.0,16.0,Full
375.0,50.0,1000.0,1275.0,-0.0,Associate,Single Vehicle Collision,Major Damage,Police,16.0,1.0,2.0,-0.0,37280.0,1.0,19.0,34.0,Full
396.0,57.0,500.0,1352.0,-0.0,High School,Parked Car,Minor Damage,,3.0,1.0,1.0,-0.0,2640.0,-0.0,15.0,38.0,Full
204.0,40.0,500.0,1256.0,1.0,JD,Multi-vehicle Collision,Minor Damage,Other,10.0,3.0,1.0,1.0,41700.0,0.0,2.0,24.0,Full
193.0,40.0,500.0,1234.0,1.0,College,Multi-vehicle Collision,Total Loss,Ambulance,23.0,3.0,2.0,1.0,64260.0,-0.0,16.0,21.0,Full
61.0,26.0,2000.0,1188.0,1.0,JD,Multi-vehicle Collision,Major Damage,Fire,16.0,2.0,1.0,-0.0,53820.0,1.0,-0.0,7.0,Full
100.0,33.0,500.0,1125.0,0.0,College,Single Vehicle Collision,Minor Damage,Other,4.0,1.0,1.0,0.0,40800.0,-0.0,11.0,14.0,Full
453.0,60.0,500.0,1299.0,-0.0,PhD,Single Vehicle Collision,Major Damage,Fire,0.0,1.0,-0.0,0.0,70000.0,1.0,0.0,38.0,Full
404.0,53.0,500.0,767.0,0.0,Associate,Parked Car,Trivial Damage,Police,8.0,1.0,0.0,-0.0,8800.0,0.0,13.0,32.0,Full
310.0,48.0,1000.0,845.0,1.0,Masters,Single Vehicle Collision,Major Damage,Police,21.0,1.0,1.0,0.0,55170.0,1.0,10.0,29.0,Full
128.0,35.0,1000.0,1075.0,1.0,Associate,Vehicle Theft,Trivial Damage,Police,16.0,1.0,2.0,-0.0,7590.0,0.0,3.0,14.0,Full
164.0,38.0,2000.0,1270.0,1.0,PhD,Single Vehicle Collision,Minor Damage,Fire,4.0,1.0,1.0,1.0,90000.0,-0.0,0.0,17.0,Full
78.0,29.0,1000.0,1234.0,-0.0,Masters,Vehicle Theft,Minor Damage,Police,3.0,1.0,2.0,-0.0,7500.0,-0.0,13.0,8.0,Full
117.0,28.0,500.0,1265.0,1.0,Associate,Multi-vehicle Collision,Total Loss,Fire,13.0,2.0,-0.0,-0.0,55440.0,1.0,6.0,6.0,Full
465.0,63.0,500.0,1007.0,1.0,Masters,Single Vehicle Collision,Minor Damage,Other,7.0,1.0,-0.0,-0.0,43560.0,-0.0,0.0,43.0,Full
